,Time,BX_GSE,BY_GSE,BZ_GSE,Vx,Vy,Vz,proton_density,T
0,2015-03-17 04:50:00,2.68,16.63,22.1,-502.6,-21.1,2.5,13.7,149171.0
1,2015-03-17 04:51:00,2.78,13.69,22.37,-502.5,-19.8,1.6,13.52,151073.0
2,2015-03-17 04:52:00,2.97,13.29,21.79,-494.7,-16.8,4.0,16.91,172924.0
3,2015-03-17 04:53:00,0.21,14.9,21.33,-494.7,-16.8,4.0,16.91,172924.0
4,2015-03-17 04:54:00,4.0,15.28,21.18,-487.0,-33.5,12.3,15.27,129515.0
5,2015-03-17 04:55:00,3.6,15.41,21.85,-487.0,-33.5,12.3,15.27,129515.0
6,2015-03-17 04:56:00,2.31,13.84,22.25,-486.0,-39.3,15.1,13.23,146126.0
7,2015-03-17 04:57:00,4.37,10.88,22.74,-475.5,-70.7,49.9,13.05,150162.0
8,2015-03-17 04:58:00,5.21,11.02,22.41,-484.4,-60.0,36.2,14.43,133973.0
9,2015-03-17 04:59:00,3.99,11.36,21.07,-498.7,-79.2,55.6,20.2,127239.0
10,2015-03-17 05:00:00,3.91,12.34,20.23,-504.3,-75.3,48.7,21.29,126121.0
11,2015-03-17 05:01:00,3.48,11.79,21.09,-496.8,-78.9,54.5,26.15,122346.0
12,2015-03-17 05:02:00,1.7,12.59,20.58,-496.8,-78.9,54.5,26.15,122346.0
13,2015-03-17 05:03:00,1.66,12.9,20.05,-498.55,-77.25,50.95,26.939999,123289.5
14,2015-03-17 05:04:00,0.84,11.63,21.25,-500.3,-75.6,47.4,27.73,124233.0
15,2015-03-17 05:05:00,0.24,15.04,18.32,-502.5,-75.1,49.0,25.65,126897.0
16,2015-03-17 05:06:00,0.29,14.73,19.35,-502.2,-70.1,40.7,30.21,104221.0
17,2015-03-17 05:07:00,0.08,14.59,18.87,-502.2,-73.1,43.4,33.18,115708.0
18,2015-03-17 05:08:00,0.24,14.04,20.01,-505.1,-76.4,45.7,32.91,122443.0
19,2015-03-17 05:09:00,0.79,15.67,18.14,-506.1,-76.8,45.7,32.13,121883.0
20,2015-03-17 05:10:00,0.15,14.42,19.26,-499.4,-74.7,42.7,31.98,125114.0
21,2015-03-17 05:11:00,0.35,17.25,17.62,-505.1,-73.6,41.2,35.27,127289.0
22,2015-03-17 05:12:00,0.47,18.3,16.94,-508.7,-78.5,51.0,30.84,120560.0
23,2015-03-17 05:13:00,0.26,17.36,18.27,-499.9,-78.5,51.2,31.85,106668.0
24,2015-03-17 05:14:00,2.87,13.88,19.89,-501.0,-81.8,54.7,31.57,129911.0
25,2015-03-17 05:15:00,2.32,15.11,18.78,-502.2,-81.9,56.3,34.32,123679.0
26,2015-03-17 05:16:00,0.43,16.99,16.95,-502.8,-82.0,57.1,35.77,120492.0
27,2015-03-17 05:17:00,2.88,14.33,20.76,-502.6,-80.2,46.8,36.52,135190.0
28,2015-03-17 05:18:00,6.74,6.3,25.51,-504.9,-80.3,48.4,30.15,118194.0
29,2015-03-17 05:19:00,4.87,10.24,23.42,-504.8,-81.5,48.3,30.65,120035.0
30,2015-03-17 05:20:00,5.09,13.66,23.94,-506.7,-75.0,47.1,25.58,106783.0
31,2015-03-17 05:21:00,5.77,10.74,24.76,-506.2,-75.7,47.6,25.81,113662.0
32,2015-03-17 05:22:00,6.82,9.79,25.42,-505.2,-76.8,48.4,26.13,125043.0
33,2015-03-17 05:23:00,7.96,7.0,26.1,-503.7,-76.1,47.9,21.44,125421.0
34,2015-03-17 05:24:00,8.46,5.38,25.57,-498.4,-82.2,53.1,24.33,117564.0
35,2015-03-17 05:25:00,5.2,4.94,25.36,-501.3,-78.2,47.6,26.76,132413.0
36,2015-03-17 05:26:00,7.41,3.59,25.5,-501.4,-78.0,47.3,26.89,133239.0
37,2015-03-17 05:27:00,6.21,3.56,25.33,-503.84998,-75.85,44.8,25.45,121588.5
38,2015-03-17 05:28:00,6.23,2.93,25.23,-506.3,-73.7,42.3,24.01,109938.0
39,2015-03-17 05:29:00,6.6,2.52,25.08,-505.5,-73.0,41.7,26.27,116519.0
40,2015-03-17 05:30:00,6.13,2.83,23.55,-506.0,-71.7,36.9,24.12,108699.0
41,2015-03-17 05:31:00,6.97,-1.4,23.97,-506.2,-71.3,35.5,23.48,106352.0
42,2015-03-17 05:32:00,4.92,1.15,24.26,-504.1,-75.1,39.2,28.88,115553.0
43,2015-03-17 05:33:00,5.06,-0.19,23.85,-504.1,-75.1,39.2,28.88,115553.0
44,2015-03-17 05:34:00,5.05,0.38,23.9,-501.35,-75.75,38.2,27.884998,108960.0
45,2015-03-17 05:35:00,6.25,-2.25,23.91,-498.6,-76.4,37.2,26.89,102367.0
46,2015-03-17 05:36:00,8.25,-1.9,23.42,-498.6,-76.4,37.2,26.89,102367.0
47,2015-03-17 05:37:00,8.95,-2.32,23.6,-492.4,-72.6,35.0,27.14,97858.0
48,2015-03-17 05:38:00,8.93,-2.15,23.68,-492.3,-72.6,35.0,27.14,97858.0
49,2015-03-17 05:39:00,9.33,-2.61,23.3,-492.4,-72.6,35.0,27.14,97858.0
50,2015-03-17 05:40:00,8.36,-2.58,22.29,-493.0,-77.1,37.5,29.75,99643.0
51,2015-03-17 05:41:00,8.46,-2.1,22.9,-493.0,-77.1,37.5,29.75,99643.0
52,2015-03-17 05:42:00,7.85,-2.02,22.06,-494.9,-78.01666,37.016666,30.653334,105509.164
53,2015-03-17 05:43:00,7.29,-3.28,21.82,-496.8,-78.933334,36.533333,31.556665,111375.336
54,2015-03-17 05:44:00,7.64,-2.92,21.43,-498.7,-79.85,36.05,32.46,117241.5
55,2015-03-17 05:45:00,4.52,-6.85,19.24,-500.6,-80.76666,35.566666,33.36333,123107.664
56,2015-03-17 05:46:00,0.7,-10.58,16.19,-502.5,-81.683334,35.083332,34.266666,128973.836
57,2015-03-17 05:47:00,2.15,-5.36,19.06,-504.4,-82.6,34.6,35.17,134840.0
58,2015-03-17 05:48:00,3.07,-5.37,20.32,-504.4,-82.6,34.6,35.17,134840.0
59,2015-03-17 05:49:00,3.47,-4.89,21.03,-501.55,-83.0,39.5,33.399998,134378.5
60,2015-03-17 05:50:00,3.48,-6.41,21.19,-498.7,-83.4,44.4,31.63,133917.0
61,2015-03-17 05:51:00,3.5,-3.94,22.25,-498.7,-83.4,44.4,31.63,133917.0
62,2015-03-17 05:52:00,7.37,-1.81,20.91,-502.3,-93.7,52.4,30.56,158092.0
63,2015-03-17 05:53:00,7.87,-3.66,19.69,-498.6,-96.5,55.1,28.19,165087.0
64,2015-03-17 05:54:00,8.11,-2.3,18.5,-493.7,-100.3,64.7,23.83,199101.0
65,2015-03-17 05:55:00,10.27,-2.56,16.86,-490.6,-100.1,69.7,23.48,212684.0
66,2015-03-17 05:56:00,12.17,-3.06,15.07,-488.2,-92.7,59.3,22.1,143554.0
67,2015-03-17 05:57:00,12.95,-1.2,15.55,-484.4,-98.2,67.9,23.57,153444.0
68,2015-03-17 05:58:00,6.22,-15.55,5.3,-483.7,-100.2,81.0,23.25,180073.0
69,2015-03-17 05:59:00,5.32,-19.37,1.39,-493.5,-106.8,81.4,26.49,205482.0
70,2015-03-17 06:00:00,8.05,-12.58,6.84,-483.6,-94.8,58.1,23.02,169450.0
71,2015-03-17 06:01:00,5.71,-19.89,2.87,-488.3,-106.1,81.5,25.75,182993.0
72,2015-03-17 06:02:00,7.46,-18.84,4.19,-486.4,-105.4,86.5,27.74,175142.0
73,2015-03-17 06:03:00,7.18,-18.8,4.93,-479.5,-101.3,91.5,25.88,172629.0
74,2015-03-17 06:04:00,6.27,-15.55,2.29,-479.5,-101.3,91.5,25.88,172629.0
75,2015-03-17 06:05:00,4.71,-14.61,-1.31,-478.1,-101.8,79.8,25.07,204035.0
76,2015-03-17 06:06:00,0.78,-14.91,-6.8,-480.1,-101.4,77.3,25.17,209769.0
77,2015-03-17 06:07:00,-4.53,-12.13,-15.21,-503.9,-96.7,47.6,26.44,278278.0
78,2015-03-17 06:08:00,-2.05,-9.91,-17.7,-503.4,-92.149994,44.9,26.380001,243038.5
79,2015-03-17 06:09:00,-2.79,-13.88,-15.63,-502.9,-87.6,42.2,26.32,207799.0
80,2015-03-17 06:10:00,-2.25,-16.17,-15.53,-501.8,-87.4,52.0,24.85,201655.0
81,2015-03-17 06:11:00,-4.52,-14.97,-17.35,-507.5,-88.4,54.1,23.67,206792.0
82,2015-03-17 06:12:00,-3.21,-17.03,-14.66,-498.7,-94.2,62.7,24.22,213182.0
83,2015-03-17 06:13:00,-3.63,-16.75,-16.32,-502.3,-89.3,55.3,23.65,190580.0
84,2015-03-17 06:14:00,-3.88,-16.05,-17.49,-502.8,-86.6,49.0,24.04,194656.0
85,2015-03-17 06:15:00,-4.71,-16.97,-16.1,-503.1,-85.2,45.7,24.24,196728.0
86,2015-03-17 06:16:00,-3.98,-16.14,-16.66,-503.2,-86.1,46.5,24.09,201733.0
87,2015-03-17 06:17:00,-4.62,-13.93,-17.92,-504.6,-84.0,46.9,23.78,194544.0
88,2015-03-17 06:18:00,-4.72,-13.19,-18.57,-505.3,-82.9,47.2,23.65,189435.0
89,2015-03-17 06:19:00,-3.9,-14.65,-17.23,-505.1,-84.1,49.5,24.28,170008.0
90,2015-03-17 06:20:00,-3.41,-17.04,-14.11,-505.1,-86.0,43.0,25.06,190522.0
91,2015-03-17 06:21:00,-4.02,-16.74,-15.19,-502.1,-88.8,46.9,26.17,188319.0
92,2015-03-17 06:22:00,-3.23,-17.44,-14.94,-505.1,-89.9,54.4,26.34,181969.0
93,2015-03-17 06:23:00,-2.94,-18.58,-13.79,-505.1,-90.0,54.4,26.34,182050.0
94,2015-03-17 06:24:00,-2.89,-18.84,-13.02,-502.1,-93.8,59.7,26.54,188631.0
95,2015-03-17 06:25:00,-1.11,-19.36,-13.29,-498.0,-95.5,63.3,26.51,190102.0
96,2015-03-17 06:26:00,-2.17,-18.25,-14.09,-500.9,-92.0,57.1,26.98,177987.0
97,2015-03-17 06:27:00,-3.19,-18.24,-13.36,-502.8,-94.2,52.9,26.81,184368.0
98,2015-03-17 06:28:00,-2.93,-18.28,-12.88,-502.8,-94.2,52.9,26.81,184368.0
99,2015-03-17 06:29:00,-2.07,-19.27,-11.82,-499.7,-95.8,66.4,25.77,178471.0
100,2015-03-17 06:30:00,-2.05,-19.19,-12.09,-499.7,-95.8,66.4,25.77,178471.0
101,2015-03-17 06:31:00,-1.7,-18.87,-11.79,-500.0,-97.2,63.3,26.41,184002.0
102,2015-03-17 06:32:00,-2.92,-18.24,-11.94,-501.7,-99.0,61.5,27.37,193831.0
103,2015-03-17 06:33:00,-4.81,-16.52,-12.45,-504.0,-101.6,59.7,28.73,200101.0
104,2015-03-17 06:34:00,-5.75,-16.96,-8.82,-507.3,-104.6,61.3,29.24,199674.0
105,2015-03-17 06:35:00,-4.62,-16.91,-9.46,-505.6,-102.8,56.5,29.21,212322.0
106,2015-03-17 06:36:00,-3.95,-16.96,-9.62,-509.1,-103.2,59.7,28.37,215770.0
107,2015-03-17 06:37:00,-4.87,-17.13,-8.24,-506.3,-104.2,61.0,29.47,216508.0
108,2015-03-17 06:38:00,-5.33,-17.79,-3.61,-508.8,-106.2,65.6,27.83,201803.0
109,2015-03-17 06:39:00,-5.0,-18.37,-0.72,-509.7,-103.5,59.4,27.3,204910.0
110,2015-03-17 06:40:00,-4.16,-18.27,-0.12,-504.4,-109.9,73.1,28.98,210532.0
111,2015-03-17 06:41:00,-3.81,-18.39,-0.41,-503.2,-109.3,74.8,28.86,198424.0
112,2015-03-17 06:42:00,-2.18,-18.14,-3.08,-503.4,-110.6,71.2,28.23,211378.0
113,2015-03-17 06:43:00,-0.08,-18.45,1.54,-503.3,-111.8,69.0,27.68,221318.0
114,2015-03-17 06:44:00,1.7,-18.43,4.39,-498.3,-115.5,82.6,26.3,218059.0
115,2015-03-17 06:45:00,1.99,-19.17,2.82,-500.3,-109.4,73.8,26.974998,213404.0
