,Time,BX_GSE,BY_GSE,BZ_GSE,Vx,Vy,Vz,proton_density,T
0,2014-02-27 19:00:00,3.4,-4.31,-17.52,-462.0,-33.7,-36.3,18.73,217881.0
1,2014-02-27 19:01:00,3.82,-4.77,-17.51,-462.0,-33.7,-36.3,18.73,217881.0
2,2014-02-27 19:02:00,3.36,-4.62,-18.05,-459.6,-35.9,-33.7,17.22,213456.0
3,2014-02-27 19:03:00,3.1,-3.34,-16.63,-459.7,-45.3,-32.6,18.99,206782.0
4,2014-02-27 19:04:00,3.69,-4.66,-17.68,-459.7,-46.2,-32.5,19.17,206136.0
5,2014-02-27 19:05:00,2.31,-1.46,-17.02,-455.1,-48.4,-30.0,18.93,225167.0
6,2014-02-27 19:06:00,1.79,1.12,-15.75,-455.2,-30.5,-35.1,20.53,227114.0
7,2014-02-27 19:07:00,3.13,3.2,-16.55,-448.5,-36.5,-32.9,18.74,226913.0
8,2014-02-27 19:08:00,0.72,3.88,-14.9,-455.3,-28.3,-33.8,19.7,229657.0
9,2014-02-27 19:09:00,1.4,4.64,-14.36,-460.0,-27.7,-36.2,20.48,244360.0
10,2014-02-27 19:10:00,2.04,5.74,-13.76,-462.0,-25.1,-38.3,21.08,248073.0
11,2014-02-27 19:11:00,0.41,-1.7,-14.77,-458.1,-23.7,-38.6,20.3,243106.0
12,2014-02-27 19:12:00,-1.01,2.44,-15.65,-462.0,-23.8,-34.5,19.1,237644.0
13,2014-02-27 19:13:00,-0.52,-0.02,-16.42,-455.8,-32.0,-28.4,17.96,229398.0
14,2014-02-27 19:14:00,-0.92,2.5,-15.06,-458.8,-29.0,-29.3,18.53,231852.0
15,2014-02-27 19:15:00,-0.5,5.01,-14.64,-462.9,-20.8,-40.8,21.94,242204.0
16,2014-02-27 19:16:00,-0.94,4.29,-14.74,-462.9,-20.8,-40.8,21.94,242204.0
17,2014-02-27 19:17:00,-2.92,6.57,-13.21,-464.4,-20.15,-38.85,20.44,243410.5
18,2014-02-27 19:18:00,-2.27,5.39,-14.23,-465.9,-19.5,-36.9,18.94,244617.0
19,2014-02-27 19:19:00,-1.97,6.74,-13.67,-467.6,-18.1,-35.4,18.76,241046.0
20,2014-02-27 19:20:00,-2.34,7.1,-13.74,-469.3,-12.9,-32.9,18.9,231469.0
21,2014-02-27 19:21:00,-1.36,6.1,-13.41,-473.1,-16.8,-32.9,20.06,222572.0
22,2014-02-27 19:22:00,-0.68,4.4,-13.69,-470.5,-18.5,-33.6,20.15,219223.0
23,2014-02-27 19:23:00,-0.43,3.19,-14.17,-464.4,-20.4,-36.1,20.64,220507.0
24,2014-02-27 19:24:00,0.0,3.86,-13.64,-468.8,-19.9,-35.9,20.53,222361.0
25,2014-02-27 19:25:00,-0.33,4.21,-13.22,-470.7,-20.1,-29.1,20.83,205728.0
26,2014-02-27 19:26:00,-2.13,5.85,-12.99,-471.7,-15.8,-26.1,21.64,192487.0
