UT__yyyy-mm-ddThh:mm:ss.sssZ,BX_FGS-D_(@_1_)_nT_GSE,BY_FGS-D_(@_2_)_nT_GSE,BZ_FGS-D_(@_3_)_nT_GSE
2018-09-13T00:30:02.842Z,-1.88829,2.34964,-3.89113
2018-09-13T00:30:06.185Z,-1.84355,2.35332,-4.04556
2018-09-13T00:30:09.528Z,-1.62724,2.12193,-4.08549
2018-09-13T00:30:12.871Z,-1.93895,2.12840,-4.09880
2018-09-13T00:30:16.214Z,-1.60766,2.25037,-4.24147
2018-09-13T00:30:19.557Z,-1.35737,2.52625,-4.06714
2018-09-13T00:30:22.900Z,-1.43010,2.56860,-4.06235
2018-09-13T00:30:26.243Z,-1.24093,2.57583,-3.98344
2018-09-13T00:30:29.586Z,-1.24082,2.35761,-4.12941
2018-09-13T00:30:32.929Z,-1.33646,2.32085,-4.06965
2018-09-13T00:30:36.272Z,-1.50941,2.30028,-4.11059
2018-09-13T00:30:39.615Z,-1.72128,1.75427,-4.28023
2018-09-13T00:30:42.958Z,-1.50642,1.67655,-4.39560
2018-09-13T00:30:46.301Z,-1.45448,1.74278,-4.40013
2018-09-13T00:30:49.644Z,-1.37788,1.43718,-4.57019
2018-09-13T00:30:52.987Z,-1.42051,1.87493,-4.40002
2018-09-13T00:30:56.330Z,-1.66111,1.92168,-4.34255
2018-09-13T00:30:59.673Z,-1.82112,2.28351,-3.97768
2018-09-13T00:31:03.016Z,-1.73768,2.34868,-4.02880
2018-09-13T00:31:06.359Z,-1.84902,2.34183,-4.05661
2018-09-13T00:31:09.702Z,-1.76841,2.17815,-4.14483
2018-09-13T00:31:13.045Z,-1.90174,2.07205,-4.10363
2018-09-13T00:31:16.388Z,-1.85074,1.86368,-4.00870
2018-09-13T00:31:19.731Z,-1.80981,1.87140,-3.95985
2018-09-13T00:31:23.074Z,-1.87894,1.82089,-3.96958
2018-09-13T00:31:26.417Z,-1.91800,1.91752,-3.99285
2018-09-13T00:31:29.760Z,-1.89868,1.93938,-3.92232
2018-09-13T00:31:33.103Z,-1.91752,1.89309,-3.85848
2018-09-13T00:31:36.446Z,-1.95534,1.81694,-4.05622
2018-09-13T00:31:39.789Z,-2.23083,1.76331,-4.08601
2018-09-13T00:31:43.132Z,-1.96850,1.84772,-4.02387
2018-09-13T00:31:46.476Z,-2.12070,1.59718,-4.20875
2018-09-13T00:31:49.819Z,-1.81171,2.17090,-4.02595
2018-09-13T00:31:53.162Z,-1.77699,2.23509,-4.00700
2018-09-13T00:31:56.505Z,-1.75753,2.16013,-3.93874
2018-09-13T00:31:59.848Z,-2.06499,2.14361,-4.12943
2018-09-13T00:32:03.191Z,-1.96347,2.42665,-4.08177
2018-09-13T00:32:06.534Z,-1.81178,2.55699,-4.02873
2018-09-13T00:32:09.877Z,-1.84901,2.71696,-3.84246
2018-09-13T00:32:13.220Z,-1.65984,2.72419,-3.76355
2018-09-13T00:32:16.563Z,-1.59403,2.67392,-3.74384
2018-09-13T00:32:19.906Z,-1.91485,2.84763,-3.53450
2018-09-13T00:32:23.249Z,-2.05594,3.04302,-3.48790
2018-09-13T00:32:26.592Z,-2.00084,3.03534,-3.53285
2018-09-13T00:32:29.935Z,-1.77695,3.10676,-3.43500
2018-09-13T00:32:33.278Z,-1.83774,3.16423,-3.32333
2018-09-13T00:32:36.621Z,-1.87789,3.20995,-3.20964
2018-09-13T00:32:39.964Z,-2.03362,3.29505,-3.09262
2018-09-13T00:32:43.307Z,-1.90267,3.37838,-2.81988
2018-09-13T00:32:46.650Z,-1.96832,3.27988,-2.44095
2018-09-13T00:32:49.993Z,-2.20999,3.37387,-1.95660
2018-09-13T00:32:53.336Z,-2.13080,3.33515,-1.86556
2018-09-13T00:32:56.679Z,-1.90804,3.43085,-2.17787
2018-09-13T00:33:00.022Z,-1.42964,2.84958,-3.27517
2018-09-13T00:33:03.365Z,-1.55360,2.93657,-3.61268
2018-09-13T00:33:06.708Z,-1.52724,2.99640,-3.53368
2018-09-13T00:33:10.051Z,-1.47147,2.93172,-3.77673
