EPOCH__yyyy-mm-ddThh:mm:ss.sssZ,X_(@_x_)_RE,Y_(@_y_)_RE,Z_(@_z_)_RE
2018-09-13T00:30:00.000Z,12.907654,7.0942813,3.4816039
2018-09-13T00:31:00.000Z,12.901571,7.0985096,3.4835308
2018-09-13T00:32:00.000Z,12.895469,7.1027510,3.4854630
2018-09-13T00:33:00.000Z,12.889355,7.1069614,3.4873808
2018-09-13T00:34:00.000Z,12.883213,7.1111680,3.4892958
2018-09-13T00:35:00.000Z,12.877039,7.1153695,3.4912107
2018-09-13T00:36:00.000Z,12.870871,7.1195448,3.4931090
2018-09-13T00:37:00.000Z,12.864653,7.1237264,3.4950135
2018-09-13T00:38:00.000Z,12.858439,7.1278805,3.4969026
2018-09-13T00:39:00.000Z,12.852195,7.1320312,3.4987904
2018-09-13T00:40:00.000Z,12.845920,7.1361762,3.5006766
2018-09-13T00:41:00.000Z,12.839633,7.1403065,3.5025539
2018-09-13T00:42:00.000Z,12.833331,7.1444199,3.5044232
2018-09-13T00:43:00.000Z,12.827001,7.1485156,3.5062837
2018-09-13T00:44:00.000Z,12.820657,7.1526087,3.5081439
2018-09-13T00:45:00.000Z,12.814281,7.1566983,3.5100016
2018-09-13T00:46:00.000Z,12.807891,7.1607717,3.5118498
2018-09-13T00:47:00.000Z,12.801489,7.1648287,3.5136921
2018-09-13T00:48:00.000Z,12.795057,7.1688820,3.5155314
2018-09-13T00:49:00.000Z,12.788610,7.1729199,3.5173617
2018-09-13T00:50:00.000Z,12.782137,7.1769382,3.5191854
2018-09-13T00:51:00.000Z,12.775645,7.1809549,3.5210065
2018-09-13T00:52:00.000Z,12.769143,7.1849559,3.5228198
2018-09-13T00:53:00.000Z,12.762609,7.1889526,3.5246302
2018-09-13T00:54:00.000Z,12.756047,7.1929311,3.5264332
2018-09-13T00:55:00.000Z,12.749472,7.1968938,3.5282284
2018-09-13T00:56:00.000Z,12.742880,7.2008540,3.5300206
2018-09-13T00:57:00.000Z,12.736277,7.2047993,3.5318052
2018-09-13T00:58:00.000Z,12.729626,7.2087369,3.5335883
2018-09-13T00:59:00.000Z,12.722977,7.2126607,3.5353638
2018-09-13T01:00:00.000Z,12.716301,7.2165664,3.5371300
2018-09-13T01:01:00.000Z,12.709609,7.2204709,3.5388950
2018-09-13T01:02:00.000Z,12.702888,7.2243570,3.5406509
2018-09-13T01:03:00.000Z,12.696154,7.2282266,3.5423988
2018-09-13T01:04:00.000Z,12.689390,7.2320925,3.5441457
2018-09-13T01:05:00.000Z,12.682613,7.2359422,3.5458849
