,Time,BX_GSE,BY_GSE,BZ_GSE,Vx,Vy,Vz,proton_density,T,Xpos
33,2015-06-12 18:13:00,1.99,2.01,-1.17,-456.9,-4.8,-25.6,18.26,69471.0,1589560.1
34,2015-06-12 18:14:00,1.06,1.47,0.13,-456.9,-4.8,-25.6,18.26,69471.0,1589560.1
35,2015-06-12 18:15:00,0.49,1.49,0.45,-453.3,-5.5,-26.9,18.47,69397.0,1589560.1
36,2015-06-12 18:16:00,0.61,2.07,0.18,-453.4,-6.3,-26.4,18.15,70097.0,1589560.1
37,2015-06-12 18:17:00,0.53,2.3,-0.25,-453.5,-6.6,-26.2,18.0,70418.0,1589560.1
38,2015-06-12 18:18:00,0.24,2.67,-0.2,-453.7,-8.1,-25.1,18.26,71561.0,1589560.1
39,2015-06-12 18:19:00,0.07,1.93,0.31,-454.6,-7.2,-25.9,18.3,70587.0,1589560.1
40,2015-06-12 18:20:00,0.36,1.99,0.13,-455.2,-7.5,-26.0,18.3,70627.0,1589560.1
41,2015-06-12 18:21:00,0.52,2.48,0.23,-454.7,-7.8,-25.4,18.62,70961.0,1589560.1
42,2015-06-12 18:22:00,0.46,3.37,-0.25,-454.4,-6.7,-26.6,17.63,68453.0,1589560.1
43,2015-06-12 18:23:00,0.93,3.92,-0.93,-453.3,-3.9,-27.0,17.62,70334.0,1589560.1
44,2015-06-12 18:24:00,1.05,3.85,-1.28,-453.6,-3.3,-26.6,18.14,69656.0,1589560.1
45,2015-06-12 18:25:00,1.08,4.21,-1.41,-455.3,-2.9,-26.4,17.52,68423.0,1589560.1
46,2015-06-12 18:26:00,1.04,4.29,-1.16,-454.8,-1.0,-28.1,17.49,68169.0,1589560.1
47,2015-06-12 18:27:00,1.31,4.37,-0.74,-454.8,-1.3,-28.0,17.42,68412.0,1589560.1
48,2015-06-12 18:28:00,1.13,3.89,-0.9,-454.6,-3.8,-27.1,16.89,70301.0,1589560.1
49,2015-06-12 18:29:00,0.6,4.25,-0.36,-453.93335,-2.8,-27.333334,17.42,69159.664,1589560.1
50,2015-06-12 18:30:00,0.51,4.31,-0.79,-453.26666,-1.8,-27.566666,17.949999,68018.336,1589560.1
51,2015-06-12 18:31:00,0.21,4.07,-0.68,-452.6,-0.8,-27.8,18.48,66877.0,1589560.1
52,2015-06-12 18:32:00,0.4,4.01,-0.9,-452.7,-2.8,-26.5,17.79,69568.0,1589560.1
53,2015-06-12 18:33:00,0.59,3.79,-1.16,-452.8,-3.1,-26.2,17.77,70633.0,1589560.1
54,2015-06-12 18:34:00,0.65,3.44,-0.7,-452.7,-2.2,-26.2,18.15,71333.0,1589623.9
55,2015-06-12 18:35:00,1.37,4.42,-1.78,-451.4,-1.3,-27.9,17.47,71875.0,1589623.9
56,2015-06-12 18:36:00,0.07,4.76,-0.15,-453.6,-0.7,-27.4,17.45,70896.0,1589623.9
57,2015-06-12 18:37:00,0.17,4.6,-0.07,-453.5,0.1,-28.5,17.29,70390.0,1589623.9
58,2015-06-12 18:38:00,0.17,5.11,-0.05,-453.6,-0.1,-28.4,17.26,70550.0,1589623.9
59,2015-06-12 18:39:00,0.11,4.84,-0.09,-454.3,-6.5,-24.3,16.31,77096.0,1589623.9
60,2015-06-12 18:40:00,0.13,4.87,0.25,-453.6,-5.0,-25.2,15.99,75641.0,1589623.9
61,2015-06-12 18:41:00,0.13,4.95,0.09,-453.5,-6.2,-25.6,14.48,80989.0,1589623.9
62,2015-06-12 18:42:00,0.32,4.48,0.21,-454.8,-7.3,-24.8,14.86,78780.0,1589623.9
63,2015-06-12 18:43:00,0.13,4.78,-0.27,-455.4,-4.1,-27.2,15.21,73106.0,1589623.9
64,2015-06-12 18:44:00,0.1,4.96,-0.33,-453.6,-8.2,-24.0,15.03,77579.0,1589623.9
65,2015-06-12 18:45:00,0.17,5.22,-0.44,-453.6,-8.3,-23.9,15.03,77696.0,1589623.9
66,2015-06-12 18:46:00,0.31,4.71,-0.1,-453.6,-10.9,-23.1,14.55,75968.0,1589623.9
67,2015-06-12 18:47:00,0.3,4.6,-0.15,-453.5,-9.7,-23.4,14.62,77384.0,1589623.9
68,2015-06-12 18:48:00,0.31,4.72,-0.37,-453.9,-8.5,-23.1,14.96,80675.0,1589623.9
69,2015-06-12 18:49:00,0.23,5.86,-0.05,-454.4,-9.1,-22.7,15.16,80255.0,1589623.9
70,2015-06-12 18:50:00,0.42,5.62,0.96,-453.5,-5.7,-26.2,14.46,71117.0,1589623.9
71,2015-06-12 18:51:00,0.32,6.58,0.58,-454.5,-0.6,-30.2,14.41,62407.0,1589623.9
72,2015-06-12 18:52:00,0.41,6.76,0.91,-453.9,-4.4,-27.1,14.68,66285.0,1589623.9
73,2015-06-12 18:53:00,0.27,6.8,0.74,-454.5,-3.5,-28.1,14.34,64719.0,1589623.9
74,2015-06-12 18:54:00,0.2,7.13,1.16,-454.53333,-4.266667,-27.866667,14.096666,64757.668,1589623.9
75,2015-06-12 18:55:00,0.14,7.31,1.2,-454.56668,-5.0333333,-27.633333,13.853333,64796.332,1589623.9
76,2015-06-12 18:56:00,0.37,6.76,1.11,-454.6,-5.8,-27.4,13.61,64835.0,1589623.9
77,2015-06-12 18:57:00,0.39,5.47,0.87,-455.0,-2.2,-27.7,15.46,70678.0,1589623.9
78,2015-06-12 18:58:00,0.36,6.7,0.98,-455.1,-5.0,-27.5,14.19,68054.0,1589623.9
79,2015-06-12 18:59:00,0.35,6.6,0.92,-455.2,-5.1,-28.0,13.67,66599.0,1589623.9
80,2015-06-12 19:00:00,0.3,6.31,1.2,-455.5,-3.1,-29.0,13.91,66799.0,1589623.9
81,2015-06-12 19:01:00,0.43,6.12,1.01,-455.8,-5.1,-27.4,13.57,69978.0,1589623.9
82,2015-06-12 19:02:00,0.22,4.85,0.84,-454.55,-4.75,-27.0,14.945,70010.5,1589623.9
83,2015-06-12 19:03:00,0.69,4.43,0.88,-453.3,-4.4,-26.6,16.32,70043.0,1589623.9
84,2015-06-12 19:04:00,0.25,4.4,0.93,-453.3,-4.4,-26.6,16.32,70043.0,1589623.9
85,2015-06-12 19:05:00,0.44,4.28,0.31,-454.0,-7.7,-24.6,15.88,79323.0,1589623.9
86,2015-06-12 19:06:00,0.24,3.47,0.54,-454.4,-8.4,-24.9,16.46,74363.0,1589623.9
87,2015-06-12 19:07:00,0.09,4.1,0.73,-455.0,-6.0,-24.6,16.49,75959.0,1589623.9
88,2015-06-12 19:08:00,-0.17,3.89,1.19,-455.6,-3.1,-26.0,17.46,72067.0,1589623.9
89,2015-06-12 19:09:00,-0.09,3.42,0.96,-454.5,-5.3,-24.9,17.34,73618.0,1589623.9
90,2015-06-12 19:10:00,0.02,3.08,0.63,-453.5,-3.2,-25.7,18.17,71925.0,1589623.9
91,2015-06-12 19:11:00,-0.26,3.37,0.66,-454.4,-5.5,-24.3,17.37,76686.0,1589623.9
92,2015-06-12 19:12:00,-0.23,2.97,0.93,-455.2,-3.9,-25.3,17.34,75183.0,1589623.9
93,2015-06-12 19:13:00,-0.24,3.08,1.09,-455.5,-2.4,-25.6,17.45,77651.0,1589623.9
94,2015-06-12 19:14:00,-0.61,3.13,1.44,-455.4,-2.7,-25.5,17.6,76996.0,1589623.9
95,2015-06-12 19:15:00,-0.68,3.59,1.11,-455.2,-1.8,-26.2,16.93,77019.0,1589623.9
96,2015-06-12 19:16:00,-0.06,3.36,2.34,-454.4,-1.5,-26.3,17.1,71873.0,1589623.9
97,2015-06-12 19:17:00,0.16,3.79,1.79,-454.4,-3.7,-24.7,16.53,73730.0,1589623.9
98,2015-06-12 19:18:00,0.15,4.05,2.02,-453.1,-2.0,-26.4,17.31,72899.0,1589623.9
99,2015-06-12 19:19:00,0.12,3.15,1.92,-453.8,-2.3,-25.6,17.09,72395.0,1589623.9
100,2015-06-12 19:20:00,0.28,3.33,1.98,-453.1,-2.6,-25.8,17.19,73574.0,1589623.9
101,2015-06-12 19:21:00,0.17,3.15,1.89,-453.3,-2.1,-25.5,17.01,73965.0,1589623.9
102,2015-06-12 19:22:00,0.02,2.88,1.86,-453.9,-1.3,-26.5,17.35,75270.0,1589623.9
103,2015-06-12 19:23:00,0.14,3.23,1.93,-453.6,-4.1,-24.8,16.69,79852.0,1589623.9
104,2015-06-12 19:24:00,0.48,3.64,1.49,-453.4,-2.3,-26.4,16.75,76731.0,1589623.9
105,2015-06-12 19:25:00,-0.16,2.95,1.66,-454.0,-1.2,-26.9,16.14,83045.0,1589623.9
106,2015-06-12 19:26:00,-0.69,2.68,1.98,-455.0,-4.1,-25.2,17.21,80927.0,1589623.9
107,2015-06-12 19:27:00,-0.12,3.12,1.29,-454.0,-0.8,-27.8,16.9,83484.0,1589623.9
108,2015-06-12 19:28:00,-0.18,4.16,0.79,-454.3,-1.1,-27.7,17.01,81610.0,1589623.9
109,2015-06-12 19:29:00,-0.18,4.42,0.37,-454.8,-1.7,-27.4,17.15,79644.0,1589623.9
