,Time,BX_GSE,BY_GSE,BZ_GSE,Vx,Vy,Vz,proton_density,T,Xpos
0,2015-04-20 20:40:00,-2.3,11.5,0.53,-423.5,-47.7,-22.6,18.02,69938.0,1622598.8
1,2015-04-20 20:41:00,-3.09,10.96,0.89,-415.7,-46.8,-26.7,17.24,77973.0,1622598.8
2,2015-04-20 20:42:00,-2.18,10.75,-3.33,-417.5,-47.2,-22.7,17.43,76516.0,1622598.8
3,2015-04-20 20:43:00,-2.21,10.81,-2.74,-422.7,-48.4,-11.5,17.95,72428.0,1622598.8
4,2015-04-20 20:44:00,-3.57,11.12,0.63,-420.6,-47.1,-15.2,17.37,66911.0,1622598.8
5,2015-04-20 20:45:00,-3.21,11.17,-1.17,-420.5,-47.0,-15.4,17.35,66686.0,1622598.8
6,2015-04-20 20:46:00,-3.84,10.86,-1.06,-419.85,-46.5,-16.2,18.165,66897.0,1622598.8
7,2015-04-20 20:47:00,-2.47,10.69,-2.69,-419.2,-46.0,-17.0,18.98,67108.0,1622598.8
8,2015-04-20 20:48:00,-3.66,10.74,-0.77,-422.5,-47.6,-13.6,19.03,67704.0,1622598.8
9,2015-04-20 20:49:00,-5.7,10.2,2.38,-414.7,-42.5,-32.7,16.73,65431.0,1622598.8
10,2015-04-20 20:50:00,-5.97,10.01,2.44,-412.6,-44.7,-33.1,17.97,68369.0,1622598.8
11,2015-04-20 20:51:00,-5.21,10.28,1.99,-411.7,-46.8,-32.1,19.19,69807.0,1622598.8
12,2015-04-20 20:52:00,-5.73,10.07,2.62,-411.2,-45.9,-34.2,18.95,67099.0,1622535.1
13,2015-04-20 20:53:00,-5.733333,9.716666,3.4799998,-412.0,-44.64,-35.440002,19.482,64714.8,1622535.1
14,2015-04-20 20:54:00,-5.7366667,9.363334,4.3399997,-412.80002,-43.38,-36.68,20.014,62330.6,1622535.1
15,2015-04-20 20:55:00,-5.74,9.01,5.2,-413.6,-42.12,-37.920002,20.546001,59946.4,1622535.1
16,2015-04-20 20:56:00,-5.74,9.01,5.2,-414.40002,-40.86,-39.16,21.078001,57562.2,1622535.1
17,2015-04-20 20:57:00,-4.81,9.51,5.32,-415.2,-39.6,-40.4,21.61,55178.0,1622535.1
18,2015-04-20 20:58:00,-5.1,9.25,4.59,-415.5,-38.2,-40.9,21.52,55426.0,1622535.1
19,2015-04-20 20:59:00,-6.1,8.61,5.54,-416.6,-32.0,-42.8,21.17,56461.0,1622535.1
20,2015-04-20 21:00:00,-5.47,8.64,5.48,-417.9,-29.2,-42.5,22.33,55917.0,1622535.1
21,2015-04-20 21:01:00,-5.58,8.86,4.9,-419.3,-29.4,-44.2,22.59,51152.0,1622535.1
22,2015-04-20 21:02:00,-5.61,8.55,5.24,-419.5,-30.7,-44.7,22.96,50773.0,1622535.1
23,2015-04-20 21:03:00,-5.61,8.51,5.33,-419.4,-32.3,-45.0,23.41,51585.0,1622535.1
24,2015-04-20 21:04:00,-5.52,8.53,5.86,-419.8,-27.7,-45.7,22.55,54450.0,1622471.4
25,2015-04-20 21:05:00,-5.22,8.36,5.92,-419.8,-27.7,-45.7,22.55,54450.0,1622471.4
26,2015-04-20 21:06:00,-4.45,7.87,7.07,-418.5,-31.4,-47.6,23.47,52650.0,1622471.4
27,2015-04-20 21:07:00,-4.64,7.55,7.15,-418.5,-31.4,-47.6,23.47,52650.0,1622471.4
28,2015-04-20 21:08:00,-4.0,7.61,6.26,-419.1,-27.0,-44.9,24.99,53008.0,1622471.4
29,2015-04-20 21:09:00,-4.16,6.99,6.79,-419.1,-27.0,-44.9,24.99,53008.0,1622471.4
30,2015-04-20 21:10:00,-4.65,7.1,6.95,-419.1,-25.7,-42.9,21.29,59524.0,1622471.4
31,2015-04-20 21:11:00,-4.52,8.88,7.35,-419.1,-24.8,-41.6,18.8,63903.0,1622471.4
32,2015-04-20 21:12:00,-5.05,8.3,8.04,-419.1,-24.8,-41.6,18.8,63903.0,1622471.4
33,2015-04-20 21:13:00,-4.52,8.98,6.22,-451.0,-19.2,-24.2,13.47,14723.0,1622471.4
34,2015-04-20 21:14:00,-4.6,8.96,6.14,-451.0,-19.2,-24.2,13.47,14723.0,1622471.4
35,2015-04-20 21:15:00,-4.15,8.7,7.31,-437.1,-23.05,-29.75,18.56,29413.5,1622471.4
36,2015-04-20 21:16:00,-4.2,8.43,6.97,-423.2,-26.9,-35.3,23.65,44104.0,1622471.4
37,2015-04-20 21:17:00,-4.07,8.49,5.84,-422.6,-28.2,-35.4,23.47,44500.0,1622471.4
38,2015-04-20 21:18:00,-4.38,10.88,1.68,-418.0,-39.2,-36.5,21.97,47771.0,1622471.4
39,2015-04-20 21:19:00,-5.04,11.04,1.93,-418.0,-39.2,-36.5,21.97,47771.0,1622471.4
40,2015-04-20 21:20:00,-4.72,10.68,2.03,-419.2,-38.8,-35.6,22.48,53008.0,1622471.4
41,2015-04-20 21:21:00,-4.52,10.77,1.38,-419.0,-38.9,-36.3,22.86,52977.0,1622471.4
42,2015-04-20 21:22:00,-4.47,9.42,4.98,-417.0,-40.0,-43.9,26.84,52650.0,1622471.4
43,2015-04-20 21:23:00,-4.21,10.36,4.16,-418.8,-40.4,-43.5,24.83,53955.0,1622471.4
44,2015-04-20 21:24:00,-3.99,9.81,5.01,-419.5,-40.5,-43.4,24.07,54450.0,1622471.4
