,Time,BX_GSE,BY_GSE,BZ_GSE,Vx,Vy,Vz,proton_density,T,Xpos
0,2014-04-05 20:00:00,5.95,6.29,-3.17,-454.0,5.0,-38.3,29.64,78871.0,1656849.4
1,2014-04-05 20:01:00,6.36,5.78,-2.34,-454.7,4.7,-39.2,28.63,80300.0,1656849.4
2,2014-04-05 20:02:00,6.26,6.77,-2.45,-458.0,3.6,-41.9,30.04,79013.0,1656849.4
3,2014-04-05 20:03:00,5.31,7.74,-4.12,-456.5,2.3,-39.0,25.39,76675.0,1656849.4
4,2014-04-05 20:04:00,5.08,7.34,-4.57,-456.5,2.3,-39.0,25.39,76675.0,1656849.4
5,2014-04-05 20:05:00,3.85,7.24,-5.2,-448.5,3.3,-32.9,26.88,81487.0,1656849.4
6,2014-04-05 20:06:00,2.64,7.11,-6.23,-448.5,3.3,-32.9,26.88,81487.0,1656849.4
7,2014-04-05 20:07:00,2.38,6.85,-6.44,-448.8,1.8,-31.0,27.98,79217.0,1656849.4
8,2014-04-05 20:08:00,2.23,6.48,-6.98,-449.5,-2.1,-26.0,30.88,73268.0,1656849.4
9,2014-04-05 20:09:00,2.23,7.65,-5.93,-449.5,-2.1,-26.0,30.88,73268.0,1656849.4
10,2014-04-05 20:10:00,2.33,7.09,-6.98,-448.9,-0.5,-27.7,27.65,70350.0,1656849.4
11,2014-04-05 20:11:00,3.02,6.7,-7.16,-448.9,-0.5,-27.7,27.65,70350.0,1656849.4
12,2014-04-05 20:12:00,3.47,6.89,-6.96,-450.4,4.8,-30.8,28.39,74962.0,1656849.4
13,2014-04-05 20:13:00,3.18,6.4,-6.85,-450.4,4.8,-30.8,28.39,74962.0,1656849.4
14,2014-04-05 20:14:00,3.79,6.42,-7.54,-447.9,6.2,-30.8,27.35,76673.0,1656849.4
15,2014-04-05 20:15:00,3.31,6.19,-8.05,-447.9,6.2,-30.8,27.35,76675.0,1656849.4
16,2014-04-05 20:16:00,3.04,6.07,-7.46,-448.1,1.8,-25.6,29.82,69079.0,1656913.2
17,2014-04-05 20:17:00,2.98,6.0,-6.93,-448.0,4.2,-28.8,28.9,71946.0,1656849.4
18,2014-04-05 20:18:00,2.86,4.71,-7.51,-449.0,6.6,-29.6,30.24,79421.0,1656849.4
19,2014-04-05 20:19:00,2.86,5.52,-7.0,-449.4,2.0,-25.1,30.56,68204.0,1656913.2
20,2014-04-05 20:20:00,3.3,5.87,-6.33,-449.0,3.9,-24.9,31.18,67421.0,1656913.2
21,2014-04-05 20:21:00,2.98,6.11,-6.47,-447.3,-1.5,-22.1,30.4,60765.0,1656913.2
22,2014-04-05 20:22:00,3.59,6.1,-5.85,-451.2,0.1,-26.0,30.67,64154.0,1656913.2
23,2014-04-05 20:23:00,3.27,5.82,-6.04,-451.4,0.1,-25.6,29.95,66207.0,1656913.2
24,2014-04-05 20:24:00,0.76,6.13,-7.5,-440.6,-2.3,-20.6,30.9,64756.0,1656913.2
25,2014-04-05 20:25:00,0.76,6.13,-7.5,-440.1,-2.4,-20.4,30.94,64692.0,1656913.2
26,2014-04-05 20:26:00,1.21,6.42,-7.19,-440.1,-2.4,-20.4,30.94,64692.0,1656913.2
27,2014-04-05 20:27:00,0.97,6.66,-7.03,-440.82,-2.5600002,-20.92,30.802,64771.2,1656913.2
28,2014-04-05 20:28:00,1.2,6.85,-6.77,-441.54,-2.72,-21.44,30.664,64850.4,1656913.2
29,2014-04-05 20:29:00,1.31,6.64,-6.91,-442.26,-2.88,-21.96,30.526001,64929.6,1656913.2
30,2014-04-05 20:30:00,1.14,6.5,-7.18,-442.98,-3.04,-22.48,30.388,65008.8,1656913.2
31,2014-04-05 20:31:00,1.53,6.71,-6.85,-443.7,-3.2,-23.0,30.25,65088.0,1656913.2
32,2014-04-05 20:32:00,1.99,7.12,-6.27,-443.7,-3.2,-23.0,30.25,65088.0,1656913.2
33,2014-04-05 20:33:00,1.87,7.18,-6.36,-443.7,-3.2,-23.0,30.25,65088.0,1656913.2
34,2014-04-05 20:34:00,1.59,6.2,-7.49,-443.36667,-2.4333334,-22.066668,30.043333,64956.0,1656913.2
35,2014-04-05 20:35:00,1.62,5.98,-7.88,-443.03336,-1.6666666,-21.133333,29.836666,64824.0,1656913.2
36,2014-04-05 20:36:00,1.39,5.7,-8.02,-442.7,-0.9,-20.2,29.63,64692.0,1656913.2
37,2014-04-05 20:37:00,1.31,5.41,-8.24,-442.7,-0.9,-20.2,29.63,64692.0,1656913.2
38,2014-04-05 20:38:00,1.28,5.79,-7.99,-442.7,-0.9,-20.2,29.63,64692.0,1656913.2
39,2014-04-05 20:39:00,1.31,5.97,-7.7,-443.25,-1.05,-20.05,29.064999,61436.0,1656913.2
40,2014-04-05 20:40:00,1.45,6.02,-7.53,-443.8,-1.2,-19.9,28.5,58180.0,1656913.2
41,2014-04-05 20:41:00,1.36,5.98,-7.82,-442.1,-0.4,-20.3,28.96,60572.0,1656913.2
42,2014-04-05 20:42:00,1.07,6.11,-7.58,-441.2,0.0,-20.6,29.22,61952.0,1656913.2
43,2014-04-05 20:43:00,1.14,5.91,-7.55,-442.1,-2.0333333,-20.300001,27.789999,59090.0,1656913.2
44,2014-04-05 20:44:00,1.53,6.1,-7.36,-443.0,-4.0666666,-20.0,26.36,56228.0,1656913.2
45,2014-04-05 20:45:00,2.78,6.36,-6.92,-443.9,-6.1,-19.7,24.93,53366.0,1656913.2
46,2014-04-05 20:46:00,3.71,6.51,-6.47,-443.9,-6.1,-19.7,24.93,53366.0,1656913.2
47,2014-04-05 20:47:00,3.22,7.1,-6.11,-444.3,-7.5,-23.3,25.76,56647.0,1656913.2
48,2014-04-05 20:48:00,3.48,7.19,-5.92,-444.3,-7.5,-23.3,25.76,56650.0,1656913.2
49,2014-04-05 20:49:00,3.5,7.22,-5.49,-442.2,-7.45,-19.45,25.69,56465.0,1656913.2
50,2014-04-05 20:50:00,1.8,7.4,-5.76,-440.1,-7.4,-15.6,25.62,56280.0,1656913.2
51,2014-04-05 20:51:00,2.29,7.38,-6.07,-440.1,-7.4,-15.6,25.62,56280.0,1656913.2
52,2014-04-05 20:52:00,2.87,7.31,-5.41,-440.7,-7.9,-22.6,28.13,55654.0,1656913.2
53,2014-04-05 20:53:00,3.56,8.05,-4.96,-441.3,-8.2,-21.2,26.72,55176.0,1656913.2
54,2014-04-05 20:54:00,3.89,8.34,-4.69,-440.8,-7.9,-21.1,25.79,54216.0,1656913.2
55,2014-04-05 20:55:00,4.12,8.59,-4.36,-440.4,-7.7,-21.7,25.71,53726.0,1656913.2
56,2014-04-05 20:56:00,4.83,8.38,-3.97,-437.6,-8.9,-22.7,24.73,49141.0,1656913.2
57,2014-04-05 20:57:00,4.4,8.38,-4.26,-437.6,-8.9,-22.7,24.73,49141.0,1656913.2
58,2014-04-05 20:58:00,4.25,8.37,-4.47,-437.6,-8.9,-22.7,24.73,49141.0,1656913.2
59,2014-04-05 20:59:00,4.12,8.39,-4.58,-439.6,-8.8,-22.7,25.58,55544.0,1656913.2
60,2014-04-05 21:00:00,3.02,8.73,-4.965,-442.33334,-13.466666,-22.266666,25.36,54178.668,1575719.5
61,2014-04-05 21:01:00,1.92,9.07,-5.35,-445.06665,-18.133333,-21.833334,25.14,52813.332,1494525.8
62,2014-04-05 21:02:00,1.88,9.08,-5.41,-447.8,-22.8,-21.4,24.92,51448.0,1413332.0
63,2014-04-05 21:03:00,1.84,9.09,-5.47,-447.8,-22.8,-21.4,24.92,51448.0,1413332.0
64,2014-04-05 21:04:00,1.835,9.110001,-5.4049997,-447.8,-22.8,-21.4,24.92,51448.0,1413332.0
65,2014-04-05 21:05:00,1.83,9.13,-5.34,-447.85715,-22.828571,-21.442858,24.87,51157.855,1413332.0
66,2014-04-05 21:06:00,1.925,9.08,-5.38,-447.91428,-22.857141,-21.485714,24.82,50867.715,1413332.0
67,2014-04-05 21:07:00,2.02,9.03,-5.42,-447.97144,-22.885714,-21.528572,24.77,50577.57,1413332.0
68,2014-04-05 21:08:00,2.01,9.01,-5.48,-448.02856,-22.914286,-21.571428,24.72,50287.43,1413332.0
69,2014-04-05 21:09:00,2.0,8.99,-5.54,-448.08572,-22.942858,-21.614286,24.67,49997.285,1413332.0
70,2014-04-05 21:10:00,2.075,8.98,-5.515,-448.14285,-22.971428,-21.657143,24.619999,49707.145,1413332.0
71,2014-04-05 21:11:00,2.15,8.97,-5.49,-448.2,-23.0,-21.7,24.57,49417.0,1413332.0
72,2014-04-05 21:12:00,2.15,8.97,-5.49,-448.2,-23.0,-21.7,24.57,49417.0,1413332.0
73,2014-04-05 21:13:00,2.125,9.005,-5.455,-448.125,-22.8625,-21.725,24.5175,49584.375,1413332.0
74,2014-04-05 21:14:00,2.1,9.04,-5.42,-448.05002,-22.725,-21.75,24.465,49751.75,1413332.0
75,2014-04-05 21:15:00,2.01,9.04,-5.435,-447.975,-22.5875,-21.775,24.4125,49919.125,1413332.0
76,2014-04-05 21:16:00,1.92,9.04,-5.45,-447.90002,-22.45,-21.8,24.36,50086.5,1413332.0
77,2014-04-05 21:17:00,1.785,8.87,-5.295,-447.825,-22.3125,-21.825,24.307499,50253.875,1413332.0
78,2014-04-05 21:18:00,1.65,8.7,-5.14,-447.75,-22.175,-21.85,24.255,50421.25,1413332.0
79,2014-04-05 21:19:00,1.6949999,8.665,-5.12,-447.67502,-22.0375,-21.875,24.2025,50588.625,1413332.0
80,2014-04-05 21:20:00,1.74,8.63,-5.1,-447.6,-21.9,-21.9,24.15,50756.0,1413332.0
81,2014-04-05 21:21:00,1.74,8.63,-5.1,-447.6,-21.9,-21.9,24.15,50756.0,1413332.0
82,2014-04-05 21:22:00,1.69,8.505,-5.0550003,-447.09,-21.75,-22.01,24.317999,50901.0,1413332.0
83,2014-04-05 21:23:00,1.64,8.38,-5.01,-446.58002,-21.6,-22.119999,24.486,51046.0,1413332.0
84,2014-04-05 21:24:00,1.635,8.255,-4.985,-446.07,-21.449999,-22.23,24.654,51191.0,1413332.0
85,2014-04-05 21:25:00,1.63,8.13,-4.96,-445.56,-21.3,-22.34,24.822,51336.0,1413332.0
86,2014-04-05 21:26:00,1.62,8.093333,-4.9066668,-445.05,-21.15,-22.45,24.99,51481.0,1413332.0
87,2014-04-05 21:27:00,1.61,8.056667,-4.8533335,-444.54,-21.0,-22.56,25.157999,51626.0,1413332.0
88,2014-04-05 21:28:00,1.6,8.02,-4.8,-444.03,-20.85,-22.67,25.326,51771.0,1413332.0
89,2014-04-05 21:29:00,1.63,8.02,-4.775,-443.52,-20.699999,-22.78,25.494,51916.0,1413332.0
90,2014-04-05 21:30:00,1.66,8.02,-4.75,-443.01,-20.55,-22.89,25.662,52061.0,1413332.0
91,2014-04-05 21:31:00,1.94,8.2,-4.99,-442.5,-20.4,-23.0,25.83,52206.0,1413332.0
92,2014-04-05 21:32:00,2.06,8.53,-4.91,-443.6,-20.0,-22.7,26.56,51987.0,1413332.0
93,2014-04-05 21:33:00,2.53,8.08,-4.39,-444.5,-18.1,-22.0,26.66,54056.0,1413332.0
94,2014-04-05 21:34:00,0.52,8.39,-5.64,-442.0,-17.0,-21.0,27.26,52474.0,1413332.0
