,Time,BX_GSE,BY_GSE,BZ_GSE,Vx,Vy,Vz,proton_density,T
0,2017-09-27 05:00:00,4.16,-9.01,4.7,-352.0,-61.6,-29.4,32.74,46086.0
1,2017-09-27 05:01:00,4.6,-8.67,4.11,-351.9,-62.2,-28.1,34.32,47094.0
2,2017-09-27 05:02:00,4.81,-8.56,3.97,-352.4,-62.1,-27.6,33.64,46175.0
3,2017-09-27 05:03:00,4.6,-8.76,3.98,-352.6,-62.1,-27.4,33.33,45753.0
4,2017-09-27 05:04:00,4.28,-9.0,4.0,-349.2,-63.0,-27.7,36.13,45090.0
5,2017-09-27 05:05:00,4.4,-8.37,3.53,-349.2,-63.0,-27.7,36.13,45090.0
6,2017-09-27 05:06:00,4.7,-8.08,3.31,-349.2,-63.0,-27.7,36.13,45090.0
7,2017-09-27 05:07:00,5.6,-8.92,2.25,-349.3,-62.2,-27.9,33.79,48541.0
8,2017-09-27 05:08:00,5.92,-8.89,-0.74,-351.4,-59.2,-37.9,37.33,49799.0
9,2017-09-27 05:09:00,6.52,-5.65,-4.56,-349.6,-61.3,-39.0,38.76,47397.0
10,2017-09-27 05:10:00,6.01,-4.07,-7.09,-347.8,-63.4,-37.5,39.01,45421.0
11,2017-09-27 05:11:00,5.62,-3.73,-7.43,-347.9,-62.6,-38.1,41.08,44184.0
12,2017-09-27 05:12:00,5.49,-6.6,-2.08,-348.1,-62.7,-37.7,41.12,43290.0
13,2017-09-27 05:13:00,5.87,-8.96,1.54,-350.1,-64.7,-32.2,39.8,35148.0
14,2017-09-27 05:14:00,6.06,-8.0,-1.1,-349.9,-64.9,-31.8,39.63,35605.0
15,2017-09-27 05:15:00,6.62,-6.48,-3.7,-349.84998,-64.05,-32.949997,41.11,35372.0
16,2017-09-27 05:16:00,6.57,-5.41,-5.84,-349.8,-63.2,-34.1,42.59,35139.0
17,2017-09-27 05:17:00,6.27,-4.22,-8.06,-349.9,-62.5,-35.2,43.14,34114.0
18,2017-09-27 05:18:00,6.12,-4.37,-7.85,-350.2,-61.6,-36.7,44.57,31972.0
19,2017-09-27 05:19:00,5.62,-4.59,-6.51,-351.4,-64.9,-30.3,46.84,31727.0
20,2017-09-27 05:20:00,5.61,-3.83,-6.81,-351.5,-65.5,-32.2,46.82,32773.0
21,2017-09-27 05:21:00,5.66,-4.04,-6.32,-351.2,-64.9,-33.0,46.49,32171.0
22,2017-09-27 05:22:00,5.89,-3.66,-6.06,-349.9,-61.9,-36.7,44.8,28752.0
23,2017-09-27 05:23:00,5.34,-5.46,-4.97,-352.5,-62.2,-34.0,47.36,29220.0
24,2017-09-27 05:24:00,5.44,-5.57,-4.71,-352.8,-62.2,-33.7,47.7,29282.0
25,2017-09-27 05:25:00,5.52,-5.76,-3.74,-349.8,-64.8,-29.5,48.37,28012.0
26,2017-09-27 05:26:00,5.57,-6.0,-2.34,-349.7,-64.9,-29.4,48.39,27966.0
27,2017-09-27 05:27:00,5.61,-6.05,-2.2,-349.7,-64.9,-29.4,48.39,27966.0
28,2017-09-27 05:28:00,5.79,-5.95,-1.38,-348.7,-66.5,-28.7,48.98,31727.0
29,2017-09-27 05:29:00,5.61,-6.1,-0.73,-348.7,-66.5,-28.7,48.98,31727.0
