,Start,Stop,Pearson,Slope,MAPE,Ratio,RMSE,RMSE_Artemis,RMSE_Omni,RMSE_Avg
0,2018-10-09 04:30:00,2018-10-09 05:29:00,1,6,9,9,8,28,7,9
1,2018-10-09 04:31:00,2018-10-09 05:30:00,1,6,10,10,9,28,7,15
2,2018-10-09 04:32:00,2018-10-09 05:31:00,1,1,27,27,15,28,7,15
3,2018-10-09 04:33:00,2018-10-09 05:32:00,1,7,27,27,11,28,7,10
4,2018-10-09 04:34:00,2018-10-09 05:33:00,5,8,27,27,11,28,7,10
5,2018-10-09 04:35:00,2018-10-09 05:34:00,6,10,27,27,11,28,7,10
6,2018-10-09 04:36:00,2018-10-09 05:35:00,7,11,27,27,11,28,7,10
7,2018-10-09 04:37:00,2018-10-09 05:36:00,7,11,27,27,11,28,7,10
8,2018-10-09 04:38:00,2018-10-09 05:37:00,7,11,27,27,10,28,7,10
9,2018-10-09 04:39:00,2018-10-09 05:38:00,7,11,27,27,10,28,7,10
10,2018-10-09 04:40:00,2018-10-09 05:39:00,8,13,27,27,10,28,7,10
11,2018-10-09 04:41:00,2018-10-09 05:40:00,10,13,27,27,10,28,7,10
12,2018-10-09 04:42:00,2018-10-09 05:41:00,10,13,27,27,10,28,7,10
13,2018-10-09 04:43:00,2018-10-09 05:42:00,11,13,27,27,11,28,7,10
14,2018-10-09 04:44:00,2018-10-09 05:43:00,11,13,27,27,11,28,7,10
15,2018-10-09 04:45:00,2018-10-09 05:44:00,11,14,27,27,11,28,7,10
16,2018-10-09 04:46:00,2018-10-09 05:45:00,11,13,27,27,11,28,7,10
17,2018-10-09 04:47:00,2018-10-09 05:46:00,11,13,28,28,11,28,7,10
18,2018-10-09 04:48:00,2018-10-09 05:47:00,11,13,28,28,11,28,7,10
19,2018-10-09 04:49:00,2018-10-09 05:48:00,11,13,28,28,11,28,7,10
20,2018-10-09 04:50:00,2018-10-09 05:49:00,11,13,29,29,11,29,7,11
21,2018-10-09 04:51:00,2018-10-09 05:50:00,11,13,30,30,11,30,7,11
22,2018-10-09 04:52:00,2018-10-09 05:51:00,12,12,7,7,12,7,7,11
23,2018-10-09 04:53:00,2018-10-09 05:52:00,12,12,7,7,12,7,7,11
24,2018-10-09 04:54:00,2018-10-09 05:53:00,13,13,7,7,13,7,7,12
25,2018-10-09 04:55:00,2018-10-09 05:54:00,13,13,7,7,13,7,7,12
26,2018-10-09 04:56:00,2018-10-09 05:55:00,13,13,7,7,13,7,7,15
27,2018-10-09 04:57:00,2018-10-09 05:56:00,13,13,7,7,13,7,7,15
28,2018-10-09 04:58:00,2018-10-09 05:57:00,13,14,7,7,14,7,7,15
29,2018-10-09 04:59:00,2018-10-09 05:58:00,14,14,7,7,14,7,7,15
30,2018-10-09 05:00:00,2018-10-09 05:59:00,14,14,7,7,14,7,7,15
31,2018-10-09 05:01:00,2018-10-09 06:00:00,14,14,7,7,14,7,7,15
32,2018-10-09 05:02:00,2018-10-09 06:01:00,14,14,7,7,14,7,7,15
33,2018-10-09 05:03:00,2018-10-09 06:02:00,14,14,7,7,14,7,7,15
34,2018-10-09 05:04:00,2018-10-09 06:03:00,14,14,7,7,14,7,7,15
35,2018-10-09 05:05:00,2018-10-09 06:04:00,14,14,7,7,14,7,7,15
36,2018-10-09 05:06:00,2018-10-09 06:05:00,14,14,7,7,14,7,7,15
37,2018-10-09 05:07:00,2018-10-09 06:06:00,14,15,7,7,15,7,7,15
38,2018-10-09 05:08:00,2018-10-09 06:07:00,14,15,7,7,14,7,7,15
39,2018-10-09 05:09:00,2018-10-09 06:08:00,14,14,7,7,14,7,7,15
40,2018-10-09 05:10:00,2018-10-09 06:09:00,15,15,7,7,15,7,7,15
41,2018-10-09 05:11:00,2018-10-09 06:10:00,14,15,7,7,15,7,7,15
42,2018-10-09 05:12:00,2018-10-09 06:11:00,14,14,7,7,14,7,7,15
43,2018-10-09 05:13:00,2018-10-09 06:12:00,14,14,7,7,14,7,7,15
44,2018-10-09 05:14:00,2018-10-09 06:13:00,14,15,7,7,14,7,7,15
45,2018-10-09 05:15:00,2018-10-09 06:14:00,14,15,7,7,15,7,7,15
46,2018-10-09 05:16:00,2018-10-09 06:15:00,14,15,7,7,14,7,7,15
47,2018-10-09 05:17:00,2018-10-09 06:16:00,14,15,7,7,15,7,7,15
48,2018-10-09 05:18:00,2018-10-09 06:17:00,14,16,7,7,15,7,7,15
49,2018-10-09 05:19:00,2018-10-09 06:18:00,14,16,7,7,16,7,7,15
50,2018-10-09 05:20:00,2018-10-09 06:19:00,14,16,7,7,14,7,7,15
51,2018-10-09 05:21:00,2018-10-09 06:20:00,14,14,7,7,14,7,7,15
52,2018-10-09 05:22:00,2018-10-09 06:21:00,15,14,1,1,14,1,7,15
53,2018-10-09 05:23:00,2018-10-09 06:22:00,16,15,2,2,15,2,7,15
54,2018-10-09 05:24:00,2018-10-09 06:23:00,16,16,3,3,15,3,7,15
55,2018-10-09 05:25:00,2018-10-09 06:24:00,16,16,3,3,14,3,7,15
56,2018-10-09 05:26:00,2018-10-09 06:25:00,14,14,5,5,14,3,7,15
57,2018-10-09 05:27:00,2018-10-09 06:26:00,14,14,3,3,14,3,7,15
58,2018-10-09 05:28:00,2018-10-09 06:27:00,15,15,3,3,15,3,13,15
59,2018-10-09 05:29:00,2018-10-09 06:28:00,16,16,3,3,16,3,16,15
60,2018-10-09 05:30:00,2018-10-09 06:29:00,17,17,9,9,16,3,11,15
61,2018-10-09 05:31:00,2018-10-09 06:30:00,17,17,10,10,16,3,11,15
62,2018-10-09 05:32:00,2018-10-09 06:31:00,17,17,11,11,17,3,16,15
63,2018-10-09 05:33:00,2018-10-09 06:32:00,17,17,12,12,17,12,16,15
64,2018-10-09 05:34:00,2018-10-09 06:33:00,14,16,12,12,16,12,16,16
65,2018-10-09 05:35:00,2018-10-09 06:34:00,16,17,12,12,16,12,16,16
66,2018-10-09 05:36:00,2018-10-09 06:35:00,16,16,12,12,16,12,16,16
67,2018-10-09 05:37:00,2018-10-09 06:36:00,17,17,12,12,17,12,17,17
68,2018-10-09 05:38:00,2018-10-09 06:37:00,17,17,12,12,17,12,17,17
69,2018-10-09 05:39:00,2018-10-09 06:38:00,18,18,18,18,18,18,18,18
70,2018-10-09 05:40:00,2018-10-09 06:39:00,18,18,18,18,18,18,18,17
