,Start,Stop,Pearson,Slope,MAPE,Ratio,RMSE,RMSE_Artemis,RMSE_Omni,RMSE_Avg
0,2017-09-15 12:30:00,2017-09-15 13:29:00,18,3,1,1,1,1,1,1
1,2017-09-15 12:31:00,2017-09-15 13:30:00,18,3,1,1,1,1,1,1
2,2017-09-15 12:32:00,2017-09-15 13:31:00,18,3,1,1,1,1,1,1
3,2017-09-15 12:33:00,2017-09-15 13:32:00,18,30,1,1,1,1,1,1
4,2017-09-15 12:34:00,2017-09-15 13:33:00,18,30,1,1,1,1,1,1
5,2017-09-15 12:35:00,2017-09-15 13:34:00,17,30,1,1,1,1,1,1
6,2017-09-15 12:36:00,2017-09-15 13:35:00,18,30,1,1,1,1,1,1
7,2017-09-15 12:37:00,2017-09-15 13:36:00,19,30,1,1,1,1,1,1
8,2017-09-15 12:38:00,2017-09-15 13:37:00,20,30,1,1,1,1,1,1
9,2017-09-15 12:39:00,2017-09-15 13:38:00,21,30,1,1,1,1,1,1
10,2017-09-15 12:40:00,2017-09-15 13:39:00,21,30,1,1,1,1,1,1
11,2017-09-15 12:41:00,2017-09-15 13:40:00,21,30,1,1,1,1,1,1
12,2017-09-15 12:42:00,2017-09-15 13:41:00,22,30,1,1,1,1,1,1
13,2017-09-15 12:43:00,2017-09-15 13:42:00,23,30,1,1,1,1,1,1
14,2017-09-15 12:44:00,2017-09-15 13:43:00,23,30,1,1,1,1,1,1
15,2017-09-15 12:45:00,2017-09-15 13:44:00,23,30,1,1,1,1,1,1
16,2017-09-15 12:46:00,2017-09-15 13:45:00,23,30,1,1,1,1,1,1
17,2017-09-15 12:47:00,2017-09-15 13:46:00,23,30,1,1,2,1,2,1
18,2017-09-15 12:48:00,2017-09-15 13:47:00,23,30,2,2,3,2,3,2
19,2017-09-15 12:49:00,2017-09-15 13:48:00,17,30,3,3,4,3,4,3
20,2017-09-15 12:50:00,2017-09-15 13:49:00,7,7,4,4,5,4,5,4
21,2017-09-15 12:51:00,2017-09-15 13:50:00,7,7,5,5,6,5,6,5
22,2017-09-15 12:52:00,2017-09-15 13:51:00,7,7,6,6,7,6,7,6
23,2017-09-15 12:53:00,2017-09-15 13:52:00,8,8,8,8,8,8,8,8
24,2017-09-15 12:54:00,2017-09-15 13:53:00,8,8,9,9,9,9,8,9
25,2017-09-15 12:55:00,2017-09-15 13:54:00,8,8,10,10,10,10,9,10
26,2017-09-15 12:56:00,2017-09-15 13:55:00,8,8,11,11,11,11,10,11
27,2017-09-15 12:57:00,2017-09-15 13:56:00,8,8,12,12,12,12,11,12
28,2017-09-15 12:58:00,2017-09-15 13:57:00,8,8,13,13,13,13,12,13
29,2017-09-15 12:59:00,2017-09-15 13:58:00,8,8,14,14,14,14,13,14
30,2017-09-15 13:00:00,2017-09-15 13:59:00,30,8,15,15,15,15,14,15
31,2017-09-15 13:01:00,2017-09-15 14:00:00,30,30,16,16,16,16,15,16
32,2017-09-15 13:02:00,2017-09-15 14:01:00,30,30,17,17,17,17,16,17
33,2017-09-15 13:03:00,2017-09-15 14:02:00,30,30,17,17,18,17,18,18
34,2017-09-15 13:04:00,2017-09-15 14:03:00,30,29,19,19,19,19,19,19
35,2017-09-15 13:05:00,2017-09-15 14:04:00,30,28,20,20,20,20,20,20
36,2017-09-15 13:06:00,2017-09-15 14:05:00,30,27,20,20,21,20,21,20
37,2017-09-15 13:07:00,2017-09-15 14:06:00,30,28,21,21,22,21,22,22
38,2017-09-15 13:08:00,2017-09-15 14:07:00,30,28,22,22,23,22,23,23
39,2017-09-15 13:09:00,2017-09-15 14:08:00,30,28,24,24,24,24,24,24
40,2017-09-15 13:10:00,2017-09-15 14:09:00,30,28,24,24,25,24,25,25
41,2017-09-15 13:11:00,2017-09-15 14:10:00,30,29,25,25,26,25,26,25
42,2017-09-15 13:12:00,2017-09-15 14:11:00,30,30,26,26,27,26,28,26
43,2017-09-15 13:13:00,2017-09-15 14:12:00,30,30,27,27,28,27,28,27
