,Start,Stop,Pearson,Slope,MAPE,Ratio,RMSE,RMSE_Artemis,RMSE_Omni,RMSE_Avg
0,2016-08-02 12:45:00,2016-08-02 13:44:00,15,19,30,30,30,30,30,30
1,2016-08-02 12:46:00,2016-08-02 13:45:00,15,12,30,30,30,30,30,30
2,2016-08-02 12:47:00,2016-08-02 13:46:00,16,18,30,30,30,30,30,30
3,2016-08-02 12:48:00,2016-08-02 13:47:00,16,18,30,30,30,30,30,30
4,2016-08-02 12:49:00,2016-08-02 13:48:00,17,18,30,30,30,30,30,30
5,2016-08-02 12:50:00,2016-08-02 13:49:00,18,18,30,30,30,30,30,30
6,2016-08-02 12:51:00,2016-08-02 13:50:00,19,19,30,30,30,30,30,30
7,2016-08-02 12:52:00,2016-08-02 13:51:00,21,21,30,30,30,30,30,30
8,2016-08-02 12:53:00,2016-08-02 13:52:00,22,22,30,30,30,30,30,30
9,2016-08-02 12:54:00,2016-08-02 13:53:00,23,22,30,30,30,30,30,30
10,2016-08-02 12:55:00,2016-08-02 13:54:00,23,21,30,30,30,30,30,30
11,2016-08-02 12:56:00,2016-08-02 13:55:00,24,21,30,30,30,30,30,30
12,2016-08-02 12:57:00,2016-08-02 13:56:00,24,21,30,30,30,30,30,30
13,2016-08-02 12:58:00,2016-08-02 13:57:00,24,21,30,30,30,30,30,30
14,2016-08-02 12:59:00,2016-08-02 13:58:00,25,22,30,30,30,30,30,30
15,2016-08-02 13:00:00,2016-08-02 13:59:00,26,22,30,30,30,30,30,30
16,2016-08-02 13:01:00,2016-08-02 14:00:00,27,30,30,30,30,30,30,30
17,2016-08-02 13:02:00,2016-08-02 14:01:00,28,25,30,30,30,30,30,30
18,2016-08-02 13:03:00,2016-08-02 14:02:00,29,25,30,30,30,30,30,30
19,2016-08-02 13:04:00,2016-08-02 14:03:00,29,25,30,30,30,30,30,30
20,2016-08-02 13:05:00,2016-08-02 14:04:00,30,25,30,30,30,30,30,30
21,2016-08-02 13:06:00,2016-08-02 14:05:00,30,25,30,30,30,30,30,30
22,2016-08-02 13:07:00,2016-08-02 14:06:00,30,26,30,30,30,30,30,30
23,2016-08-02 13:08:00,2016-08-02 14:07:00,30,27,30,30,30,30,30,30
24,2016-08-02 13:09:00,2016-08-02 14:08:00,29,29,30,30,30,30,30,30
25,2016-08-02 13:10:00,2016-08-02 14:09:00,29,29,30,30,30,30,29,30
26,2016-08-02 13:11:00,2016-08-02 14:10:00,29,29,30,30,30,30,29,30
27,2016-08-02 13:12:00,2016-08-02 14:11:00,30,30,30,30,30,30,29,30
28,2016-08-02 13:13:00,2016-08-02 14:12:00,4,10,30,30,30,30,29,30
29,2016-08-02 13:14:00,2016-08-02 14:13:00,4,15,30,30,30,30,30,30
30,2016-08-02 13:15:00,2016-08-02 14:14:00,5,20,30,30,30,30,30,30
31,2016-08-02 13:16:00,2016-08-02 14:15:00,6,20,30,30,30,30,30,30
32,2016-08-02 13:17:00,2016-08-02 14:16:00,7,21,30,30,30,30,30,30
33,2016-08-02 13:18:00,2016-08-02 14:17:00,7,1,30,30,30,30,30,30
34,2016-08-02 13:19:00,2016-08-02 14:18:00,8,1,30,30,30,30,30,30
35,2016-08-02 13:20:00,2016-08-02 14:19:00,9,1,30,30,30,30,30,30
36,2016-08-02 13:21:00,2016-08-02 14:20:00,9,1,30,30,30,30,30,30
37,2016-08-02 13:22:00,2016-08-02 14:21:00,9,1,30,30,30,30,30,30
38,2016-08-02 13:23:00,2016-08-02 14:22:00,10,1,30,30,30,30,30,30
39,2016-08-02 13:24:00,2016-08-02 14:23:00,10,2,30,30,30,30,30,30
40,2016-08-02 13:25:00,2016-08-02 14:24:00,11,2,30,30,30,30,30,30
41,2016-08-02 13:26:00,2016-08-02 14:25:00,11,2,30,30,30,30,30,30
42,2016-08-02 13:27:00,2016-08-02 14:26:00,11,2,30,30,30,30,30,30
43,2016-08-02 13:28:00,2016-08-02 14:27:00,12,2,30,30,30,30,30,30
44,2016-08-02 13:29:00,2016-08-02 14:28:00,13,3,30,30,30,30,30,30
45,2016-08-02 13:30:00,2016-08-02 14:29:00,13,3,30,30,30,30,30,30
46,2016-08-02 13:31:00,2016-08-02 14:30:00,14,3,30,30,30,30,30,30
47,2016-08-02 13:32:00,2016-08-02 14:31:00,15,3,30,30,30,30,30,30
48,2016-08-02 13:33:00,2016-08-02 14:32:00,15,3,30,30,30,30,30,30
