UT__yyyy-mm-ddThh:mm:ss.sssZ,BX_FGS-D_(@_1_)_nT_GSE,BY_FGS-D_(@_2_)_nT_GSE,BZ_FGS-D_(@_3_)_nT_GSE
2015-03-17T07:04:36.619Z,4.04082,-3.33640,11.7074
2015-03-17T07:04:39.756Z,4.65240,-3.07107,11.6920
2015-03-17T07:04:42.893Z,4.80203,-3.19300,11.7042
2015-03-17T07:04:46.030Z,5.33567,-3.64144,11.9370
2015-03-17T07:04:49.167Z,5.18753,-3.86022,12.6743
2015-03-17T07:04:52.304Z,4.28238,-3.26495,12.1768
2015-03-17T07:04:55.441Z,4.61714,-2.99774,11.8229
2015-03-17T07:04:58.578Z,5.20054,-2.42593,11.7336
2015-03-17T07:05:01.715Z,4.98084,-1.90050,12.2175
2015-03-17T07:05:04.852Z,3.87018,-1.32205,12.9934
2015-03-17T07:05:07.989Z,3.94548,-1.18823,12.5410
2015-03-17T07:05:11.126Z,4.29158,-1.62951,12.9057
2015-03-17T07:05:14.263Z,4.52260,-1.09793,12.7647
2015-03-17T07:05:17.399Z,4.52863,-1.54959,12.7891
2015-03-17T07:05:20.536Z,4.85171,-0.401135,12.6291
2015-03-17T07:05:23.673Z,5.44716,-0.732660,12.5887
2015-03-17T07:05:26.810Z,5.32815,-1.21712,12.5729
2015-03-17T07:05:29.947Z,4.33533,-2.10564,12.6317
2015-03-17T07:05:33.084Z,3.86807,-1.22674,13.0106
2015-03-17T07:05:36.221Z,5.44215,-1.29183,12.6292
2015-03-17T07:05:39.358Z,4.23283,-2.06962,11.4169
2015-03-17T07:05:42.495Z,2.98715,-2.37972,11.5287
2015-03-17T07:05:45.632Z,3.66537,-2.35004,11.7700
2015-03-17T07:05:48.769Z,1.95710,-2.61711,11.1408
2015-03-17T07:05:51.906Z,2.62154,-2.98453,12.1863
2015-03-17T07:05:55.043Z,2.85690,-2.23596,11.9609
2015-03-17T07:05:58.180Z,2.36999,-2.82705,12.7159
2015-03-17T07:06:01.316Z,2.35199,-1.88555,12.3507
2015-03-17T07:06:04.453Z,2.71203,-2.48802,12.2456
2015-03-17T07:06:07.590Z,2.35832,-2.12323,12.1434
2015-03-17T07:06:10.727Z,2.24084,-1.82714,12.0623
2015-03-17T07:06:13.864Z,2.15983,-3.01536,12.1488
2015-03-17T07:06:17.001Z,2.91015,-1.69458,11.9051
2015-03-17T07:06:20.138Z,1.95228,-3.28041,11.7854
2015-03-17T07:06:23.275Z,1.40901,-2.71182,12.3381
2015-03-17T07:06:26.412Z,2.12155,-1.64549,12.4014
2015-03-17T07:06:29.549Z,2.68731,-1.21180,11.3002
2015-03-17T07:06:32.686Z,3.11831,-1.24770,11.9252
2015-03-17T07:06:35.823Z,2.91512,-1.04922,12.4794
2015-03-17T07:06:38.960Z,2.65705,1.07940,12.4118
2015-03-17T07:06:42.097Z,4.28692,0.252316,12.6332
2015-03-17T07:06:45.233Z,3.25792,1.39257,13.4215
2015-03-17T07:06:48.370Z,3.17932,2.00002,13.0613
2015-03-17T07:06:51.507Z,3.47245,1.83251,13.3816
2015-03-17T07:06:54.644Z,3.83460,1.87538,13.3867
2015-03-17T07:06:57.781Z,4.34363,1.97352,13.8648
2015-03-17T07:07:00.918Z,4.80115,1.62330,13.7457
2015-03-17T07:07:04.055Z,3.63086,2.25726,13.6096
2015-03-17T07:07:07.192Z,3.73641,2.42425,13.7388
2015-03-17T07:07:10.329Z,3.94417,2.49624,13.7620
2015-03-17T07:07:13.466Z,5.26113,0.732007,14.4869
2015-03-17T07:07:16.603Z,4.99358,0.137022,15.5804
2015-03-17T07:07:19.740Z,5.63859,-1.52416,15.8410
2015-03-17T07:07:22.877Z,8.24821,-9.53153,12.7015
2015-03-17T07:07:26.014Z,7.05867,-9.70332,11.8448
2015-03-17T07:07:29.151Z,8.21270,-11.5083,11.2769
2015-03-17T07:07:32.287Z,6.35312,-15.8712,3.12590
2015-03-17T07:07:35.424Z,3.45214,-19.0227,-7.12638
2015-03-17T07:07:38.561Z,4.08806,-18.2297,-6.11874
2015-03-17T07:07:41.698Z,4.23913,-18.1557,-5.76573
2015-03-17T07:07:44.835Z,3.91536,-18.3799,-5.96824
2015-03-17T07:07:47.972Z,3.83393,-17.6330,-6.79688
2015-03-17T07:07:51.109Z,4.00665,-17.5853,-8.25840
2015-03-17T07:07:54.246Z,3.96342,-17.8402,-8.56246
2015-03-17T07:07:57.383Z,3.79339,-17.9204,-8.18787
2015-03-17T07:08:00.520Z,3.81314,-18.1944,-7.95529
2015-03-17T07:08:03.657Z,3.47996,-18.1428,-7.80259
2015-03-17T07:08:06.794Z,3.56700,-18.0851,-7.78109
2015-03-17T07:08:09.931Z,3.62745,-17.2677,-7.57574
2015-03-17T07:08:13.068Z,3.35818,-17.4088,-7.16440
2015-03-17T07:08:16.204Z,3.05302,-17.1054,-7.27214
2015-03-17T07:08:19.341Z,2.73226,-17.3298,-6.85191
2015-03-17T07:08:22.478Z,3.00546,-17.7112,-6.82848
2015-03-17T07:08:25.615Z,3.94456,-17.8836,-6.36092
2015-03-17T07:08:28.752Z,3.22265,-17.8988,-6.46424
2015-03-17T07:08:31.889Z,3.11063,-17.9622,-7.00363
2015-03-17T07:08:35.026Z,2.71714,-17.8213,-7.16347
2015-03-17T07:08:38.163Z,2.84857,-17.9617,-6.79013
2015-03-17T07:08:41.300Z,2.37025,-17.9473,-7.21888
2015-03-17T07:08:44.437Z,2.26683,-17.9039,-7.76262
2015-03-17T07:08:47.574Z,1.93482,-17.6077,-7.74220
2015-03-17T07:08:50.711Z,2.88960,-18.0893,-7.45967
2015-03-17T07:08:53.848Z,2.38291,-18.6052,-7.93660
2015-03-17T07:08:56.985Z,1.91007,-17.8928,-7.93431
2015-03-17T07:09:00.121Z,2.09264,-17.8796,-7.96850
2015-03-17T07:09:03.258Z,1.95656,-17.6712,-8.08279
2015-03-17T07:09:06.395Z,1.78630,-17.8207,-7.94395
2015-03-17T07:09:09.532Z,1.39700,-18.2355,-8.74432
2015-03-17T07:09:12.669Z,0.881015,-18.2664,-8.79317
2015-03-17T07:09:15.806Z,1.11924,-18.2744,-8.25578
2015-03-17T07:09:18.943Z,1.12192,-17.8556,-8.12170
2015-03-17T07:09:22.080Z,1.35353,-17.7598,-8.15314
2015-03-17T07:09:25.217Z,1.65627,-17.7151,-8.12378
2015-03-17T07:09:28.354Z,1.58899,-17.3494,-8.09276
2015-03-17T07:09:31.491Z,1.81956,-17.2891,-7.91905
2015-03-17T07:09:34.628Z,0.529966,-17.1392,-8.38811
2015-03-17T07:09:37.765Z,0.615971,-16.7681,-8.25149
2015-03-17T07:09:40.902Z,1.25117,-16.8809,-7.77104
2015-03-17T07:09:44.039Z,2.64396,-16.7949,-7.08402
2015-03-17T07:09:47.175Z,2.09730,-16.7989,-7.18657
2015-03-17T07:09:50.312Z,2.19516,-16.7031,-7.41681
