UT__yyyy-mm-ddThh:mm:ss.sssZ,BX_FGS-D_(@_1_)_nT_GSE,BY_FGS-D_(@_2_)_nT_GSE,BZ_FGS-D_(@_3_)_nT_GSE
2015-03-17T05:00:02.291Z,2.63075,12.4556,21.4049
2015-03-17T05:00:06.370Z,4.41720,10.8354,22.7958
2015-03-17T05:00:10.448Z,5.86890,9.13969,23.8337
2015-03-17T05:00:14.526Z,8.55351,9.39449,23.7918
2015-03-17T05:00:18.604Z,8.83576,7.85985,23.9869
2015-03-17T05:00:22.682Z,8.10844,6.01033,24.7731
2015-03-17T05:00:26.761Z,7.24878,7.98568,24.5818
2015-03-17T05:00:30.839Z,4.48049,8.78733,24.0051
2015-03-17T05:00:34.917Z,4.68729,10.6548,22.9334
2015-03-17T05:00:38.995Z,6.47853,9.34524,22.6790
2015-03-17T05:00:43.073Z,6.26405,7.36124,23.8011
2015-03-17T05:00:47.151Z,5.31753,9.95125,23.5662
2015-03-17T05:00:51.230Z,7.29508,7.64047,22.7483
2015-03-17T05:00:55.308Z,7.77136,9.86036,21.9402
2015-03-17T05:00:59.386Z,7.38600,8.87546,22.4219
2015-03-17T05:01:03.464Z,7.86860,11.2652,21.8719
2015-03-17T05:01:07.542Z,8.78277,11.8067,20.9621
2015-03-17T05:01:11.620Z,7.73280,11.3926,21.6107
2015-03-17T05:01:15.699Z,4.27521,12.0779,21.9603
2015-03-17T05:01:19.777Z,4.43264,9.79965,22.3418
2015-03-17T05:01:23.855Z,6.64067,7.53742,23.4997
2015-03-17T05:01:27.933Z,5.96825,8.02150,23.5609
2015-03-17T05:01:32.011Z,6.04848,8.07617,23.6176
2015-03-17T05:01:36.090Z,5.80769,8.22316,23.5686
2015-03-17T05:01:40.168Z,5.23857,8.33208,22.9513
2015-03-17T05:01:44.246Z,5.14699,7.26435,23.5707
2015-03-17T05:01:48.324Z,3.74106,9.18394,22.9735
2015-03-17T05:01:52.402Z,2.74011,9.97977,22.9685
2015-03-17T05:01:56.480Z,2.62060,8.98605,23.2832
2015-03-17T05:02:00.559Z,2.97569,8.55089,23.3330
2015-03-17T05:02:04.637Z,4.09212,8.40136,23.1056
2015-03-17T05:02:08.715Z,3.07602,9.75058,22.5792
2015-03-17T05:02:12.793Z,3.38470,9.96299,22.2914
2015-03-17T05:02:16.871Z,3.62616,10.7004,22.3715
2015-03-17T05:02:20.950Z,4.05658,10.1331,22.3044
2015-03-17T05:02:25.028Z,4.91258,9.52502,22.3435
2015-03-17T05:02:29.106Z,7.01733,8.16416,22.5866
2015-03-17T05:02:33.184Z,3.88894,10.5584,22.9129
2015-03-17T05:02:37.262Z,5.41765,9.67867,22.9437
2015-03-17T05:02:41.340Z,1.64958,12.8965,22.6201
2015-03-17T05:02:45.419Z,2.74424,11.9596,23.0840
2015-03-17T05:02:49.497Z,4.71418,10.3483,23.2932
2015-03-17T05:02:53.575Z,4.95251,11.2729,22.9848
2015-03-17T05:02:57.653Z,4.65973,11.8605,22.5324
2015-03-17T05:03:01.731Z,1.05343,13.6230,21.7642
2015-03-17T05:03:05.809Z,0.276885,14.6613,21.5666
2015-03-17T05:03:09.888Z,1.55495,12.8323,22.0721
2015-03-17T05:03:13.966Z,3.16691,11.4177,22.3224
2015-03-17T05:03:18.044Z,4.00122,11.3735,22.9732
2015-03-17T05:03:22.122Z,3.18255,12.2017,22.2513
2015-03-17T05:03:26.200Z,2.54572,12.7194,22.0296
2015-03-17T05:03:30.279Z,2.63242,11.9561,22.2690
2015-03-17T05:03:34.357Z,2.44143,11.9886,22.0871
2015-03-17T05:03:38.435Z,3.22044,11.7057,22.4038
2015-03-17T05:03:42.513Z,1.18584,12.8026,22.1668
2015-03-17T05:03:46.591Z,0.898591,12.6208,22.2297
2015-03-17T05:03:50.669Z,1.55680,12.3785,22.1109
2015-03-17T05:03:54.748Z,1.32493,12.8060,21.7316
2015-03-17T05:03:58.826Z,1.71676,12.8883,21.8771
2015-03-17T05:04:02.904Z,2.94922,12.0356,22.0701
2015-03-17T05:04:06.982Z,2.59916,10.9656,22.3086
2015-03-17T05:04:11.060Z,1.82016,13.1692,21.8460
2015-03-17T05:04:15.138Z,1.75046,13.1883,21.3703
2015-03-17T05:04:19.217Z,1.09068,14.0879,20.9660
2015-03-17T05:04:23.295Z,2.13013,14.6156,20.9212
2015-03-17T05:04:27.373Z,2.21632,14.0745,21.1653
2015-03-17T05:04:31.451Z,2.15520,13.6264,21.3627
2015-03-17T05:04:35.529Z,2.71681,13.8973,20.5934
2015-03-17T05:04:39.608Z,1.82946,13.3421,20.9102
2015-03-17T05:04:43.686Z,2.03268,13.7390,21.1396
2015-03-17T05:04:47.764Z,2.19575,13.9589,20.6647
2015-03-17T05:04:51.842Z,1.81059,13.5821,20.8760
2015-03-17T05:04:55.920Z,1.94914,13.6292,20.7976
2015-03-17T05:04:59.998Z,1.15610,12.9168,21.0724
2015-03-17T05:05:04.077Z,-1.52143,12.2780,21.9397
2015-03-17T05:05:08.155Z,0.116835,12.7341,21.6434
2015-03-17T05:05:12.233Z,-1.75677,12.3234,21.8231
2015-03-17T05:05:16.311Z,-0.880303,13.5323,21.0298
2015-03-17T05:05:20.389Z,-1.99187,14.4701,20.6114
