UT__yyyy-mm-ddThh:mm:ss.sssZ,BX_FGS-D_(@_1_)_nT_GSE,BY_FGS-D_(@_2_)_nT_GSE,BZ_FGS-D_(@_3_)_nT_GSE
2017-09-27T05:00:00.570Z,5.15806,-7.96618,5.24947
2017-09-27T05:00:03.332Z,5.01362,-8.12010,5.31526
2017-09-27T05:00:06.094Z,4.98641,-8.35408,5.33019
2017-09-27T05:00:08.856Z,4.85639,-8.11190,5.44285
2017-09-27T05:00:11.618Z,5.04629,-8.26886,5.61347
2017-09-27T05:00:14.380Z,4.82679,-7.90672,5.90108
2017-09-27T05:00:17.142Z,4.84373,-8.06934,5.97250
2017-09-27T05:00:19.904Z,4.73683,-8.14329,5.74193
2017-09-27T05:00:22.666Z,4.86152,-8.20851,5.65142
2017-09-27T05:00:25.428Z,4.91891,-8.20137,5.58246
2017-09-27T05:00:28.190Z,4.83209,-8.25608,5.61375
2017-09-27T05:00:30.952Z,4.98813,-8.08782,5.64152
2017-09-27T05:00:33.714Z,4.94711,-8.14973,5.51029
2017-09-27T05:00:36.476Z,4.92248,-8.09400,5.44405
2017-09-27T05:00:39.238Z,4.92516,-8.09628,5.56557
2017-09-27T05:00:42.000Z,5.03081,-8.10446,5.55373
2017-09-27T05:00:44.762Z,4.97240,-8.10168,5.41474
2017-09-27T05:00:47.524Z,4.99247,-8.16865,5.54402
2017-09-27T05:00:50.286Z,5.05899,-8.13903,5.34897
2017-09-27T05:00:53.048Z,5.13088,-8.11396,5.39697
2017-09-27T05:00:55.810Z,5.26930,-7.97306,5.38252
2017-09-27T05:00:58.572Z,5.47045,-8.00198,5.27696
2017-09-27T05:01:01.334Z,5.41014,-8.09891,5.18994
2017-09-27T05:01:01.334Z,5.08239,-8.19069,5.30539
2017-09-27T05:01:04.096Z,5.06139,-8.49197,5.03825
2017-09-27T05:01:06.858Z,4.95678,-8.40752,5.39064
2017-09-27T05:01:09.620Z,5.10802,-8.34255,5.44698
