UT__yyyy-mm-ddThh:mm:ss.sssZ,BX_FGS-D_(@_1_)_nT_GSE,BY_FGS-D_(@_2_)_nT_GSE,BZ_FGS-D_(@_3_)_nT_GSE
2017-09-27T04:30:01.014Z,7.42402,-5.17736,-9.31222
2017-09-27T04:30:05.320Z,8.36810,-5.94599,-9.05913
2017-09-27T04:30:09.627Z,8.43830,-5.76255,-8.50675
2017-09-27T04:30:13.934Z,8.95033,-6.19350,-8.60920
2017-09-27T04:30:18.240Z,9.24977,-6.29615,-7.68300
2017-09-27T04:30:22.547Z,8.89101,-5.51380,-7.71507
2017-09-27T04:30:26.853Z,7.54123,-5.91845,-8.20326
2017-09-27T04:30:31.160Z,7.08845,-5.24000,-9.05361
2017-09-27T04:30:35.467Z,7.07256,-5.55859,-8.75127
2017-09-27T04:30:39.773Z,6.30516,-5.22935,-9.73561
2017-09-27T04:30:44.080Z,6.62419,-5.47439,-9.51148
2017-09-27T04:30:48.386Z,6.88522,-5.24091,-8.99562
2017-09-27T04:30:52.693Z,7.45733,-5.08297,-8.97678
2017-09-27T04:30:57.000Z,7.10199,-5.28410,-9.00441
2017-09-27T04:31:01.306Z,7.04958,-5.62812,-8.78126
2017-09-27T04:31:05.613Z,5.33098,-5.19018,-9.12344
2017-09-27T04:31:09.919Z,6.96216,-5.43187,-9.23702
2017-09-27T04:31:14.226Z,7.21366,-5.15008,-8.73880
2017-09-27T04:31:18.533Z,7.35491,-5.17973,-8.72912
2017-09-27T04:31:22.839Z,8.02177,-5.34150,-8.54337
2017-09-27T04:31:27.146Z,8.50126,-5.28882,-8.50095
2017-09-27T04:31:31.452Z,8.17617,-5.39634,-8.17859
2017-09-27T04:31:35.759Z,8.18030,-5.77631,-8.16208
2017-09-27T04:31:40.066Z,8.47119,-5.79209,-8.39777
2017-09-27T04:31:44.372Z,8.90554,-5.69096,-8.05110
2017-09-27T04:31:48.679Z,8.72297,-6.05007,-7.77678
2017-09-27T04:31:52.985Z,8.59258,-5.63334,-7.82383
2017-09-27T04:31:57.292Z,8.50699,-5.80499,-8.04944
2017-09-27T04:32:01.599Z,8.44226,-5.85384,-7.37348
