EPOCH__yyyy-mm-ddThh:mm:ss.sssZ,X_(@_x_)_RE,Y_(@_y_)_RE,Z_(@_z_)_RE
2017-09-27T05:00:00.000Z,11.674876,-4.3597801,-2.1572635
2017-09-27T05:01:00.000Z,11.672780,-4.3511078,-2.1520307
2017-09-27T05:02:00.000Z,11.670639,-4.3424173,-2.1467914
2017-09-27T05:03:00.000Z,11.668469,-4.3337113,-2.1415431
2017-09-27T05:04:00.000Z,11.666267,-4.3249887,-2.1362887
2017-09-27T05:05:00.000Z,11.664036,-4.3162652,-2.1310314
2017-09-27T05:06:00.000Z,11.661772,-4.3075250,-2.1257662
2017-09-27T05:07:00.000Z,11.659479,-4.2987828,-2.1205013
2017-09-27T05:08:00.000Z,11.657141,-4.2900092,-2.1152208
2017-09-27T05:09:00.000Z,11.654788,-4.2812354,-2.1099390
2017-09-27T05:10:00.000Z,11.652388,-4.2724583,-2.1046556
2017-09-27T05:11:00.000Z,11.649959,-4.2636504,-2.0993598
2017-09-27T05:12:00.000Z,11.647514,-4.2548424,-2.0940612
2017-09-27T05:13:00.000Z,11.645023,-4.2460171,-2.0887550
2017-09-27T05:14:00.000Z,11.642502,-4.2371901,-2.0834473
2017-09-27T05:15:00.000Z,11.639950,-4.2283469,-2.0781318
2017-09-27T05:16:00.000Z,11.637353,-4.2194864,-2.0728087
2017-09-27T05:17:00.000Z,11.634742,-4.2106109,-2.0674780
2017-09-27T05:18:00.000Z,11.632084,-4.2017325,-2.0621458
2017-09-27T05:19:00.000Z,11.629411,-4.1928391,-2.0568059
2017-09-27T05:20:00.000Z,11.626692,-4.1839282,-2.0514583
2017-09-27T05:21:00.000Z,11.623943,-4.1750157,-2.0461093
2017-09-27T05:22:00.000Z,11.621164,-4.1660870,-2.0407526
2017-09-27T05:23:00.000Z,11.618355,-4.1571422,-2.0353882
2017-09-27T05:24:00.000Z,11.615499,-4.1481946,-2.0300225
2017-09-27T05:25:00.000Z,11.612628,-4.1392328,-2.0246477
