,Time,BX_GSM,BY_GSM,BZ_GSM,Vx,Vy,Vz,proton_density,T
0,2016-06-05 05:00:00,-1.8474703,5.1222987,4.664491,-298.164794921875,-41.942569732666016,-11.272351264953613,13.151787757873535,357818.6433673775
1,2016-06-05 05:01:00,-2.5013492,6.915179,0.7282313,-298.0655924479167,-41.63247299194336,-10.335325876871744,12.985892613728842,358876.0812356745
2,2016-06-05 05:02:00,-2.6774504,6.840241,0.877133,-297.9663899739583,-41.3223762512207,-9.398300488789877,12.819997469584147,359933.5191039715
3,2016-06-05 05:03:00,-2.644406,6.76587,1.3259734,-297.8671875,-41.01227951049805,-8.461275100708008,12.654102325439453,360990.95697226847
4,2016-06-05 05:04:00,-2.901817,6.1874924,3.300747,-296.93382263183594,-36.755897521972656,-4.440905213356018,12.886123657226562,376625.2434370973
5,2016-06-05 05:05:00,-2.9681153,6.423343,0.40965793,-296.0004577636719,-32.499515533447266,-0.4205353260040283,13.118144989013672,392259.5299019261
6,2016-06-05 05:06:00,-2.5992923,6.5586042,-0.19509684,-297.40545654296875,-38.08137893676758,-3.833335518836975,12.986105918884277,377572.39565012854
7,2016-06-05 05:07:00,-2.889061,6.3417864,0.5976611,-298.8104553222656,-43.66324234008789,-7.246135711669922,12.854066848754883,362885.261398331
8,2016-06-05 05:08:00,-2.67057,6.1580167,-1.0614194,-298.85203043619794,-42.57907231648763,-7.434338251749675,13.284199396769205,366694.78674983245
9,2016-06-05 05:09:00,-2.4919522,5.7837915,-1.9836024,-298.8936055501302,-41.49490229288737,-7.622540791829427,13.71433194478353,370504.3121013339
10,2016-06-05 05:10:00,-2.7719204,5.9232306,-0.8335471,-298.9351806640625,-40.41073226928711,-7.81074333190918,14.144464492797852,374313.8374528354
11,2016-06-05 05:11:00,-3.6621802,4.9688787,-1.4553918,-296.2733459472656,-36.55052375793457,-4.912776708602905,14.158151626586914,379442.6959030973
12,2016-06-05 05:12:00,-3.1458473,5.323838,-1.924742,-293.61151123046875,-32.69031524658203,-2.014810085296631,14.171838760375977,384571.5543533591
13,2016-06-05 05:13:00,-2.85355,5.397953,-2.0328906,-296.45472717285156,-37.79169845581055,-5.222820520401001,13.790561199188232,372965.94060545566
14,2016-06-05 05:14:00,-2.2611647,5.731399,-1.5641127,-299.2979431152344,-42.89308166503906,-8.430830955505371,13.409283638000488,361360.3268575523
15,2016-06-05 05:15:00,-1.99545,5.8323946,-1.5962994,-299.63331604003906,-42.92301559448242,-7.859700679779053,13.368986129760742,365862.9519566435
16,2016-06-05 05:16:00,-1.6769178,6.1256876,-1.8030194,-299.96868896484375,-42.95294952392578,-7.288570404052734,13.328688621520996,370365.57705573476
17,2016-06-05 05:17:00,-2.8173537,5.2732325,-2.259645,-299.7024434407552,-42.60182444254557,-6.015500942866008,13.234509150187174,372567.34295569937
18,2016-06-05 05:18:00,-2.938871,5.2159014,-2.2387712,-299.4361979166667,-42.25069936116537,-4.742431481679281,13.140329678853353,374769.1088556639
19,2016-06-05 05:19:00,-2.6159663,5.5110755,-1.9751276,-299.1699523925781,-41.899574279785156,-3.4693620204925537,13.046150207519531,376970.8747556285
20,2016-06-05 05:20:00,-2.5519886,5.456839,-2.2191565,-299.2140808105469,-42.34220504760742,-3.558463931083679,13.076225757598877,374084.27610544674
21,2016-06-05 05:21:00,-2.4268177,5.503601,-2.8013816,-299.2582092285156,-42.78483581542969,-3.6475658416748047,13.106301307678223,371197.67745526496
22,2016-06-05 05:22:00,-1.9228252,5.9961023,-2.442495,-299.74220275878906,-42.26189041137695,-5.015226125717163,12.92141342163086,370277.8826953863
23,2016-06-05 05:23:00,-1.9735186,5.9921227,-2.0326676,-300.2261962890625,-41.73894500732422,-6.3828864097595215,12.736525535583496,369358.08793550765
24,2016-06-05 05:24:00,-1.4633443,6.0764465,-1.971053,-299.9493103027344,-40.4398562113444,-6.121265411376953,12.769147872924805,375020.365076568
25,2016-06-05 05:25:00,-1.552919,5.9089813,-2.236664,-299.67242431640625,-39.140767415364586,-5.859644412994385,12.801770210266113,380682.64221762837
26,2016-06-05 05:26:00,-1.4406078,5.573294,-2.1974745,-299.3955383300781,-37.841678619384766,-5.598023414611816,12.834392547607422,386344.9193586887
27,2016-06-05 05:27:00,-1.5972259,5.487214,-2.0428233,-300.17864990234375,-36.43754196166992,0.17411518096923828,13.074057579040527,396135.54537419655
28,2016-06-05 05:28:00,-1.6889902,5.3993087,-2.6261961,-300.9617614746094,-35.03340530395508,5.946253776550293,13.313722610473633,405926.1713897044
29,2016-06-05 05:29:00,-1.6369697,5.5634756,-1.1213385,-300.0159454345703,-33.86488151550293,6.4557671546936035,13.173874855041504,406331.5530680944
30,2016-06-05 05:30:00,-1.4420183,5.620292,2.272109,-299.07012939453125,-32.69635772705078,6.965280532836914,13.034027099609375,406736.9347464845
31,2016-06-05 05:31:00,-1.6312512,5.719533,2.0382829,-298.71746826171875,-27.60593891143799,7.281466960906982,13.450310707092285,413113.4568510827
