,Start,Stop,Pearson,Slope,MAPE,Ratio,RMSE,RMSE_Artemis,RMSE_Omni,RMSE_Avg
0,2018-09-13 00:30:00,2018-09-13 01:29:00,17,7,1,1,10,1,1,9
1,2018-09-13 00:31:00,2018-09-13 01:30:00,17,7,1,1,10,1,1,9
2,2018-09-13 00:32:00,2018-09-13 01:31:00,18,8,1,1,11,1,1,9
3,2018-09-13 00:33:00,2018-09-13 01:32:00,21,8,1,1,11,1,1,9
4,2018-09-13 00:34:00,2018-09-13 01:33:00,22,8,1,1,12,1,1,9
5,2018-09-13 00:35:00,2018-09-13 01:34:00,23,9,1,1,12,1,1,9
6,2018-09-13 00:36:00,2018-09-13 01:35:00,24,9,1,1,13,1,1,9
7,2018-09-13 00:37:00,2018-09-13 01:36:00,25,10,1,1,13,1,1,9
8,2018-09-13 00:38:00,2018-09-13 01:37:00,26,10,1,1,14,1,1,9
9,2018-09-13 00:39:00,2018-09-13 01:38:00,27,11,1,1,14,1,1,9
10,2018-09-13 00:40:00,2018-09-13 01:39:00,27,12,1,1,15,1,1,9
11,2018-09-13 00:41:00,2018-09-13 01:40:00,28,13,1,1,15,1,1,9
12,2018-09-13 00:42:00,2018-09-13 01:41:00,29,15,1,1,16,1,1,9
13,2018-09-13 00:43:00,2018-09-13 01:42:00,30,17,1,1,17,1,3,9
14,2018-09-13 00:44:00,2018-09-13 01:43:00,30,20,1,1,17,1,4,4
15,2018-09-13 00:45:00,2018-09-13 01:44:00,30,23,1,1,18,1,5,4
16,2018-09-13 00:46:00,2018-09-13 01:45:00,30,25,1,1,19,1,6,5
17,2018-09-13 00:47:00,2018-09-13 01:46:00,30,28,1,1,20,1,8,6
18,2018-09-13 00:48:00,2018-09-13 01:47:00,30,30,1,1,22,1,9,8
19,2018-09-13 00:49:00,2018-09-13 01:48:00,30,30,1,1,14,1,12,9
20,2018-09-13 00:50:00,2018-09-13 01:49:00,30,30,1,1,15,1,14,13
21,2018-09-13 00:51:00,2018-09-13 01:50:00,30,30,1,1,16,1,15,16
22,2018-09-13 00:52:00,2018-09-13 01:51:00,30,30,1,1,26,1,16,16
23,2018-09-13 00:53:00,2018-09-13 01:52:00,30,30,1,1,26,1,17,17
24,2018-09-13 00:54:00,2018-09-13 01:53:00,30,30,1,1,27,1,17,16
25,2018-09-13 00:55:00,2018-09-13 01:54:00,30,30,1,1,28,1,18,16
26,2018-09-13 00:56:00,2018-09-13 01:55:00,30,30,1,1,28,1,18,17
27,2018-09-13 00:57:00,2018-09-13 01:56:00,30,30,1,1,29,1,19,17
28,2018-09-13 00:58:00,2018-09-13 01:57:00,30,6,1,1,25,1,19,18
29,2018-09-13 00:59:00,2018-09-13 01:58:00,30,4,1,1,26,1,20,18
30,2018-09-13 01:00:00,2018-09-13 01:59:00,30,29,1,1,27,1,21,19
31,2018-09-13 01:01:00,2018-09-13 02:00:00,30,28,2,2,28,1,21,19
32,2018-09-13 01:02:00,2018-09-13 02:01:00,30,27,3,3,28,1,22,19
33,2018-09-13 01:03:00,2018-09-13 02:02:00,30,27,4,4,29,1,22,19
34,2018-09-13 01:04:00,2018-09-13 02:03:00,30,27,5,5,30,1,23,20
35,2018-09-13 01:05:00,2018-09-13 02:04:00,30,27,6,6,30,1,24,20
36,2018-09-13 01:06:00,2018-09-13 02:05:00,30,27,8,8,30,1,25,20
37,2018-09-13 01:07:00,2018-09-13 02:06:00,30,27,10,10,30,1,26,21
38,2018-09-13 01:08:00,2018-09-13 02:07:00,30,27,13,13,30,14,27,21
39,2018-09-13 01:09:00,2018-09-13 02:08:00,30,4,14,14,30,15,29,21
40,2018-09-13 01:10:00,2018-09-13 02:09:00,30,4,15,15,30,16,30,21
41,2018-09-13 01:11:00,2018-09-13 02:10:00,30,4,16,16,30,17,30,21
42,2018-09-13 01:12:00,2018-09-13 02:11:00,30,26,16,16,30,17,30,21
43,2018-09-13 01:13:00,2018-09-13 02:12:00,30,26,17,17,30,18,30,21
44,2018-09-13 01:14:00,2018-09-13 02:13:00,30,13,18,18,30,18,30,21
45,2018-09-13 01:15:00,2018-09-13 02:14:00,30,13,18,18,30,19,30,21
46,2018-09-13 01:16:00,2018-09-13 02:15:00,30,13,19,19,30,19,30,21
47,2018-09-13 01:17:00,2018-09-13 02:16:00,30,13,19,19,30,20,30,21
48,2018-09-13 01:18:00,2018-09-13 02:17:00,30,13,20,20,30,20,19,21
49,2018-09-13 01:19:00,2018-09-13 02:18:00,30,13,21,21,30,20,18,20
50,2018-09-13 01:20:00,2018-09-13 02:19:00,30,13,21,21,30,21,18,20
51,2018-09-13 01:21:00,2018-09-13 02:20:00,30,7,22,22,30,1,18,20
52,2018-09-13 01:22:00,2018-09-13 02:21:00,30,12,1,1,30,1,18,20
