UT__yyyy-mm-ddThh:mm:ss.sssZ,BX_FGS-D_(@_1_)_nT_GSE,BY_FGS-D_(@_2_)_nT_GSE,BZ_FGS-D_(@_3_)_nT_GSE
2015-06-12T17:10:03.688Z,-1.45220,0.0252234,1.59286
2015-06-12T17:10:07.976Z,-1.46117,0.217710,1.56914
2015-06-12T17:10:12.263Z,-1.72875,0.166185,1.52035
2015-06-12T17:10:16.551Z,-1.67703,0.424647,1.32532
2015-06-12T17:10:20.839Z,-1.80515,1.03914,0.863525
2015-06-12T17:10:25.126Z,-1.70806,1.40735,0.718123
2015-06-12T17:10:29.414Z,-2.05896,1.49402,0.525255
2015-06-12T17:10:33.702Z,-1.90570,1.52765,0.524481
2015-06-12T17:10:37.990Z,-1.90949,1.77241,0.445942
2015-06-12T17:10:42.277Z,-2.19185,1.45898,0.321168
2015-06-12T17:10:46.565Z,-1.88913,1.64178,0.271626
2015-06-12T17:10:50.853Z,-1.83221,1.73303,0.152574
2015-06-12T17:10:55.140Z,-1.92016,1.65920,0.116154
2015-06-12T17:10:59.428Z,-1.86741,1.77550,0.399725
2015-06-12T17:11:03.716Z,-1.69287,1.50636,0.568506
2015-06-12T17:11:08.004Z,-1.30246,1.16243,-0.0216560
2015-06-12T17:11:12.291Z,-1.00784,1.23698,-0.375920
2015-06-12T17:11:16.579Z,-1.15847,1.19693,-0.167645
2015-06-12T17:11:20.867Z,-1.37455,1.43945,-0.218459
2015-06-12T17:11:25.154Z,-1.66588,1.50435,-0.00473495
2015-06-12T17:11:29.442Z,-1.92222,1.61143,1.35295
2015-06-12T17:11:33.730Z,-2.17321,1.70016,1.36363
2015-06-12T17:11:38.018Z,-1.96348,1.46817,0.911422
2015-06-12T17:11:42.305Z,-1.47942,1.57213,0.387933
2015-06-12T17:11:46.593Z,-1.53965,1.69026,0.685576
2015-06-12T17:11:50.881Z,-1.71896,1.63171,0.756853
2015-06-12T17:11:55.168Z,-1.85652,1.51167,1.14608
2015-06-12T17:11:59.456Z,-1.75712,1.57960,1.17293
2015-06-12T17:12:03.744Z,-1.66945,1.64040,1.00182
2015-06-12T17:12:08.032Z,-1.63097,1.61166,0.669403
2015-06-12T17:12:12.319Z,-1.78621,1.51819,0.893066
2015-06-12T17:12:16.607Z,-1.27499,1.50659,1.11628
2015-06-12T17:12:20.895Z,-1.49663,1.43434,0.908823
2015-06-12T17:12:25.182Z,-1.92570,1.49320,0.989403
2015-06-12T17:12:29.470Z,-1.91879,1.45869,0.766611
2015-06-12T17:12:33.758Z,-1.81864,1.49460,0.927287
2015-06-12T17:12:38.046Z,-1.95818,1.47397,0.791724
2015-06-12T17:12:42.333Z,-1.83591,1.43113,0.511612
2015-06-12T17:12:46.621Z,-1.68331,1.68042,0.454923
2015-06-12T17:12:50.909Z,-1.58721,1.39345,-0.0769698
2015-06-12T17:12:55.196Z,-1.24963,1.15413,-0.341172
2015-06-12T17:12:59.484Z,-1.33273,1.42272,-0.122883
2015-06-12T17:13:03.772Z,-1.33396,1.16852,-0.0974136
2015-06-12T17:13:08.060Z,-1.36630,1.26517,-0.0287161
