EPOCH__yyyy-mm-ddThh:mm:ss.sssZ,X_(@_x_)_RE,Y_(@_y_)_RE,Z_(@_z_)_RE
2017-09-15T12:30:00.000Z,11.641533,-3.4908854,-2.4771203
2017-09-15T12:31:00.000Z,11.651000,-3.4855591,-2.4746415
2017-09-15T12:32:00.000Z,11.660432,-3.4802233,-2.4721550
2017-09-15T12:33:00.000Z,11.669849,-3.4748757,-2.4696607
2017-09-15T12:34:00.000Z,11.679217,-3.4695205,-2.4671605
2017-09-15T12:35:00.000Z,11.688551,-3.4641555,-2.4646524
2017-09-15T12:36:00.000Z,11.697869,-3.4587779,-2.4621380
2017-09-15T12:37:00.000Z,11.707140,-3.4533929,-2.4596160
2017-09-15T12:38:00.000Z,11.716375,-3.4479988,-2.4570863
2017-09-15T12:39:00.000Z,11.725581,-3.4425944,-2.4545505
2017-09-15T12:40:00.000Z,11.734752,-3.4371797,-2.4520083
2017-09-15T12:41:00.000Z,11.743890,-3.4317560,-2.4494570
2017-09-15T12:42:00.000Z,11.752997,-3.4263215,-2.4469009
2017-09-15T12:43:00.000Z,11.762069,-3.4208785,-2.4443358
2017-09-15T12:44:00.000Z,11.771111,-3.4154250,-2.4417645
2017-09-15T12:45:00.000Z,11.780118,-3.4099614,-2.4391868
2017-09-15T12:46:00.000Z,11.789078,-3.4044899,-2.4366014
2017-09-15T12:47:00.000Z,11.798021,-3.3990072,-2.4340085
2017-09-15T12:48:00.000Z,11.806931,-3.3935140,-2.4314092
2017-09-15T12:49:00.000Z,11.815809,-3.3880264,-2.4288087
2017-09-15T12:50:00.000Z,11.824638,-3.3825157,-2.4261956
2017-09-15T12:51:00.000Z,11.833450,-3.3769932,-2.4235747
2017-09-15T12:52:00.000Z,11.842228,-3.3714613,-2.4209478
2017-09-15T12:53:00.000Z,11.850960,-3.3659356,-2.4183193
2017-09-15T12:54:00.000Z,11.859674,-3.3603837,-2.4156768
2017-09-15T12:55:00.000Z,11.868340,-3.3548386,-2.4130345
2017-09-15T12:56:00.000Z,11.876988,-3.3492664,-2.4103795
2017-09-15T12:57:00.000Z,11.885603,-3.3436859,-2.4077156
2017-09-15T12:58:00.000Z,11.894172,-3.3381105,-2.4050531
2017-09-15T12:59:00.000Z,11.902724,-3.3325234,-2.4023828
2017-09-15T13:00:00.000Z,11.911224,-3.3269146,-2.3996987
2017-09-15T13:01:00.000Z,11.919711,-3.3213081,-2.3970146
2017-09-15T13:02:00.000Z,11.928149,-3.3156937,-2.3943228
2017-09-15T13:03:00.000Z,11.936570,-3.3100677,-2.3916232
2017-09-15T13:04:00.000Z,11.944942,-3.3044333,-2.3889190
2017-09-15T13:05:00.000Z,11.953280,-3.2987752,-2.3861993
2017-09-15T13:06:00.000Z,11.961604,-3.2931339,-2.3834860
2017-09-15T13:07:00.000Z,11.969879,-3.2874700,-2.3807602
2017-09-15T13:08:00.000Z,11.978135,-3.2817946,-2.3780267
2017-09-15T13:09:00.000Z,11.986345,-3.2761111,-2.3752854
2017-09-15T13:10:00.000Z,11.994537,-3.2704306,-2.3725443
2017-09-15T13:11:00.000Z,12.002682,-3.2647270,-2.3697907
2017-09-15T13:12:00.000Z,12.010807,-3.2590117,-2.3670292
2017-09-15T13:13:00.000Z,12.018887,-3.2533033,-2.3642664
2017-09-15T13:14:00.000Z,12.026933,-3.2475846,-2.3614974
2017-09-15T13:15:00.000Z,12.034963,-3.2418539,-2.3587221
2017-09-15T13:16:00.000Z,12.042943,-3.2361011,-2.3559329
2017-09-15T13:17:00.000Z,12.050908,-3.2303509,-2.3531423
2017-09-15T13:18:00.000Z,12.058824,-3.2245934,-2.3503457
2017-09-15T13:19:00.000Z,12.066724,-3.2188375,-2.3475472
2017-09-15T13:20:00.000Z,12.074575,-3.2130593,-2.3447364
2017-09-15T13:21:00.000Z,12.082408,-3.2072694,-2.3419195
2017-09-15T13:22:00.000Z,12.090195,-3.2014865,-2.3391013
2017-09-15T13:23:00.000Z,12.097963,-3.1956766,-2.3362687
2017-09-15T13:24:00.000Z,12.105684,-3.1898731,-2.3334363
2017-09-15T13:25:00.000Z,12.113389,-3.1840584,-2.3305963
2017-09-15T13:26:00.000Z,12.121045,-3.1782353,-2.3277501
2017-09-15T13:27:00.000Z,12.128684,-3.1724001,-2.3248977
2017-09-15T13:28:00.000Z,12.136290,-3.1665554,-2.3220376
2017-09-15T13:29:00.000Z,12.143848,-3.1607024,-2.3191696
2017-09-15T13:30:00.000Z,12.151388,-3.1548378,-2.3162955
2017-09-15T13:31:00.000Z,12.158898,-3.1489776,-2.3134216
2017-09-15T13:32:00.000Z,12.166360,-3.1431088,-2.3105397
2017-09-15T13:33:00.000Z,12.173803,-3.1372147,-2.3076441
2017-09-15T13:34:00.000Z,12.181214,-3.1313246,-2.3047484
2017-09-15T13:35:00.000Z,12.188578,-3.1254264,-2.3018466
2017-09-15T13:36:00.000Z,12.195924,-3.1195165,-2.2989370
2017-09-15T13:37:00.000Z,12.203239,-3.1136106,-2.2960275
2017-09-15T13:38:00.000Z,12.210521,-3.1076810,-2.2931041
2017-09-15T13:39:00.000Z,12.217770,-3.1017552,-2.2901806
2017-09-15T13:40:00.000Z,12.224986,-3.0958058,-2.2872433
2017-09-15T13:41:00.000Z,12.232170,-3.0898597,-2.2843057
2017-09-15T13:42:00.000Z,12.239322,-3.0839048,-2.2813607
2017-09-15T13:43:00.000Z,12.246441,-3.0779391,-2.2784093
2017-09-15T13:44:00.000Z,12.253528,-3.0719786,-2.2754567
