,Start,Stop,Pearson,Slope,MAPE,Ratio,RMSE,RMSE_Artemis,RMSE_Omni,RMSE_Avg
0,2016-08-02 12:45:00,2016-08-02 13:44:00,3,3,4,4,2,5,4,20
1,2016-08-02 12:46:00,2016-08-02 13:45:00,3,3,4,4,2,5,4,20
2,2016-08-02 12:47:00,2016-08-02 13:46:00,3,3,4,4,2,5,4,2
3,2016-08-02 12:48:00,2016-08-02 13:47:00,3,3,4,4,3,5,4,3
4,2016-08-02 12:49:00,2016-08-02 13:48:00,3,3,3,3,1,5,4,1
5,2016-08-02 12:50:00,2016-08-02 13:49:00,3,3,4,4,1,4,4,1
6,2016-08-02 12:51:00,2016-08-02 13:50:00,3,3,4,4,2,5,4,1
7,2016-08-02 12:52:00,2016-08-02 13:51:00,3,3,1,1,3,5,4,1
8,2016-08-02 12:53:00,2016-08-02 13:52:00,3,3,1,1,3,5,4,1
9,2016-08-02 12:54:00,2016-08-02 13:53:00,3,3,1,1,3,1,4,1
10,2016-08-02 12:55:00,2016-08-02 13:54:00,3,3,2,2,3,2,4,2
11,2016-08-02 12:56:00,2016-08-02 13:55:00,3,3,3,3,4,3,4,3
12,2016-08-02 12:57:00,2016-08-02 13:56:00,3,3,4,4,4,4,4,3
13,2016-08-02 12:58:00,2016-08-02 13:57:00,3,4,4,4,4,5,4,4
14,2016-08-02 12:59:00,2016-08-02 13:58:00,3,4,4,4,5,5,4,4
15,2016-08-02 13:00:00,2016-08-02 13:59:00,23,23,5,5,11,5,22,4
16,2016-08-02 13:01:00,2016-08-02 14:00:00,23,28,5,5,11,5,22,4
17,2016-08-02 13:02:00,2016-08-02 14:01:00,23,28,5,5,12,5,22,4
18,2016-08-02 13:03:00,2016-08-02 14:02:00,3,28,5,5,12,5,22,4
19,2016-08-02 13:04:00,2016-08-02 14:03:00,3,30,5,5,12,5,22,4
20,2016-08-02 13:05:00,2016-08-02 14:04:00,3,30,5,5,15,5,22,4
21,2016-08-02 13:06:00,2016-08-02 14:05:00,23,23,5,5,15,5,22,4
22,2016-08-02 13:07:00,2016-08-02 14:06:00,23,23,5,5,15,5,22,4
23,2016-08-02 13:08:00,2016-08-02 14:07:00,23,23,5,5,16,5,22,4
24,2016-08-02 13:09:00,2016-08-02 14:08:00,22,22,5,5,20,5,28,4
25,2016-08-02 13:10:00,2016-08-02 14:09:00,2,1,5,5,22,5,29,1
26,2016-08-02 13:11:00,2016-08-02 14:10:00,2,2,1,1,22,1,29,1
27,2016-08-02 13:12:00,2016-08-02 14:11:00,3,3,1,1,22,2,29,2
28,2016-08-02 13:13:00,2016-08-02 14:12:00,4,4,4,4,23,4,29,4
29,2016-08-02 13:14:00,2016-08-02 14:13:00,18,5,3,3,23,3,29,5
30,2016-08-02 13:15:00,2016-08-02 14:14:00,18,10,3,3,23,3,29,3
31,2016-08-02 13:16:00,2016-08-02 14:15:00,18,10,4,4,28,3,29,4
32,2016-08-02 13:17:00,2016-08-02 14:16:00,18,9,5,5,28,5,29,5
33,2016-08-02 13:18:00,2016-08-02 14:17:00,25,1,5,5,29,5,29,6
34,2016-08-02 13:19:00,2016-08-02 14:18:00,25,1,6,6,29,6,29,8
35,2016-08-02 13:20:00,2016-08-02 14:19:00,25,1,6,6,30,8,29,9
36,2016-08-02 13:21:00,2016-08-02 14:20:00,25,1,6,6,30,9,29,9
37,2016-08-02 13:22:00,2016-08-02 14:21:00,25,1,10,10,30,10,29,9
38,2016-08-02 13:23:00,2016-08-02 14:22:00,26,1,10,10,30,10,29,10
39,2016-08-02 13:24:00,2016-08-02 14:23:00,26,1,12,12,30,11,29,12
40,2016-08-02 13:25:00,2016-08-02 14:24:00,26,1,12,12,30,13,29,14
