UT__yyyy-mm-ddThh:mm:ss.sssZ,BX_FGS-D_(@_1_)_nT_GSE,BY_FGS-D_(@_2_)_nT_GSE,BZ_FGS-D_(@_3_)_nT_GSE
2014-04-05T20:00:00.884Z,3.72073,8.69392,-1.36830
2014-04-05T20:00:03.997Z,3.66954,8.55001,-1.25160
2014-04-05T20:00:07.110Z,3.79171,8.65878,-1.43894
2014-04-05T20:00:10.224Z,3.71641,8.69471,-1.34487
2014-04-05T20:00:13.337Z,3.52304,8.66080,-0.869971
2014-04-05T20:00:16.450Z,3.85562,8.64853,-1.02659
2014-04-05T20:00:19.563Z,3.73405,8.63915,-0.696954
2014-04-05T20:00:22.676Z,3.86857,8.32496,-0.431133
2014-04-05T20:00:25.789Z,3.73753,8.38719,-0.263326
2014-04-05T20:00:28.902Z,3.81030,8.49292,-0.0109211
2014-04-05T20:00:32.015Z,3.78108,8.36110,-0.242295
2014-04-05T20:00:35.128Z,3.96625,8.59752,-0.410205
2014-04-05T20:00:38.242Z,3.83251,8.77987,-0.368230
2014-04-05T20:00:41.355Z,3.83558,8.51848,-0.577157
2014-04-05T20:00:44.468Z,3.59167,8.70000,-1.19825
2014-04-05T20:00:47.581Z,3.42288,8.46863,-1.23367
2014-04-05T20:00:50.694Z,3.74018,8.23946,-0.524684
2014-04-05T20:00:53.807Z,3.94991,8.21000,-0.230354
2014-04-05T20:00:56.920Z,4.51059,8.12571,-0.415284
2014-04-05T20:01:00.033Z,4.62181,8.33800,-0.426210
2014-04-05T20:01:03.147Z,4.06211,8.70160,-1.09950
2014-04-05T20:01:06.260Z,3.83115,8.55955,-1.12514
2014-04-05T20:01:09.373Z,3.71563,8.53956,-1.47321
2014-04-05T20:01:12.486Z,3.95785,8.62780,-1.55284
2014-04-05T20:01:15.599Z,3.63334,8.85369,-1.37769
2014-04-05T20:01:18.712Z,3.85309,8.66710,-1.27027
2014-04-05T20:01:21.825Z,3.67097,8.90057,-1.56639
2014-04-05T20:01:24.938Z,3.46256,8.96546,-1.59486
2014-04-05T20:01:28.052Z,3.90903,8.44377,-1.66479
2014-04-05T20:01:31.165Z,3.49337,8.49194,-2.13111
2014-04-05T20:01:34.278Z,3.30480,8.47382,-2.69888
2014-04-05T20:01:37.391Z,2.94760,8.08858,-2.93363
