UT__yyyy-mm-ddThh:mm:ss.sssZ,BX_FGS-D_(@_1_)_nT_GSE,BY_FGS-D_(@_2_)_nT_GSE,BZ_FGS-D_(@_3_)_nT_GSE
2014-04-05T19:30:00.518Z,1.04376,7.39579,1.59814
2014-04-05T19:30:04.797Z,1.88847,7.23383,0.302868
2014-04-05T19:30:09.075Z,2.52629,6.98897,0.494851
2014-04-05T19:30:13.353Z,2.95814,7.05726,-0.0944151
2014-04-05T19:30:17.631Z,3.26619,7.19636,-0.705797
2014-04-05T19:30:21.909Z,3.89752,6.67845,-0.571072
2014-04-05T19:30:26.187Z,4.40479,6.28464,-1.13200
2014-04-05T19:30:30.465Z,4.39784,6.10000,-0.275532
2014-04-05T19:30:34.743Z,4.26320,6.03030,1.81941
2014-04-05T19:30:39.022Z,4.20302,6.22496,2.29279
2014-04-05T19:30:43.300Z,3.97168,6.62601,1.90926
2014-04-05T19:30:47.578Z,3.80290,6.54162,1.30829
2014-04-05T19:30:51.856Z,4.22777,6.28642,1.14311
2014-04-05T19:30:56.134Z,4.35990,6.24872,1.16273
2014-04-05T19:31:00.412Z,4.39505,6.09147,1.39982
2014-04-05T19:31:04.690Z,4.71167,5.82861,1.75253
2014-04-05T19:31:08.968Z,4.44163,5.91175,1.98848
2014-04-05T19:31:13.247Z,1.35020,6.80285,-2.06446
2014-04-05T19:31:17.525Z,1.34799,6.62172,-2.67344
2014-04-05T19:31:21.803Z,0.904215,6.58257,-3.16616
2014-04-05T19:31:26.081Z,1.58060,6.60166,-2.74564
2014-04-05T19:31:30.359Z,1.22795,6.45631,-3.63070
2014-04-05T19:31:34.637Z,1.25195,6.93368,-3.22445
2014-04-05T19:31:38.915Z,2.83948,7.13015,-1.48586
2014-04-05T19:31:43.193Z,2.45804,7.46522,-2.86056
2014-04-05T19:31:47.472Z,1.13067,7.05409,-4.05917
2014-04-05T19:31:51.750Z,1.04142,6.92177,-3.90698
2014-04-05T19:31:56.028Z,1.37470,7.10274,-3.31116
2014-04-05T19:32:00.306Z,1.34617,7.57407,-2.71254
2014-04-05T19:32:04.584Z,1.53324,7.39116,-2.28715
2014-04-05T19:32:08.862Z,1.51621,7.88979,-1.64382
2014-04-05T19:32:13.140Z,1.82534,7.96262,-0.123779
2014-04-05T19:32:17.418Z,2.35052,7.71529,0.881950
2014-04-05T19:32:21.697Z,2.42861,7.39221,0.749674
2014-04-05T19:32:25.975Z,3.13559,7.12426,0.816823
2014-04-05T19:32:30.253Z,3.71999,7.06450,1.22175
2014-04-05T19:32:34.531Z,3.70919,7.17984,0.986901
