EPOCH__yyyy-mm-ddThh:mm:ss.sssZ,X_(@_x_)_RE,Y_(@_y_)_RE,Z_(@_z_)_RE
2014-04-05T19:30:00.000Z,20.161789,58.636795,-5.0011826
2014-04-05T19:31:00.000Z,20.154655,58.635685,-5.0010681
2014-04-05T19:32:00.000Z,20.147511,58.634644,-5.0008087
2014-04-05T19:33:00.000Z,20.144279,58.632248,-5.0005474
2014-04-05T19:34:00.000Z,20.137102,58.631149,-5.0004330
2014-04-05T19:35:00.000Z,20.129911,58.630127,-5.0001736
2014-04-05T19:36:00.000Z,20.122721,58.629101,-4.9999142
2014-04-05T19:37:00.000Z,20.115522,58.628159,-4.9998608
2014-04-05T19:38:00.000Z,20.108299,58.627132,-4.9995995
2014-04-05T19:39:00.000Z,20.105007,58.624763,-4.9993439
2014-04-05T19:40:00.000Z,20.097738,58.623692,-4.9992256
2014-04-05T19:41:00.000Z,20.090488,58.622688,-4.9989681
2014-04-05T19:42:00.000Z,20.083206,58.621689,-4.9987087
2014-04-05T19:43:00.000Z,20.075893,58.620625,-4.9985924
2014-04-05T19:44:00.000Z,20.068596,58.619625,-4.9983330
2014-04-05T19:45:00.000Z,20.065214,58.617283,-4.9980717
2014-04-05T19:46:00.000Z,20.057873,58.616302,-4.9978123
2014-04-05T19:47:00.000Z,20.050556,58.615398,-4.9977608
2014-04-05T19:48:00.000Z,20.043213,58.614414,-4.9975033
2014-04-05T19:49:00.000Z,20.035843,58.613434,-4.9972420
2014-04-05T19:50:00.000Z,20.032381,58.611122,-4.9969826
2014-04-05T19:51:00.000Z,20.024977,58.610096,-4.9968681
2014-04-05T19:52:00.000Z,20.017601,58.609268,-4.9966698
2014-04-05T19:53:00.000Z,20.010185,58.608307,-4.9964123
2014-04-05T19:54:00.000Z,20.002752,58.607349,-4.9961510
2014-04-05T19:55:00.000Z,19.995302,58.606331,-4.9960346
2014-04-05T19:56:00.000Z,19.991819,58.604172,-4.9958382
2014-04-05T19:57:00.000Z,19.984343,58.603226,-4.9955788
2014-04-05T19:58:00.000Z,19.976864,58.602283,-4.9953213
2014-04-05T19:59:00.000Z,19.969395,58.601421,-4.9952679
2014-04-05T20:00:00.000Z,19.961887,58.600483,-4.9950066
2014-04-05T20:01:00.000Z,19.958292,58.598221,-4.9947472
2014-04-05T20:02:00.000Z,19.950809,58.597427,-4.9945507
2014-04-05T20:03:00.000Z,19.943256,58.596508,-4.9942894
2014-04-05T20:04:00.000Z,19.935686,58.595524,-4.9941769
2014-04-05T20:05:00.000Z,19.928156,58.594742,-4.9939785
2014-04-05T20:06:00.000Z,19.920574,58.593826,-4.9937172
2014-04-05T20:07:00.000Z,19.916956,58.591717,-4.9935246
2014-04-05T20:08:00.000Z,19.909359,58.590805,-4.9932632
2014-04-05T20:09:00.000Z,19.901730,58.589905,-4.9930038
2014-04-05T20:10:00.000Z,19.894123,58.589081,-4.9929485
2014-04-05T20:11:00.000Z,19.886480,58.588188,-4.9926910
2014-04-05T20:12:00.000Z,19.878878,58.587429,-4.9924946
2014-04-05T20:13:00.000Z,19.875130,58.585205,-4.9922352
2014-04-05T20:14:00.000Z,19.867496,58.584457,-4.9920368
2014-04-05T20:15:00.000Z,19.859808,58.583576,-4.9917774
2014-04-05T20:16:00.000Z,19.852125,58.582779,-4.9917259
2014-04-05T20:17:00.000Z,19.844406,58.581898,-4.9914646
2014-04-05T20:18:00.000Z,19.840666,58.579830,-4.9912682
2014-04-05T20:19:00.000Z,19.832956,58.579105,-4.9910717
2014-04-05T20:20:00.000Z,19.825209,58.578243,-4.9908104
2014-04-05T20:21:00.000Z,19.817484,58.577515,-4.9906158
2014-04-05T20:22:00.000Z,19.809719,58.576653,-4.9903564
2014-04-05T20:23:00.000Z,19.801979,58.575943,-4.9901581
2014-04-05T20:24:00.000Z,19.798136,58.573895,-4.9899597
2014-04-05T20:25:00.000Z,19.790340,58.573044,-4.9897022
