,Start,Stop,Pearson,Slope,MAPE,Ratio,RMSE,RMSE_Artemis,RMSE_Omni,RMSE_Avg
0,2015-03-17 04:50:00,2015-03-17 05:49:00,2,2,4,4,2,4,2,4
1,2015-03-17 04:51:00,2015-03-17 05:50:00,2,2,4,4,2,4,4,4
2,2015-03-17 04:52:00,2015-03-17 05:51:00,2,2,2,2,2,5,2,2
3,2015-03-17 04:53:00,2015-03-17 05:52:00,2,2,2,2,2,2,2,2
4,2015-03-17 04:54:00,2015-03-17 05:53:00,2,2,2,2,2,2,2,2
5,2015-03-17 04:55:00,2015-03-17 05:54:00,2,2,4,4,2,4,2,4
6,2015-03-17 04:56:00,2015-03-17 05:55:00,2,2,4,4,2,4,4,4
7,2015-03-17 04:57:00,2015-03-17 05:56:00,2,2,5,5,4,4,4,4
8,2015-03-17 04:58:00,2015-03-17 05:57:00,2,4,4,4,4,4,4,4
9,2015-03-17 04:59:00,2015-03-17 05:58:00,2,4,5,5,5,5,5,5
10,2015-03-17 05:00:00,2015-03-17 05:59:00,2,5,5,5,4,5,4,4
11,2015-03-17 05:01:00,2015-03-17 06:00:00,2,5,5,5,4,5,2,3
12,2015-03-17 05:02:00,2015-03-17 06:01:00,2,5,5,5,4,5,2,4
13,2015-03-17 05:03:00,2015-03-17 06:02:00,2,6,5,5,4,5,2,4
14,2015-03-17 05:04:00,2015-03-17 06:03:00,2,6,5,5,4,5,2,4
15,2015-03-17 05:05:00,2015-03-17 06:04:00,2,7,5,5,4,7,2,4
16,2015-03-17 05:06:00,2015-03-17 06:05:00,4,6,5,5,4,7,2,4
17,2015-03-17 05:07:00,2015-03-17 06:06:00,2,3,5,5,5,4,2,2
18,2015-03-17 05:08:00,2015-03-17 06:07:00,2,20,5,5,3,28,2,2
19,2015-03-17 05:09:00,2015-03-17 06:08:00,2,25,2,2,3,2,2,2
20,2015-03-17 05:10:00,2015-03-17 06:09:00,2,2,2,2,3,2,2,2
21,2015-03-17 05:11:00,2015-03-17 06:10:00,2,2,2,2,3,2,2,2
22,2015-03-17 05:12:00,2015-03-17 06:11:00,2,2,2,2,3,2,2,2
23,2015-03-17 05:13:00,2015-03-17 06:12:00,3,1,2,2,3,2,2,2
24,2015-03-17 05:14:00,2015-03-17 06:13:00,3,1,2,2,3,2,2,2
25,2015-03-17 05:15:00,2015-03-17 06:14:00,3,1,2,2,3,2,2,2
26,2015-03-17 05:16:00,2015-03-17 06:15:00,3,1,2,2,3,2,2,2
27,2015-03-17 05:17:00,2015-03-17 06:16:00,2,1,2,2,3,2,2,2
28,2015-03-17 05:18:00,2015-03-17 06:17:00,2,1,2,2,3,2,2,2
29,2015-03-17 05:19:00,2015-03-17 06:18:00,3,1,2,2,3,2,2,2
30,2015-03-17 05:20:00,2015-03-17 06:19:00,3,1,2,2,3,2,2,2
31,2015-03-17 05:21:00,2015-03-17 06:20:00,3,1,2,2,3,2,2,2
32,2015-03-17 05:22:00,2015-03-17 06:21:00,3,1,2,2,3,2,2,2
33,2015-03-17 05:23:00,2015-03-17 06:22:00,3,1,2,2,3,2,2,2
34,2015-03-17 05:24:00,2015-03-17 06:23:00,3,1,2,2,3,2,2,2
35,2015-03-17 05:25:00,2015-03-17 06:24:00,3,7,2,2,3,2,2,2
36,2015-03-17 05:26:00,2015-03-17 06:25:00,3,7,2,2,3,2,2,2
37,2015-03-17 05:27:00,2015-03-17 06:26:00,3,9,2,2,3,2,2,2
38,2015-03-17 05:28:00,2015-03-17 06:27:00,3,9,2,2,3,2,2,2
39,2015-03-17 05:29:00,2015-03-17 06:28:00,3,9,2,2,3,2,2,2
40,2015-03-17 05:30:00,2015-03-17 06:29:00,3,15,2,2,3,2,2,2
41,2015-03-17 05:31:00,2015-03-17 06:30:00,3,17,2,2,3,2,2,2
42,2015-03-17 05:32:00,2015-03-17 06:31:00,3,20,2,2,3,2,2,2
43,2015-03-17 05:33:00,2015-03-17 06:32:00,3,11,2,2,3,2,2,2
44,2015-03-17 05:34:00,2015-03-17 06:33:00,3,10,2,2,3,2,2,2
45,2015-03-17 05:35:00,2015-03-17 06:34:00,2,27,2,2,3,2,2,2
46,2015-03-17 05:36:00,2015-03-17 06:35:00,3,9,3,3,3,3,2,2
47,2015-03-17 05:37:00,2015-03-17 06:36:00,3,9,2,2,3,2,2,2
48,2015-03-17 05:38:00,2015-03-17 06:37:00,3,9,2,2,3,2,2,2
49,2015-03-17 05:39:00,2015-03-17 06:38:00,3,8,2,2,3,2,2,2
50,2015-03-17 05:40:00,2015-03-17 06:39:00,3,7,2,2,3,2,2,2
51,2015-03-17 05:41:00,2015-03-17 06:40:00,3,7,2,2,3,2,2,2
52,2015-03-17 05:42:00,2015-03-17 06:41:00,3,6,2,2,3,2,7,2
53,2015-03-17 05:43:00,2015-03-17 06:42:00,3,6,2,2,3,2,7,2
54,2015-03-17 05:44:00,2015-03-17 06:43:00,3,6,2,2,3,2,7,2
55,2015-03-17 05:45:00,2015-03-17 06:44:00,3,6,2,2,3,2,7,2
56,2015-03-17 05:46:00,2015-03-17 06:45:00,3,6,2,2,3,2,7,2
57,2015-03-17 05:47:00,2015-03-17 06:46:00,3,6,2,2,3,2,7,2
