UT__yyyy-mm-ddThh:mm:ss.sssZ,BX_FGS-D_(@_1_)_nT_GSE,BY_FGS-D_(@_2_)_nT_GSE,BZ_FGS-D_(@_3_)_nT_GSE
2011-12-28T16:50:02.646Z,-4.19344,4.54102,-6.89051
2011-12-28T16:50:05.677Z,-4.06211,4.15282,-7.72969
2011-12-28T16:50:08.709Z,-4.17025,4.21891,-7.50627
2011-12-28T16:50:11.740Z,-4.22281,4.21119,-7.19947
2011-12-28T16:50:14.772Z,-4.27945,4.38821,-7.25301
2011-12-28T16:50:17.803Z,-4.16170,4.09515,-7.30539
2011-12-28T16:50:20.835Z,-4.25583,4.12527,-7.65564
2011-12-28T16:50:23.866Z,-4.24527,3.73201,-7.39044
2011-12-28T16:50:26.898Z,-4.12012,4.20050,-7.18619
2011-12-28T16:50:29.929Z,-4.38101,4.19101,-8.38480
2011-12-28T16:50:32.961Z,-4.02378,4.41806,-7.00674
2011-12-28T16:50:35.992Z,-3.98425,5.48832,-6.53581
2011-12-28T16:50:39.024Z,-3.91893,5.69815,-6.54019
2011-12-28T16:50:42.055Z,-3.81610,5.70718,-6.45588
2011-12-28T16:50:45.087Z,-3.95976,5.35029,-6.48854
2011-12-28T16:50:48.118Z,-4.31455,5.72615,-6.03709
2011-12-28T16:50:51.150Z,-3.85580,5.47377,-5.64084
2011-12-28T16:50:54.181Z,-3.40527,5.13674,-5.85421
2011-12-28T16:50:57.213Z,-3.08948,5.18858,-5.73419
2011-12-28T16:51:00.244Z,-2.73005,5.57373,-5.73681
2011-12-28T16:51:03.276Z,-2.52560,5.34926,-5.91493
2011-12-28T16:51:06.307Z,-2.85796,5.26955,-6.38425
2011-12-28T16:51:09.339Z,-3.01695,5.22718,-6.76226
2011-12-28T16:51:12.370Z,-3.53019,5.68290,-6.59973
2011-12-28T16:51:15.402Z,-3.76307,5.68737,-6.15943
2011-12-28T16:51:18.433Z,-3.83848,5.75002,-5.45052
2011-12-28T16:51:21.465Z,-3.76580,5.96951,-5.46659
2011-12-28T16:51:24.496Z,-3.69124,5.75658,-4.95152
2011-12-28T16:51:27.528Z,-3.49248,5.97392,-5.07227
2011-12-28T16:51:30.559Z,-3.37443,5.77022,-5.15397
2011-12-28T16:51:33.591Z,-3.28413,5.61000,-5.25369
2011-12-28T16:51:36.622Z,-3.41133,5.70880,-5.14285
2011-12-28T16:51:39.654Z,-3.37768,6.07330,-5.08808
2011-12-28T16:51:42.685Z,-3.34440,6.24202,-4.68490
2011-12-28T16:51:45.717Z,-3.82339,6.07636,-4.70999
2011-12-28T16:51:48.748Z,-4.26759,5.48315,-5.10253
2011-12-28T16:51:51.780Z,-4.97501,6.31480,-5.33506
2011-12-28T16:51:54.811Z,-4.66691,4.46234,-4.51376
2011-12-28T16:51:57.843Z,-4.83459,3.30946,-5.17603
2011-12-28T16:52:00.874Z,-5.18555,3.87271,-7.59871
2011-12-28T16:52:03.906Z,-3.82913,4.46584,-7.71954
2011-12-28T16:52:06.937Z,-3.04980,6.72979,-6.90335
2011-12-28T16:52:09.969Z,-3.85844,6.92998,-3.14055
2011-12-28T16:52:13.000Z,-5.26927,4.14594,-2.53583
2011-12-28T16:52:16.032Z,-6.17700,3.66212,-2.40235
2011-12-28T16:52:19.063Z,-7.03301,5.40019,-2.62258
2011-12-28T16:52:22.095Z,-7.49716,7.50954,-1.86606
2011-12-28T16:52:25.126Z,-5.06468,5.15573,-2.63056
2011-12-28T16:52:28.158Z,-5.70188,2.96376,-1.61675
2011-12-28T16:52:31.189Z,-7.24160,7.89193,0.0196870
2011-12-28T16:52:34.221Z,-5.00622,7.18727,-4.42800
2011-12-28T16:52:37.252Z,-4.20890,6.77030,-5.37601
2011-12-28T16:52:40.284Z,-4.54783,6.62786,-4.79569
2011-12-28T16:52:43.316Z,-3.59801,5.94924,-4.84317
2011-12-28T16:52:46.347Z,-4.12001,5.72885,-5.14703
2011-12-28T16:52:49.379Z,-4.48986,6.85997,-6.43858
2011-12-28T16:52:52.410Z,-5.82575,7.28312,-5.56925
2011-12-28T16:52:55.442Z,-5.39097,7.40226,-4.01885
2011-12-28T16:52:58.473Z,-3.70232,7.14519,-3.35064
2011-12-28T16:53:01.505Z,-3.65939,6.93233,-3.69371
2011-12-28T16:53:04.536Z,-2.84255,5.73149,-4.26808
2011-12-28T16:53:07.568Z,-2.85486,5.36235,-5.00574
2011-12-28T16:53:10.599Z,-2.76080,5.53385,-5.50964
2011-12-28T16:53:13.631Z,-3.30484,5.85355,-6.35350
2011-12-28T16:53:16.662Z,-4.60408,6.39852,-5.98016
2011-12-28T16:53:19.694Z,-5.02360,6.60009,-5.04510
2011-12-28T16:53:22.725Z,-5.05695,6.08850,-4.22485
2011-12-28T16:53:25.757Z,-5.71757,5.70101,-4.60808
2011-12-28T16:53:28.788Z,-5.72887,7.43639,-4.56778
2011-12-28T16:53:31.820Z,-3.75224,6.49448,-3.99205
2011-12-28T16:53:34.851Z,-3.99412,6.32052,-3.08509
2011-12-28T16:53:37.883Z,-3.67186,6.93083,-2.91311
2011-12-28T16:53:40.914Z,-2.90923,6.76803,-2.71336
2011-12-28T16:53:43.946Z,-2.68031,6.91809,-3.27158
2011-12-28T16:53:46.977Z,-2.99133,6.54737,-3.34808
2011-12-28T16:53:50.009Z,-3.07629,6.89349,-2.95791
2011-12-28T16:53:53.040Z,-2.99723,7.58671,-2.70045
2011-12-28T16:53:56.072Z,-3.06502,7.63055,-3.16859
2011-12-28T16:53:59.103Z,-3.26257,7.47290,-3.54452
2011-12-28T16:54:02.135Z,-3.79735,7.39809,-3.94279
2011-12-28T16:54:05.166Z,-3.74252,6.82147,-4.27490
2011-12-28T16:54:08.198Z,-3.86310,7.07916,-3.98014
2011-12-28T16:54:11.229Z,-3.54784,6.68272,-4.25476
2011-12-28T16:54:14.261Z,-3.55817,7.01560,-4.03510
2011-12-28T16:54:17.292Z,-3.33859,7.54333,-3.50992
2011-12-28T16:54:20.324Z,-3.51580,7.23272,-3.51334
2011-12-28T16:54:23.355Z,-3.91015,6.58166,-3.72789
2011-12-28T16:54:26.387Z,-3.51736,6.17058,-4.19664
2011-12-28T16:54:29.418Z,-3.91469,6.70064,-4.32503
2011-12-28T16:54:32.450Z,-4.14875,7.47260,-4.96501
2011-12-28T16:54:35.481Z,-2.56535,5.67174,-5.72234
2011-12-28T16:54:38.513Z,-2.21193,3.78715,-4.95372
2011-12-28T16:54:41.544Z,-3.91513,5.18021,-2.09350
2011-12-28T16:54:44.576Z,-2.04627,8.94679,1.49902
2011-12-28T16:54:47.607Z,-1.77927,8.13635,1.43546
2011-12-28T16:54:50.639Z,-2.31993,7.53862,1.46445
2011-12-28T16:54:53.670Z,-2.39555,7.07751,2.38480
2011-12-28T16:54:56.702Z,-2.19914,7.37514,2.57183
2011-12-28T16:54:59.733Z,-2.55331,7.16273,2.81754
2011-12-28T16:55:02.765Z,-2.05049,6.81195,3.63410
2011-12-28T16:55:05.796Z,-2.17419,7.15968,3.39376
2011-12-28T16:55:08.828Z,-1.99373,7.31041,2.79344
2011-12-28T16:55:11.859Z,-2.01139,7.26425,2.91432
2011-12-28T16:55:14.891Z,-2.01684,6.85043,3.38330
2011-12-28T16:55:17.922Z,-1.65621,6.75446,3.38524
2011-12-28T16:55:20.954Z,-1.48336,7.21036,2.88624
2011-12-28T16:55:23.985Z,-0.928553,6.66688,3.55216
2011-12-28T16:55:27.017Z,-0.504805,6.53307,3.72052
2011-12-28T16:55:30.048Z,-0.603888,6.78417,3.50096
2011-12-28T16:55:33.080Z,-0.552455,6.83861,3.37172
2011-12-28T16:55:36.111Z,-1.45706,7.31077,2.37821
2011-12-28T16:55:39.143Z,-1.48691,7.19130,2.30941
2011-12-28T16:55:42.174Z,-1.86735,7.30804,1.44957
2011-12-28T16:55:45.206Z,-1.97377,7.50614,1.43678
2011-12-28T16:55:48.237Z,-1.80015,7.48309,2.01296
2011-12-28T16:55:51.269Z,-2.00126,7.63241,1.36577
2011-12-28T16:55:54.300Z,-2.24168,7.74412,1.18519
2011-12-28T16:55:57.332Z,-2.22018,7.92038,1.51429
2011-12-28T16:56:00.363Z,-2.14998,7.85274,1.52693
2011-12-28T16:56:03.395Z,-2.23274,7.65129,1.67304
2011-12-28T16:56:06.426Z,-2.41143,7.78234,1.52298
2011-12-28T16:56:09.458Z,-2.16325,7.83273,1.53851
2011-12-28T16:56:12.489Z,-2.33804,7.82434,1.38515
2011-12-28T16:56:15.521Z,-2.09289,7.76314,1.71973
2011-12-28T16:56:18.552Z,-2.35540,7.77429,1.84317
2011-12-28T16:56:21.584Z,-2.35097,7.82868,1.66002
2011-12-28T16:56:24.615Z,-2.36844,7.95201,1.33776
2011-12-28T16:56:27.647Z,-2.30962,7.97275,1.39189
2011-12-28T16:56:30.678Z,-2.05278,7.96245,1.48427
2011-12-28T16:56:33.710Z,-2.07699,8.13992,1.57907
2011-12-28T16:56:36.741Z,-2.08073,7.95138,1.44539
2011-12-28T16:56:39.773Z,-1.54738,8.05514,1.78161
2011-12-28T16:56:42.804Z,-1.40837,7.97705,1.67100
2011-12-28T16:56:45.836Z,-2.07631,8.00578,1.26224
2011-12-28T16:56:48.867Z,-2.17367,7.89801,1.13632
2011-12-28T16:56:51.899Z,-1.75616,7.98393,1.61575
2011-12-28T16:56:54.930Z,-1.66270,8.23114,1.74497
2011-12-28T16:56:57.962Z,-1.62439,8.26362,1.79589
2011-12-28T16:57:00.993Z,-1.76856,8.18211,1.71078
2011-12-28T16:57:04.025Z,-1.71683,7.90662,1.61314
2011-12-28T16:57:07.056Z,-1.82392,7.91284,1.61162
2011-12-28T16:57:10.088Z,-1.98690,7.92516,1.45849
2011-12-28T16:57:13.119Z,-1.93965,8.00799,1.45940
2011-12-28T16:57:16.151Z,-2.19263,7.85060,1.43758
2011-12-28T16:57:19.182Z,-1.86796,7.96790,1.38637
2011-12-28T16:57:22.214Z,-1.92675,7.97540,1.25838
2011-12-28T16:57:25.245Z,-1.95972,8.12881,1.49790
2011-12-28T16:57:28.277Z,-1.54667,8.27528,1.69648
2011-12-28T16:57:31.308Z,-1.67362,8.13084,1.44877
2011-12-28T16:57:34.340Z,-1.84702,8.06526,1.43131
2011-12-28T16:57:37.371Z,-2.16402,7.69928,1.23348
2011-12-28T16:57:40.403Z,-2.11407,7.72617,1.18991
2011-12-28T16:57:43.434Z,-2.11800,7.83736,1.26707
