EPOCH__yyyy-mm-ddThh:mm:ss.sssZ,X_(@_x_)_RE,Y_(@_y_)_RE,Z_(@_z_)_RE
2011-12-28T16:20:00.000Z,38.090427,44.417446,4.9292693
2011-12-28T16:21:00.000Z,38.083382,44.428513,4.9298043
2011-12-28T16:22:00.000Z,38.079441,44.436928,4.9303412
2011-12-28T16:23:00.000Z,38.072273,44.448166,4.9308133
2011-12-28T16:24:00.000Z,38.065228,44.459236,4.9313493
2011-12-28T16:25:00.000Z,38.058205,44.470459,4.9318867
2011-12-28T16:26:00.000Z,38.051159,44.481533,4.9324207
2011-12-28T16:27:00.000Z,38.044136,44.492760,4.9329567
2011-12-28T16:28:00.000Z,38.040199,44.501358,4.9334927
2011-12-28T16:29:00.000Z,38.033157,44.512428,4.9340291
2011-12-28T16:30:00.000Z,38.026138,44.523651,4.9345498
2011-12-28T16:31:00.000Z,38.019115,44.534878,4.9350867
2011-12-28T16:32:00.000Z,38.012093,44.546108,4.9356213
2011-12-28T16:33:00.000Z,38.008171,44.554676,4.9361572
2011-12-28T16:34:00.000Z,38.001152,44.565903,4.9366794
2011-12-28T16:35:00.000Z,37.994274,44.577110,4.9372773
2011-12-28T16:36:00.000Z,37.987259,44.588341,4.9377985
2011-12-28T16:37:00.000Z,37.980251,44.599720,4.9383335
2011-12-28T16:38:00.000Z,37.973370,44.610931,4.9389324
2011-12-28T16:39:00.000Z,37.969471,44.619511,4.9394536
2011-12-28T16:40:00.000Z,37.962612,44.630878,4.9400377
2011-12-28T16:41:00.000Z,37.955593,44.642105,4.9405737
2011-12-28T16:42:00.000Z,37.948734,44.653477,4.9411569
2011-12-28T16:43:00.000Z,37.941738,44.664860,4.9416780
2011-12-28T16:44:00.000Z,37.934860,44.676071,4.9422755
2011-12-28T16:45:00.000Z,37.931080,44.684822,4.9428601
2011-12-28T16:46:00.000Z,37.924221,44.696186,4.9434443
2011-12-28T16:47:00.000Z,37.917366,44.707554,4.9440274
2011-12-28T16:48:00.000Z,37.910374,44.718937,4.9445496
2011-12-28T16:49:00.000Z,37.903515,44.730305,4.9451318
2011-12-28T16:50:00.000Z,37.899784,44.739021,4.9457169
2011-12-28T16:51:00.000Z,37.892944,44.750538,4.9463010
2011-12-28T16:52:00.000Z,37.886238,44.761890,4.9469481
2011-12-28T16:53:00.000Z,37.879383,44.773262,4.9475303
2011-12-28T16:54:00.000Z,37.872551,44.784786,4.9480991
2011-12-28T16:55:00.000Z,37.865696,44.796150,4.9486833
2011-12-28T16:56:00.000Z,37.861969,44.805050,4.9492674
2011-12-28T16:57:00.000Z,37.855259,44.816402,4.9499125
2011-12-28T16:58:00.000Z,37.848431,44.827927,4.9504828
2011-12-28T16:59:00.000Z,37.841736,44.839436,4.9511280
2011-12-28T17:00:00.000Z,37.834911,44.850952,4.9516978
2011-12-28T17:01:00.000Z,37.831329,44.859837,4.9523292
2011-12-28T17:02:00.000Z,37.824497,44.871357,4.9529133
2011-12-28T17:03:00.000Z,37.817814,44.882866,4.9535456
2011-12-28T17:04:00.000Z,37.811127,44.894371,4.9541764
2011-12-28T17:05:00.000Z,37.804291,44.905895,4.9547606
2011-12-28T17:06:00.000Z,37.797626,44.917561,4.9553928
2011-12-28T17:07:00.000Z,37.794094,44.926418,4.9560237
2011-12-28T17:08:00.000Z,37.787411,44.937920,4.9566550
2011-12-28T17:09:00.000Z,37.780739,44.949581,4.9572878
2011-12-28T17:10:00.000Z,37.774059,44.961094,4.9579191
2011-12-28T17:11:00.000Z,37.767395,44.972752,4.9585524
2011-12-28T17:12:00.000Z,37.760735,44.984413,4.9591675
2011-12-28T17:13:00.000Z,37.757328,44.993443,4.9598627
2011-12-28T17:14:00.000Z,37.750648,45.004955,4.9604931
2011-12-28T17:15:00.000Z,37.743988,45.016609,4.9611120
2011-12-28T17:16:00.000Z,37.737465,45.028259,4.9618049
2011-12-28T17:17:00.000Z,37.730827,45.040077,4.9624233
