UT__yyyy-mm-ddThh:mm:ss.sssZ,BX_FGS-D_(@_1_)_nT_GSE,BY_FGS-D_(@_2_)_nT_GSE,BZ_FGS-D_(@_3_)_nT_GSE
2011-12-28T16:20:00.251Z,-4.56515,1.49902,-10.7892
2011-12-28T16:20:04.324Z,-4.63816,1.62073,-10.6959
2011-12-28T16:20:08.397Z,-4.86789,1.85836,-10.8099
2011-12-28T16:20:12.470Z,-4.40354,1.48690,-11.3484
2011-12-28T16:20:16.543Z,-4.36475,1.67142,-11.4730
2011-12-28T16:20:20.616Z,-4.60846,1.90943,-11.2586
2011-12-28T16:20:24.688Z,-4.69901,1.77168,-11.2451
2011-12-28T16:20:28.761Z,-4.59298,1.41001,-11.1436
2011-12-28T16:20:32.834Z,-4.46949,1.29088,-11.1705
2011-12-28T16:20:36.907Z,-4.31568,1.32163,-11.4235
2011-12-28T16:20:40.980Z,-4.37998,1.14291,-11.4456
2011-12-28T16:20:45.053Z,-4.07635,0.478165,-11.6123
2011-12-28T16:20:49.126Z,-4.27461,0.879189,-11.6107
2011-12-28T16:20:53.199Z,-4.42113,0.714051,-11.4727
2011-12-28T16:20:57.272Z,-4.27573,0.678242,-11.3941
2011-12-28T16:21:01.345Z,-4.15860,0.786864,-11.3936
2011-12-28T16:21:05.418Z,-4.08176,0.194126,-11.3829
2011-12-28T16:21:09.491Z,-4.13890,0.280840,-11.1369
2011-12-28T16:21:13.564Z,-4.27036,0.375114,-11.5427
2011-12-28T16:21:17.636Z,-4.21100,0.400206,-11.6072
2011-12-28T16:21:21.709Z,-4.11596,0.581104,-11.6517
2011-12-28T16:21:25.782Z,-4.22837,0.0728925,-11.5369
2011-12-28T16:21:29.855Z,-3.95671,0.412378,-11.4518
2011-12-28T16:21:33.928Z,-3.91109,0.728864,-11.6106
2011-12-28T16:21:38.001Z,-4.16902,0.737040,-11.5689
2011-12-28T16:21:42.074Z,-4.02080,0.564563,-11.6441
2011-12-28T16:21:46.147Z,-4.07659,0.617863,-11.2426
2011-12-28T16:21:50.220Z,-4.57926,1.70986,-10.6946
2011-12-28T16:21:54.293Z,-4.42017,1.48138,-10.5479
2011-12-28T16:21:58.366Z,-4.00078,1.62464,-10.4028
2011-12-28T16:22:02.439Z,-4.10838,2.08663,-8.80674
2011-12-28T16:22:06.511Z,-4.15814,2.54038,-8.63221
2011-12-28T16:22:10.584Z,-4.11503,2.86980,-8.47595
2011-12-28T16:22:14.657Z,-4.03884,3.29071,-8.41063
2011-12-28T16:22:18.730Z,-3.51095,2.43829,-8.86039
2011-12-28T16:22:22.803Z,-3.32484,2.29066,-8.84073
2011-12-28T16:22:26.876Z,-3.25886,2.23196,-8.84580
2011-12-28T16:22:30.949Z,-3.15444,1.94120,-9.05533
2011-12-28T16:22:35.022Z,-3.22065,1.91774,-8.98329
2011-12-28T16:22:39.095Z,-3.11574,1.78579,-8.99838
2011-12-28T16:22:43.168Z,-2.91277,1.60428,-9.11849
2011-12-28T16:22:47.241Z,-3.01369,2.15242,-9.23443
2011-12-28T16:22:51.314Z,-3.29227,2.95985,-8.59917
2011-12-28T16:22:55.387Z,-3.44650,2.69573,-8.47619
2011-12-28T16:22:59.459Z,-3.40321,2.50666,-8.52312
2011-12-28T16:23:03.532Z,-3.53434,2.45824,-8.51640
2011-12-28T16:23:07.605Z,-3.38532,2.30690,-8.29189
2011-12-28T16:23:11.678Z,-3.39682,2.05808,-8.33564
2011-12-28T16:23:15.751Z,-3.41653,2.03872,-8.21756
2011-12-28T16:23:19.824Z,-3.52619,1.97011,-8.33527
2011-12-28T16:23:23.897Z,-3.61228,1.93533,-8.11406
2011-12-28T16:23:27.970Z,-3.70220,1.77241,-8.33704
2011-12-28T16:23:32.043Z,-3.23310,3.26502,-8.48742
2011-12-28T16:23:36.116Z,-3.80528,2.00236,-8.24496
2011-12-28T16:23:40.189Z,-3.89668,2.21187,-8.15668
2011-12-28T16:23:44.262Z,-4.05849,2.52614,-8.02553
2011-12-28T16:23:48.335Z,-3.66851,2.54510,-7.82614
2011-12-28T16:23:52.407Z,-3.18284,2.69062,-7.63898
2011-12-28T16:23:56.480Z,-3.42945,2.80337,-7.58248
2011-12-28T16:24:00.553Z,-3.19142,3.01355,-7.90544
2011-12-28T16:24:04.626Z,-3.26994,2.77486,-8.20938
2011-12-28T16:24:08.699Z,-3.28011,3.31867,-8.17284
2011-12-28T16:24:12.772Z,-3.26533,3.65178,-8.12342
2011-12-28T16:24:16.845Z,-3.47997,4.04451,-7.60468
2011-12-28T16:24:20.918Z,-3.59434,3.51786,-7.51824
2011-12-28T16:24:24.991Z,-2.69104,2.26678,-8.11056
