,Start,Stop,P(Bx),P(By),P(Bz),P(Vx),P(Vy),P(Vz),P(n),P(T),R(Bx),R(By),R(Bz),R(Vx),R(Vy),R(Vz),R(n),R(T)
0,2017-09-27 05:00:00,2017-09-27 05:59:00,0.6313920160039224,0.005770314613543824,,,,,,,,,,,,,,
1,2017-09-27 05:00:00,2017-09-27 05:59:00,0.6313920160039224,0.3408936377372256,0.005770314613543824,0.17912331599406633,,,,,,,,,,,,
2,2017-09-27 05:00:00,2017-09-27 05:59:00,0.6313920160039224,0.3408936377372256,0.8403079950125929,0.005770314613543824,0.17912331599406633,-0.34312103141259437,,,,,,,,,,
3,2017-09-27 05:00:00,2017-09-27 05:59:00,0.6313920160039224,0.3408936377372256,0.8403079950125929,0.17377468282785205,0.005770314613543824,0.17912331599406633,-0.34312103141259437,0.06691766317302696,,,,,,,,
4,2017-09-27 05:00:00,2017-09-27 05:59:00,0.6313920160039224,0.3408936377372256,0.8403079950125929,0.17377468282785205,0.4354282214251528,0.005770314613543824,0.17912331599406633,-0.34312103141259437,0.06691766317302696,0.10033093457796316,,,,,,
5,2017-09-27 05:00:00,2017-09-27 05:59:00,0.6313920160039224,0.3408936377372256,0.8403079950125929,0.17377468282785205,0.4354282214251528,0.5813720214913216,0.005770314613543824,0.17912331599406633,-0.34312103141259437,0.06691766317302696,0.10033093457796316,1.4996126362735775,,,,
6,2017-09-27 05:00:00,2017-09-27 05:59:00,0.6313920160039224,0.3408936377372256,0.8403079950125929,0.17377468282785205,0.4354282214251528,0.5813720214913216,0.6229675406858697,0.005770314613543824,0.17912331599406633,-0.34312103141259437,0.06691766317302696,0.10033093457796316,1.4996126362735775,1.760371185489143,,
7,2017-09-27 05:00:00,2017-09-27 05:59:00,0.6313920160039224,0.3408936377372256,0.8403079950125929,0.17377468282785205,0.4354282214251528,0.5813720214913216,0.6229675406858697,0.6625193068433042,0.005770314613543824,0.17912331599406633,-0.34312103141259437,0.06691766317302696,0.10033093457796316,1.4996126362735775,1.760371185489143,-0.8768194336851572
8,2017-09-27 05:01:00,2017-09-27 06:00:00,0.6261327111384515,0.010114190472884897,,,,,,,,,,,,,,
9,2017-09-27 05:01:00,2017-09-27 06:00:00,0.6261327111384515,0.33160149308642717,0.010114190472884897,0.16539907531177023,,,,,,,,,,,,
10,2017-09-27 05:01:00,2017-09-27 06:00:00,0.6261327111384515,0.33160149308642717,0.8403205054521836,0.010114190472884897,0.16539907531177023,-0.3546840096411508,,,,,,,,,,
11,2017-09-27 05:01:00,2017-09-27 06:00:00,0.6261327111384515,0.33160149308642717,0.8403205054521836,0.20589776750318217,0.010114190472884897,0.16539907531177023,-0.3546840096411508,0.0667372289366453,,,,,,,,
12,2017-09-27 05:01:00,2017-09-27 06:00:00,0.6261327111384515,0.33160149308642717,0.8403205054521836,0.20589776750318217,0.4322690769986141,0.010114190472884897,0.16539907531177023,-0.3546840096411508,0.0667372289366453,0.0957581493525216,,,,,,
13,2017-09-27 05:01:00,2017-09-27 06:00:00,0.6261327111384515,0.33160149308642717,0.8403205054521836,0.20589776750318217,0.4322690769986141,0.5815303106352631,0.010114190472884897,0.16539907531177023,-0.3546840096411508,0.0667372289366453,0.0957581493525216,1.5141293037668935,,,,
14,2017-09-27 05:01:00,2017-09-27 06:00:00,0.6261327111384515,0.33160149308642717,0.8403205054521836,0.20589776750318217,0.4322690769986141,0.5815303106352631,0.7221132449645656,0.010114190472884897,0.16539907531177023,-0.3546840096411508,0.0667372289366453,0.0957581493525216,1.5141293037668935,1.767055637258775,,
15,2017-09-27 05:01:00,2017-09-27 06:00:00,0.6261327111384515,0.33160149308642717,0.8403205054521836,0.20589776750318217,0.4322690769986141,0.5815303106352631,0.7221132449645656,0.6960121454632272,0.010114190472884897,0.16539907531177023,-0.3546840096411508,0.0667372289366453,0.0957581493525216,1.5141293037668935,1.767055637258775,-0.8777147542655048
16,2017-09-27 05:02:00,2017-09-27 06:01:00,0.6085980403562351,0.011043940690604903,,,,,,,,,,,,,,
17,2017-09-27 05:02:00,2017-09-27 06:01:00,0.6085980403562351,0.3301266181971693,0.011043940690604903,0.1587079670348529,,,,,,,,,,,,
18,2017-09-27 05:02:00,2017-09-27 06:01:00,0.6085980403562351,0.3301266181971693,0.8389624165084807,0.011043940690604903,0.1587079670348529,-0.36381838274330597,,,,,,,,,,
19,2017-09-27 05:02:00,2017-09-27 06:01:00,0.6085980403562351,0.3301266181971693,0.8389624165084807,0.237296076513074,0.011043940690604903,0.1587079670348529,-0.36381838274330597,0.0676237598422619,,,,,,,,
20,2017-09-27 05:02:00,2017-09-27 06:01:00,0.6085980403562351,0.3301266181971693,0.8389624165084807,0.237296076513074,0.4124241036382584,0.011043940690604903,0.1587079670348529,-0.36381838274330597,0.0676237598422619,0.09572027713413765,,,,,,
21,2017-09-27 05:02:00,2017-09-27 06:01:00,0.6085980403562351,0.3301266181971693,0.8389624165084807,0.237296076513074,0.4124241036382584,0.5841327009449115,0.011043940690604903,0.1587079670348529,-0.36381838274330597,0.0676237598422619,0.09572027713413765,1.5337110821399684,,,,
