,Start,Stop,Pearson,Slope,MAPE,Ratio,RMSE,RMSE_Artemis,RMSE_Omni,RMSE_Avg
0,2016-06-05 05:30:00,2016-06-05 06:29:00,17,17,15,15,15,15,15,15
1,2016-06-05 05:31:00,2016-06-05 06:30:00,18,17,1,1,16,16,16,16
2,2016-06-05 05:32:00,2016-06-05 06:31:00,18,18,1,1,17,17,17,17
3,2016-06-05 05:33:00,2016-06-05 06:32:00,18,18,1,1,18,18,18,18
4,2016-06-05 05:34:00,2016-06-05 06:33:00,19,19,1,1,19,19,1,19
5,2016-06-05 05:35:00,2016-06-05 06:34:00,19,19,1,1,1,1,1,1
6,2016-06-05 05:36:00,2016-06-05 06:35:00,20,20,1,1,1,1,1,1
7,2016-06-05 05:37:00,2016-06-05 06:36:00,20,21,1,1,1,1,1,1
8,2016-06-05 05:38:00,2016-06-05 06:37:00,21,22,1,1,1,1,1,1
9,2016-06-05 05:39:00,2016-06-05 06:38:00,22,23,1,1,1,1,1,1
10,2016-06-05 05:40:00,2016-06-05 06:39:00,24,24,1,1,1,1,1,1
11,2016-06-05 05:41:00,2016-06-05 06:40:00,24,24,1,1,1,1,1,1
12,2016-06-05 05:42:00,2016-06-05 06:41:00,18,18,1,1,1,1,1,1
13,2016-06-05 05:43:00,2016-06-05 06:42:00,18,18,1,1,1,1,1,1
14,2016-06-05 05:44:00,2016-06-05 06:43:00,18,18,1,1,1,1,1,1
15,2016-06-05 05:45:00,2016-06-05 06:44:00,18,18,1,1,1,1,1,1
16,2016-06-05 05:46:00,2016-06-05 06:45:00,18,18,1,1,2,2,2,2
17,2016-06-05 05:47:00,2016-06-05 06:46:00,18,18,1,1,3,3,3,3
18,2016-06-05 05:48:00,2016-06-05 06:47:00,18,18,1,1,4,4,4,4
19,2016-06-05 05:49:00,2016-06-05 06:48:00,18,18,1,1,5,5,5,5
20,2016-06-05 05:50:00,2016-06-05 06:49:00,18,18,1,1,6,6,6,6
21,2016-06-05 05:51:00,2016-06-05 06:50:00,18,18,1,1,7,7,7,7
22,2016-06-05 05:52:00,2016-06-05 06:51:00,19,18,1,1,8,9,8,8
23,2016-06-05 05:53:00,2016-06-05 06:52:00,19,19,1,1,10,10,1,1
24,2016-06-05 05:54:00,2016-06-05 06:53:00,19,18,1,1,1,1,1,1
25,2016-06-05 05:55:00,2016-06-05 06:54:00,19,18,1,1,1,1,1,1
26,2016-06-05 05:56:00,2016-06-05 06:55:00,19,18,1,1,1,1,1,1
27,2016-06-05 05:57:00,2016-06-05 06:56:00,28,18,1,1,1,1,1,1
28,2016-06-05 05:58:00,2016-06-05 06:57:00,29,29,1,1,1,1,1,1
29,2016-06-05 05:59:00,2016-06-05 06:58:00,29,29,1,1,1,1,1,1
30,2016-06-05 06:00:00,2016-06-05 06:59:00,30,30,1,1,1,1,1,1
31,2016-06-05 06:01:00,2016-06-05 07:00:00,30,30,2,2,2,2,2,2
32,2016-06-05 06:02:00,2016-06-05 07:01:00,30,30,3,3,2,2,2,2
33,2016-06-05 06:03:00,2016-06-05 07:02:00,30,30,4,4,3,3,3,3
34,2016-06-05 06:04:00,2016-06-05 07:03:00,30,30,5,5,5,5,5,5
35,2016-06-05 06:05:00,2016-06-05 07:04:00,30,30,6,6,7,7,7,7
36,2016-06-05 06:06:00,2016-06-05 07:05:00,30,30,7,7,8,8,8,8
37,2016-06-05 06:07:00,2016-06-05 07:06:00,30,30,8,8,9,9,9,9
38,2016-06-05 06:08:00,2016-06-05 07:07:00,30,30,9,9,10,10,10,10
39,2016-06-05 06:09:00,2016-06-05 07:08:00,30,30,10,10,11,11,11,11
40,2016-06-05 06:10:00,2016-06-05 07:09:00,30,30,11,11,12,12,12,12
41,2016-06-05 06:11:00,2016-06-05 07:10:00,30,30,12,12,13,13,13,13
42,2016-06-05 06:12:00,2016-06-05 07:11:00,30,30,13,13,13,13,13,13
43,2016-06-05 06:13:00,2016-06-05 07:12:00,14,14,14,14,14,14,14,14
44,2016-06-05 06:14:00,2016-06-05 07:13:00,14,14,15,15,15,15,15,15
