,Time,BX_GSE,BY_GSE,BZ_GSE,Vx,Vy,Vz,proton_density,T
0,2017-09-15 12:30:00,-3.2347138,4.3375635,1.3501861,-600.0888671875,-29.995620727539062,18.80253791809082,2.438328981399536,3042369.4209048087
1,2017-09-15 12:31:00,-3.321533,4.95245,0.16789709,-600.0888671875,-29.995620727539062,18.80253791809082,2.438328981399536,3042369.4209048087
2,2017-09-15 12:32:00,-2.8160381,4.8341002,0.85236055,-600.0888671875,-29.995620727539062,18.80253791809082,2.438328981399536,3042369.4209048087
3,2017-09-15 12:33:00,-2.3050308,4.782949,0.35784167,-600.0888671875,-29.995620727539062,18.80253791809082,2.438328981399536,3042369.4209048087
4,2017-09-15 12:34:00,-2.4914577,4.2092776,1.0471681,-603.3701239691841,-27.650404506259495,22.929100884331596,2.4489072958628335,2902984.761218474
5,2017-09-15 12:35:00,-1.9748996,4.0472827,-0.29118297,-606.651380750868,-25.305188284979927,27.055663850572373,2.4594856103261313,2763600.101532139
6,2017-09-15 12:36:00,2.1141825,0.71980804,-5.731603,-609.9326375325521,-22.959972063700356,31.182226816813152,2.4700639247894287,2624215.441845804
7,2017-09-15 12:37:00,2.6042058,-1.3707312,-6.515577,-613.2138943142361,-20.61475584242079,35.308789783053925,2.480642239252726,2484830.782159469
8,2017-09-15 12:38:00,1.6999382,1.2567215,-6.498643,-616.4951510959202,-18.26953962114122,39.43535274929471,2.491220553716024,2345446.122473134
9,2017-09-15 12:39:00,1.0343972,2.8711674,-6.5474052,-619.7764078776041,-15.924323399861652,43.561915715535484,2.5017988681793213,2206061.4627867993
10,2017-09-15 12:40:00,0.96125144,4.5982814,-5.018303,-623.0576646592882,-13.579107178582085,47.68847868177626,2.5123771826426187,2066676.8031004646
11,2017-09-15 12:41:00,0.840476,5.4079976,-3.1300924,-626.3389214409722,-11.233890957302517,51.815041648017036,2.5229554971059165,1927292.1434141297
12,2017-09-15 12:42:00,0.20127545,4.617438,-4.663602,-629.6201782226562,-8.88867473602295,55.94160461425781,2.533533811569214,1787907.4837277948
13,2017-09-15 12:43:00,-0.32587454,3.656615,-5.7814546,-629.8397827148438,-8.698836697472466,55.995201110839844,2.5249155362447104,1789884.4409123573
14,2017-09-15 12:44:00,0.99160665,4.6786866,-4.3080215,-630.0593872070312,-8.508998658921984,56.048797607421875,2.5162972609202066,1791861.3980969198
15,2017-09-15 12:45:00,1.4160836,4.9971633,-3.6504242,-630.2789916992188,-8.3191606203715,56.102394104003906,2.507678985595703,1793838.3552814822
16,2017-09-15 12:46:00,1.2093211,4.5892286,-4.5939927,-630.4985961914062,-8.129322581821018,56.15599060058594,2.4990607102711997,1795815.3124660447
17,2017-09-15 12:47:00,2.5293996,4.387191,-4.176605,-630.7182006835938,-7.9394845432705345,56.20958709716797,2.490442434946696,1797792.269650607
18,2017-09-15 12:48:00,1.9946386,3.5370843,-5.2092667,-630.9378051757812,-7.749646504720052,56.26318359375,2.4818241596221924,1799769.2268351694
19,2017-09-15 12:49:00,0.47241476,5.404426,-2.877092,-631.1574096679688,-7.559808466169569,56.31678009033203,2.473205884297689,1801746.1840197318
20,2017-09-15 12:50:00,-0.27849987,5.1394076,-2.5753837,-631.3770141601562,-7.369970427619086,56.37037658691406,2.464587608973185,1803723.1412042943
21,2017-09-15 12:51:00,0.26856336,4.7326226,-4.4991126,-631.5966186523438,-7.1801323890686035,56.423973083496094,2.4559693336486816,1805700.0983888567
22,2017-09-15 12:52:00,-0.20780553,2.8602602,-5.8058743,-629.9567260742188,-7.38658873240153,55.18716812133789,2.486594729953342,1801187.0138104183
23,2017-09-15 12:53:00,-0.64729375,2.596813,-6.0965247,-628.3168334960938,-7.593045075734456,53.95036315917969,2.5172201262580023,1796673.92923198
24,2017-09-15 12:54:00,0.17990413,2.3503785,-6.359218,-626.6769409179688,-7.799501419067383,52.713558197021484,2.5478455225626626,1792160.8446535415
25,2017-09-15 12:55:00,-0.8814493,4.3837557,-2.932741,-625.0370483398438,-8.005957762400309,51.47675323486328,2.578470918867323,1787647.760075103
26,2017-09-15 12:56:00,-1.6082261,5.228671,-1.5220529,-623.3971557617188,-8.212414105733236,50.23994827270508,2.6090963151719837,1783134.6754966648
27,2017-09-15 12:57:00,-0.9135526,5.1843376,-0.4130117,-621.7572631835938,-8.418870449066162,49.003143310546875,2.639721711476644,1778621.5909182264
28,2017-09-15 12:58:00,-1.2809737,5.281559,-1.8506908,-620.1173706054688,-8.625326792399088,47.76633834838867,2.6703471077813044,1774108.506339788
29,2017-09-15 12:59:00,-1.331107,5.1825733,-0.6464059,-618.4774780273438,-8.831783135732016,46.52953338623047,2.7009725040859647,1769595.4217613495
30,2017-09-15 13:00:00,-2.3513894,4.678673,-2.2012095,-616.8375854492188,-9.038239479064941,45.292728424072266,2.731597900390625,1765082.337182911
31,2017-09-15 13:01:00,-2.618704,4.466253,-1.1052443,-564.561292860243,-33.727684020996094,57.647359212239586,2.5136038859685264,3703328.204159001
32,2017-09-15 13:02:00,-2.6100407,4.4435115,-0.07385946,-512.2850002712673,-58.417128562927246,70.0019900004069,2.2956098715464273,5641574.071135091
33,2017-09-15 13:03:00,-2.8130085,4.745435,-1.0310848,-460.0087076822917,-83.1065731048584,82.35662078857422,2.0776158571243286,7579819.93811118
34,2017-09-15 13:04:00,-2.5351567,4.490585,-1.9730129,-407.732415093316,-107.79601764678955,94.71125157674155,1.85962184270223,9518065.80508727
