,Start,Stop,P(Bx),P(By),P(Bz),P(Vx),P(Vy),P(Vz),P(n),P(T),Offset (Bx),Offset (By),Offset (Bz),Offset (Vx),Offset (Vy),Offset (Vz),Offset (n),Offset (T),Avg Bx,Avg By,Avg Bz,Avg Vx,Avg Vy,Avg Vz,Avg n,Avg T
0,2015-04-20 20:40:00,2015-04-20 21:40:00,0.7565103821883487,0.8537293131326388,0.913883652138654,0.45923482230910234,0.9246403875608971,0.6654347067460851,0.26048798487602165,0.2859035438479826,9,11,12,13,13,10,19,0,-4.005166530609131,9.998833656311035,2.493666887283325,-421.1558532714844,-39.41083526611328,-32.8025016784668,21.105915069580078,57032.890625
1,2015-04-20 20:41:00,2015-04-20 21:41:00,0.738177707051991,0.8516826824871556,0.9197132583916929,0.49316883626893465,0.9272709078509918,0.6760995928203365,0.2682553890431339,0.32539528056266787,10,11,12,13,13,10,0,0,-3.9696667194366455,9.989500045776367,2.37766695022583,-421.30584716796875,-39.41917037963867,-32.56916809082031,21.165748596191406,56874.140625
2,2015-04-20 20:42:00,2015-04-20 21:42:00,0.7393692611487014,0.8490114403966066,0.9233572738624646,0.5086968603348547,0.9295115499571572,0.6908060519026156,0.2932712634755315,0.3819401681988356,8,11,12,13,13,10,0,0,-3.9148333072662354,9.987667083740234,2.260666847229004,-421.58587646484375,-39.442501068115234,-32.26749801635742,21.238582611083984,56581.4765625
3,2015-04-20 20:43:00,2015-04-20 21:43:00,0.7537289819940023,0.8502401126783286,0.9286440103752319,0.4924636814625319,0.9318155087820105,0.6936478079368036,0.322167608918602,0.42674901549635674,8,11,12,13,13,10,0,0,-3.896833658218384,9.994832992553711,2.2338333129882812,-421.6841735839844,-39.43250274658203,-32.1875,21.32041358947754,56287.7265625
4,2015-04-20 20:44:00,2015-04-20 21:44:00,0.765853932401097,0.8518274157221744,0.9260770205117851,0.5176537637875649,0.9351151021486703,0.6582390636892761,0.3224825409464371,0.44895516036348593,8,11,12,13,13,10,0,0,-3.880000114440918,9.996000289916992,2.194499969482422,-421.8058166503906,-39.3841667175293,-32.170833587646484,21.384082794189453,56048.125
5,2015-04-20 20:45:00,2015-04-20 21:45:00,0.7651502473868689,0.8541354801415059,0.9329652126445738,0.5099639933377812,0.9366243047066289,0.6482875700997349,0.28977216658359134,0.48400105127947984,8,11,12,13,13,10,0,0,-3.87416672706604,9.987833023071289,2.1511664390563965,-421.86578369140625,-39.33250427246094,-32.285831451416016,21.46875,56073.05859375
6,2015-04-20 20:46:00,2015-04-20 21:46:00,0.7640870789949706,0.8523887945492002,0.9374345212981503,0.48804551858425355,0.9359076114928175,0.6016761029879665,0.23737731724435293,0.5299031570734076,8,12,12,13,13,11,0,0,-3.81850004196167,9.978167533874512,2.065499782562256,-421.8658447265625,-39.270835876464844,-32.51250076293945,21.56224822998047,56193.05859375
7,2015-04-20 20:47:00,2015-04-20 21:47:00,0.7659914245673176,0.851172572278721,0.9416151226030733,0.5169058492247143,0.9321459086828265,0.6385324108109185,0.24886576280956957,0.5299461782256861,8,12,12,13,13,10,6,0,-3.736832857131958,9.960000991821289,1.9598331451416016,-422.1582946777344,-39.21417236328125,-32.28916549682617,21.643163681030273,56097.7734375
8,2015-04-20 20:48:00,2015-04-20 21:48:00,0.7847568130320743,0.8500904943433493,0.9446240568718017,0.5424172766462937,0.9328949666282108,0.6797448239337406,0.271985710919039,0.5015754516605769,7,12,12,13,13,10,6,0,-3.676833152770996,9.927167892456055,1.8574998378753662,-422.4716491699219,-39.154170989990234,-32.000831604003906,21.707496643066406,55904.4765625
9,2015-04-20 20:49:00,2015-04-20 21:49:00,0.8069065956708765,0.8487722329321697,0.9474129645748507,0.5679090893846465,0.9271624621868401,0.7199557447235627,0.2956676284228808,0.45573769165145284,7,12,12,13,13,3,6,0,-3.60433292388916,9.910833358764648,1.7423335313796997,-422.7366638183594,-39.05750274658203,-31.74916648864746,21.771665573120117,55647.69140625
10,2015-04-20 20:50:00,2015-04-20 21:50:00,0.8152039709860572,0.8511601995805189,0.9557271067438957,0.5822457687683728,0.9213638918470387,0.7273420401505413,0.29641624641452696,0.4278037135622557,7,12,12,14,14,11,6,0,-3.492500066757202,9.894665718078613,1.5741665363311768,-423.1533203125,-39.01750183105469,-31.29749870300293,21.9010009765625,55494.2578125
11,2015-04-20 20:51:00,2015-04-20 21:51:00,0.827357460966315,0.8570627101118516,0.9632145768090948,0.5973041844996001,0.9203364048718514,0.7450282592546915,0.2744033944189614,0.4273753701343025,7,12,12,14,14,3,7,0,-3.373999834060669,9.873666763305664,1.400999903678894,-423.62164306640625,-38.84917068481445,-30.812498092651367,22.032499313354492,55308.890625
12,2015-04-20 20:52:00,2015-04-20 21:52:00,0.8377364708287103,0.8574086432420446,0.9692091318480286,0.6187804919751857,0.9188760700343973,0.7619596280883025,0.2161215317300115,0.4330661864069185,7,12,12,13,14,3,7,0,-3.25516676902771,9.830333709716797,1.2250001430511475,-424.10333251953125,-38.630836486816406,-30.35249900817871,22.141666412353516,55109.44140625
13,2015-04-20 20:53:00,2015-04-20 21:53:00,0.8286225309971204,0.8464709372886029,0.9716310641211781,0.6291861651991822,0.918163779338121,0.7615418141924559,0.2013062299917241,0.4533482486569494,7,12,12,14,14,2,8,8,-3.1731667518615723,9.811165809631348,1.089500069618225,-424.4899597167969,-38.404170989990234,-30.09749984741211,22.158164978027344,55089.19140625
14,2015-04-20 20:54:00,2015-04-20 21:54:00,0.829315448671349,0.822368457543679,0.9735825416141644,0.6392073593354973,0.908177076009876,0.7637026749931325,0.18051918317841056,0.4805318881640955,8,12,12,15,14,2,8,8,-3.073277711868286,9.781888961791992,0.9076666235923767,-424.8633117675781,-38.19850540161133,-29.821834564208984,22.16579818725586,55108.6796875
15,2015-04-20 20:55:00,2015-04-20 21:55:00,0.8354071114133039,0.7821084689547232,0.9724573060046554,0.6664776965858726,0.8960669119837763,0.7681370268122487,0.1547686835039599,0.52998338195145,8,12,12,16,14,2,7,8,-2.9551665782928467,9.742499351501465,0.7078333497047424,-425.3116455078125,-37.99383544921875,-29.370502471923828,22.242565155029297,55333.28515625
16,2015-04-20 20:56:00,2015-04-20 21:56:00,0.8419491498935734,0.8024157887692289,0.9739530904793675,0.6825419643576133,0.8795994316345357,0.7747821938800199,0.16319289806998247,0.5590520783630172,8,10,12,16,14,2,7,8,-2.8284997940063477,9.687167167663574,0.49016672372817993,-425.7550048828125,-37.7718391418457,-28.85849952697754,22.319965362548828,55524.98046875
17,2015-04-20 20:57:00,2015-04-20 21:57:00,0.8455117713251193,0.8088266886733754,0.9720153444120129,0.6814103209721066,0.8776848178032693,0.7794697027608725,0.124253694114502,0.6306274735884587,8,11,12,16,14,2,7,8,-2.7155001163482666,9.644500732421875,0.3099999725818634,-426.1266174316406,-37.7025032043457,-28.405832290649414,22.322500228881836,56138.33984375
18,2015-04-20 20:58:00,2015-04-20 21:58:00,0.8487287220643575,0.7886040119224135,0.9691549836053909,0.6783502137312418,0.8762997499588521,0.7780588959294501,0.10795231492755465,0.6862367240342234,8,12,12,16,14,2,19,8,-2.621833324432373,9.60383415222168,0.11433334648609161,-426.4666442871094,-37.68250274658203,-27.940832138061523,22.3143310546875,56782.609375
19,2015-04-20 20:59:00,2015-04-20 21:59:00,0.8475520238155878,0.7701443986510985,0.9633980103339584,0.6508769012119721,0.8256230731866072,0.7740965253989321,0.10696423467181398,0.699594696030006,8,9,12,16,15,2,19,8,-2.5398333072662354,9.586501121520996,-0.05166662484407425,-426.6432800292969,-37.899166107177734,-27.50083351135254,22.32149887084961,57122.44140625
20,2015-04-20 21:00:00,2015-04-20 22:00:00,0.8445500074255267,0.7592855143824924,0.9574951348362861,0.6241185747521051,0.785832709948508,0.7721945292011497,0.11092499434910685,0.7001995581703216,8,9,12,16,16,2,19,8,-2.4766664505004883,9.643000602722168,-0.21449995040893555,-426.8016357421875,-38.21916198730469,-27.02916717529297,22.33449935913086,57445.0234375
