,Start,Stop,P(Bx),P(By),P(Bz),P(Vx),P(Vy),P(Vz),P(n),P(T),Offset (Bx),Offset (By),Offset (Bz),Offset (Vx),Offset (Vy),Offset (Vz),Offset (n),Offset (T),Avg Bx,Avg By,Avg Bz,Avg Vx,Avg Vy,Avg Vz,Avg n,Avg T
0,2014-02-27 19:00:00,2014-02-27 20:00:00,0.8554565601366466,0.888333503037892,0.9075862409318997,0.6356293541642704,0.8335166768912288,0.5107748640525219,0.42553388896575783,0.8631587520039479,6,7,6,0,3,3,0,10,1.2323333024978638,1.9665000438690186,-13.944666862487793,-465.7366638183594,-19.240833282470703,-33.51082992553711,19.89900016784668,197697.609375
1,2014-02-27 19:01:00,2014-02-27 20:01:00,0.8538790653138286,0.8876554398063826,0.9067269207418769,0.6376145443010353,0.8290338944850413,0.49727495477518135,0.4509804961323143,0.8642083523917764,6,7,6,0,3,3,0,10,1.1439998149871826,2.1673333644866943,-13.767333030700684,-466.0183410644531,-18.719167709350586,-33.399166107177734,19.98866844177246,196876.21875
2,2014-02-27 19:02:00,2014-02-27 20:02:00,0.8559947449467474,0.8573075773418103,0.900212200289791,0.637278730517909,0.8210595621397155,0.5179128241608637,0.4518174039024049,0.859818786278035,5,6,6,0,2,3,0,10,1.056666612625122,2.196666717529297,-13.699000358581543,-466.2833251953125,-18.449167251586914,-33.535831451416016,20.018999099731445,196291.671875
3,2014-02-27 19:03:00,2014-02-27 20:03:00,0.8724388751064068,0.8551830273008286,0.8981135257491704,0.6291042267675798,0.8100759011379298,0.5327925827513288,0.4552466551283919,0.8571555320924221,5,6,6,0,2,3,0,10,0.9774999618530273,2.247000217437744,-13.629833221435547,-466.58837890625,-18.142499923706055,-33.7158317565918,20.074501037597656,195780.84375
4,2014-02-27 19:04:00,2014-02-27 20:04:00,0.8854495023325704,0.8585070143277146,0.8963818574358454,0.6206434432820844,0.7852736796982097,0.5428235312455691,0.4499872757338018,0.8595846310083138,6,6,6,0,2,3,0,10,0.8966665863990784,2.243333339691162,-13.58033275604248,-466.8466491699219,-17.69416618347168,-33.88083267211914,20.09716796875,195334.015625
5,2014-02-27 19:05:00,2014-02-27 20:05:00,0.8943099001972221,0.8632744921363672,0.885982087640749,0.6141128199280488,0.7550481690906937,0.5511636505889087,0.44889107930623556,0.8616114175341466,6,6,6,0,2,3,0,10,0.8086666464805603,2.2678334712982178,-13.50916576385498,-467.1067199707031,-17.234167098999023,-34.03916549682617,20.125,194958.6875
6,2014-02-27 19:06:00,2014-02-27 20:06:00,0.8958339910317058,0.8741235873625194,0.8848410953605964,0.6015114463631117,0.7178802978290086,0.5514997220347643,0.46307818302730197,0.8505287667714108,6,6,6,0,2,3,0,9,0.7354999780654907,2.299333095550537,-13.435832977294922,-467.4599914550781,-16.74916648864746,-34.170833587646484,20.19449806213379,194455.265625
7,2014-02-27 19:07:00,2014-02-27 20:07:00,0.8974487295447942,0.8735976865553687,0.8838092666952646,0.5894669804903636,0.6985143212019227,0.5377764902363453,0.4850360077068185,0.8484706511668889,6,6,6,0,2,3,0,9,0.666833221912384,2.315833330154419,-13.377665519714355,-467.8550109863281,-16.515832901000977,-34.07583236694336,20.25466537475586,193620.75
8,2014-02-27 19:08:00,2014-02-27 20:08:00,0.9005447511989638,0.8601894262638707,0.8349273106103504,0.5736260202968468,0.6591376335164872,0.5276456204424393,0.49834048562901795,0.8477511662796519,6,6,6,0,2,3,0,8,0.5638332962989807,2.311666250228882,-13.312999725341797,-468.39337158203125,-16.054166793823242,-34.04750061035156,20.344331741333008,192785.265625
9,2014-02-27 19:09:00,2014-02-27 20:09:00,0.9027611802305724,0.8613620058812921,0.822964611424107,0.5586505909128281,0.6270611731380428,0.5074467940400478,0.5074929981323721,0.8489428720569724,6,6,6,0,2,3,0,8,0.5036666393280029,2.370166540145874,-13.236833572387695,-468.74505615234375,-15.564166069030762,-33.9275016784668,20.393835067749023,191741.234375
10,2014-02-27 19:10:00,2014-02-27 20:10:00,0.8998236247346946,0.8645350689426482,0.8310145478465039,0.5529639054056767,0.5958933239092301,0.49056140506192514,0.5225522250028121,0.8376127618008025,6,6,7,0,2,3,0,8,0.4154999554157257,2.4783332347869873,-13.074832916259766,-469.02166748046875,-15.047499656677246,-33.7591667175293,20.446500778198242,190694.1875
11,2014-02-27 19:11:00,2014-02-27 20:11:00,0.8776704292354945,0.8553107716254612,0.8348868490360811,0.5610984954360618,0.5817763277208422,0.4687937888058644,0.5157548206770385,0.8237041703298991,7,7,7,0,1,3,0,8,0.31933340430259705,2.5848336219787598,-12.894999504089355,-469.3367004394531,-14.574167251586914,-33.497501373291016,20.42900276184082,189571.46875
12,2014-02-27 19:12:00,2014-02-27 20:12:00,0.8591440687740025,0.8154747737874621,0.8079927749315856,0.5549805327612932,0.5800782923861995,0.4466847847485789,0.49529603319080184,0.8141998017272503,6,7,7,0,1,3,0,8,0.25333333015441895,2.815333604812622,-12.709333419799805,-469.6966552734375,-14.072500228881836,-33.209163665771484,20.404003143310547,188281.359375
13,2014-02-27 19:13:00,2014-02-27 20:13:00,0.8607634199088675,0.8145829365433315,0.8106773087457105,0.5580692902840887,0.5889001152325427,0.4351338995694485,0.48741723417588095,0.8049410804204068,6,7,7,0,0,3,0,8,0.23133334517478943,2.9135003089904785,-12.594834327697754,-469.9766845703125,-13.635831832885742,-33.07250213623047,20.41633415222168,187106.671875
14,2014-02-27 19:14:00,2014-02-27 20:14:00,0.8607546992657108,0.7980305693415543,0.8157638882594976,0.531406612816091,0.5393744772172987,0.42609909840423993,0.49116078287682813,0.7957400122099547,6,7,7,0,0,3,0,8,0.22616666555404663,2.936666965484619,-12.43316650390625,-470.32666015625,-13.277499198913574,-33.089168548583984,20.450336456298828,186190.421875
15,2014-02-27 19:15:00,2014-02-27 20:15:00,0.8569599624150152,0.799297282931268,0.8270853436999461,0.5171774011729648,0.5063859310235413,0.4034633627116746,0.5097186016974181,0.7883697436377867,6,7,7,0,19,3,0,8,0.17883335053920746,3.0121665000915527,-12.243666648864746,-470.6683654785156,-12.864165306091309,-32.964168548583984,20.536664962768555,184953.921875
16,2014-02-27 19:16:00,2014-02-27 20:16:00,0.8619971025750405,0.8009083155995615,0.8405609571471878,0.5185264993445351,0.5105961275711742,0.398288960588503,0.5101271964188988,0.770334466309276,6,7,7,0,0,2,0,8,0.1341666579246521,3.0438334941864014,-12.04616641998291,-470.9483642578125,-12.519165992736816,-32.64750289916992,20.564496994018555,183748.265625
17,2014-02-27 19:17:00,2014-02-27 20:17:00,0.8641485341750677,0.7989957008500116,0.8464102674127677,0.5245631904791108,0.5142760761183671,0.39995293174236546,0.5043170754646327,0.7520922921760892,6,7,7,0,0,2,0,8,0.09416662901639938,3.070666551589966,-11.889331817626953,-471.2699890136719,-12.152498245239258,-32.347503662109375,20.616167068481445,182429.0
