,Start,Stop,P(Bx),P(By),P(Bz),P(Vx),P(Vy),P(Vz),P(n),P(T),Offset (Bx),Offset (By),Offset (Bz),Offset (Vx),Offset (Vy),Offset (Vz),Offset (n),Offset (T),Avg Bx,Avg By,Avg Bz,Avg Vx,Avg Vy,Avg Vz,Avg n,Avg T
0,2018-10-09 04:30:00,2018-10-09 05:30:00,0.463000451803652,0.391230539871151,0.30382548002865006,0.8165539588956123,0.7808526446175587,0.18561130538137466,0.656859962044438,0.49562137652221416,0,0,2,12,0,6,6,19,-4.003833293914795,2.200500011444092,-1.43233323097229,-589.2615966796875,15.403331756591797,-22.267498016357422,3.112499952316284,152369.140625
1,2018-10-09 04:31:00,2018-10-09 05:31:00,0.4349128793433238,0.3169476199431192,0.28545104983192515,0.8160412848873386,0.7804398633307557,0.19130729630380425,0.6323099288940952,0.45895007029550894,0,0,2,12,0,6,6,19,-3.986999988555908,2.2213332653045654,-1.433833360671997,-589.5816650390625,15.708333015441895,-22.241666793823242,3.1300833225250244,152809.265625
2,2018-10-09 04:32:00,2018-10-09 05:32:00,0.48603835784764315,0.4061247560132482,0.2907573711297566,0.8193220655003639,0.7902473664082647,0.19676755060214954,0.5805759227319873,0.3981967850883328,0,0,2,12,0,6,7,19,-3.9138331413269043,2.1726667881011963,-1.4519999027252197,-589.9533081054688,16.1299991607666,-22.17166519165039,3.152416467666626,153634.75
3,2018-10-09 04:33:00,2018-10-09 05:33:00,0.5430280049210091,0.4785272303042982,0.2976145006407438,0.8213090512328001,0.8022270847985217,0.19192845110025242,0.5436866371139514,0.34123038414846507,0,0,2,12,0,6,9,19,-3.8401668071746826,2.1086666584014893,-1.466833233833313,-590.2866821289062,16.591665267944336,-22.214998245239258,3.173583507537842,154601.515625
4,2018-10-09 04:34:00,2018-10-09 05:34:00,0.5979850851797377,0.5752428715630292,0.31072996138499526,0.8387658746071238,0.8164257444114578,0.18388599906354525,0.5272955167536313,0.349790250956911,0,6,2,12,0,6,9,19,-3.750833749771118,2.0316667556762695,-1.4880000352859497,-590.905029296875,17.23833465576172,-22.339998245239258,3.1879165172576904,154426.484375
5,2018-10-09 04:35:00,2018-10-09 05:35:00,0.6406999273912719,0.6426220950490655,0.3261928574098279,0.8576373994693509,0.8278196594168228,0.17573993159420506,0.5134792731996599,0.3568697552628242,0,7,2,12,0,6,12,19,-3.646167039871216,1.938833475112915,-1.5141667127609253,-591.5550537109375,17.84000015258789,-22.43000030517578,3.2027502059936523,154327.609375
6,2018-10-09 04:36:00,2018-10-09 05:36:00,0.6785452907615888,0.6959234102011697,0.33511358324709906,0.8795436530933658,0.8369829893691291,0.16903803440091933,0.5235261265315282,0.3591665735746205,11,7,2,12,0,6,13,19,-3.5445001125335693,1.8410000801086426,-1.533000111579895,-592.1700439453125,18.4233341217041,-22.483335494995117,3.213416814804077,153982.03125
7,2018-10-09 04:37:00,2018-10-09 05:37:00,0.7132266889539021,0.7361072094217029,0.3444534525172599,0.8970427366742719,0.8448370186451754,0.1570468864311121,0.5321129942738554,0.3586428857712532,11,7,2,12,0,6,13,19,-3.4598336219787598,1.7586668729782104,-1.5548332929611206,-592.6900634765625,19.051666259765625,-22.60500144958496,3.2239162921905518,153710.171875
8,2018-10-09 04:38:00,2018-10-09 05:38:00,0.7508212985472225,0.7710875928500299,0.352415481496811,0.9118227621906946,0.8494466915214558,0.13538598617205236,0.5470426982229629,0.36192289963059787,11,7,2,12,0,6,14,19,-3.3611669540405273,1.664666771888733,-1.564500093460083,-593.1683959960938,19.579999923706055,-22.80666732788086,3.226249933242798,153410.40625
9,2018-10-09 04:39:00,2018-10-09 05:39:00,0.7828315290910451,0.7991403210695712,0.356883187270794,0.9288377337857726,0.8544640924689288,0.10291701847156841,0.570546297470683,0.3680344383771458,11,8,2,12,1,6,14,19,-3.2644999027252197,1.5695000886917114,-1.564833402633667,-593.6283569335938,20.058332443237305,-23.106666564941406,3.225416660308838,153328.453125
10,2018-10-09 04:40:00,2018-10-09 05:40:00,0.8042761309122543,0.8192885537726126,0.3563902193311853,0.9419268867927593,0.8597589419017648,0.06327562040431356,0.5702817396639428,0.38262093169575445,11,9,2,11,3,6,14,19,-3.1619997024536133,1.4730000495910645,-1.5555000305175781,-594.1551513671875,20.54666519165039,-23.468334197998047,3.230250120162964,153566.84375
11,2018-10-09 04:41:00,2018-10-09 05:41:00,0.8287702265437582,0.8454385787629566,0.35935713508891415,0.9546584228088872,0.8626966706982345,0.048288588529477275,0.5703139530891659,0.40869058662662533,11,10,3,11,3,6,14,19,-3.061166524887085,1.3606667518615723,-1.5731666088104248,-594.6217651367188,21.051666259765625,-23.565004348754883,3.2314164638519287,153844.71875
12,2018-10-09 04:42:00,2018-10-09 05:42:00,0.8459426313780108,0.8641812181799267,0.3593823526644976,0.9598294842233012,0.8677780211909286,0.07081646280768533,0.5714594711069027,0.43637875644644397,11,10,3,11,4,6,15,19,-2.9565000534057617,1.2513333559036255,-1.5998332500457764,-595.195068359375,21.714998245239258,-23.373334884643555,3.2317497730255127,154092.203125
13,2018-10-09 04:43:00,2018-10-09 05:43:00,0.8590198490631059,0.8775717156029078,0.34841922300325373,0.963136483572022,0.8711420413895022,0.06078394961709341,0.5667642221195085,0.46465905419660175,11,11,3,11,5,6,15,19,-2.8516664505004883,1.156999945640564,-1.6361666917800903,-595.800048828125,22.293331146240234,-23.438335418701172,3.2327499389648438,154296.921875
14,2018-10-09 04:44:00,2018-10-09 05:44:00,0.8699349655918027,0.8895635175161906,0.34717820520877013,0.9626096474350153,0.874282602366371,0.07825584042120712,0.5563317267343616,0.47584209266105615,11,11,3,11,6,6,14,19,-2.744499921798706,1.054499864578247,-1.6786667108535767,-596.4942626953125,22.89583396911621,-23.249168395996094,3.2370831966400146,154083.46875
15,2018-10-09 04:45:00,2018-10-09 05:45:00,0.876698804994267,0.898224462693902,0.35231155315930157,0.9609380453843955,0.8763879776477089,0.09355844644434652,0.5460599475752507,0.47176783579959786,11,11,2,11,6,6,14,19,-2.6354997158050537,0.953666627407074,-1.7190001010894775,-597.200927734375,23.517499923706055,-23.042503356933594,3.2437498569488525,153480.359375
16,2018-10-09 04:46:00,2018-10-09 05:46:00,0.8814539903194657,0.9052490219760515,0.38472533614841575,0.9591961512202869,0.8780634132645931,0.0993824324910658,0.539723410342208,0.4627037394818876,11,11,1,11,7,6,14,19,-2.5221664905548096,0.8518334627151489,-1.750833511352539,-597.9292602539062,24.100833892822266,-22.91250228881836,3.2502501010894775,152681.265625
17,2018-10-09 04:47:00,2018-10-09 05:47:00,0.8859219965038035,0.9127054025750788,0.4302646696809044,0.9589592873105266,0.8776887571895206,0.1198127975797393,0.5368693244696242,0.457566647266495,11,11,2,10,8,6,14,19,-2.417666435241699,0.7300000786781311,-1.7925001382827759,-598.6233520507812,24.795001983642578,-22.73666763305664,3.256166696548462,152398.734375
