EPOCH__yyyy-mm-ddThh:mm:ss.sssZ,X_(@_x_)_RE,Y_(@_y_)_RE,Z_(@_z_)_RE
2016-08-02T13:00:00.000Z,10.367079,-3.6863165,-4.7918272
2016-08-02T13:01:00.000Z,10.372236,-3.6788322,-4.7922689
2016-08-02T13:02:00.000Z,10.377371,-3.6713508,-4.7927029
2016-08-02T13:03:00.000Z,10.382464,-3.6638534,-4.7931165
2016-08-02T13:04:00.000Z,10.387536,-3.6563380,-4.7935178
2016-08-02T13:05:00.000Z,10.392555,-3.6488180,-4.7938987
2016-08-02T13:06:00.000Z,10.397563,-3.6412892,-4.7942736
2016-08-02T13:07:00.000Z,10.402519,-3.6337350,-4.7946204
2016-08-02T13:08:00.000Z,10.407453,-3.6261845,-4.7949629
2016-08-02T13:09:00.000Z,10.412355,-3.6186053,-4.7952833
2016-08-02T13:10:00.000Z,10.417216,-3.6110324,-4.7955918
2016-08-02T13:11:00.000Z,10.422055,-3.6034408,-4.7958860
2016-08-02T13:12:00.000Z,10.426862,-3.5958420,-4.7961674
2016-08-02T13:13:00.000Z,10.431627,-3.5882279,-4.7964290
2016-08-02T13:14:00.000Z,10.436361,-3.5806077,-4.7966770
2016-08-02T13:15:00.000Z,10.441053,-3.5729716,-4.7969062
2016-08-02T13:16:00.000Z,10.445722,-3.5653164,-4.7971194
2016-08-02T13:17:00.000Z,10.450360,-3.5576553,-4.7973222
2016-08-02T13:18:00.000Z,10.454957,-3.5499994,-4.7975094
2016-08-02T13:19:00.000Z,10.459532,-3.5423039,-4.7976781
2016-08-02T13:20:00.000Z,10.464075,-3.5346233,-4.7978405
2016-08-02T13:21:00.000Z,10.468566,-3.5269177,-4.7979751
2016-08-02T13:22:00.000Z,10.473045,-3.5192026,-4.7981032
2016-08-02T13:23:00.000Z,10.477472,-3.5114834,-4.7982111
2016-08-02T13:24:00.000Z,10.481878,-3.5037460,-4.7983068
2016-08-02T13:25:00.000Z,10.486253,-3.4960026,-4.7983888
2016-08-02T13:26:00.000Z,10.490606,-3.4882401,-4.7984564
2016-08-02T13:27:00.000Z,10.494906,-3.4804743,-4.7985058
2016-08-02T13:28:00.000Z,10.499175,-3.4727020,-4.7985395
2016-08-02T13:29:00.000Z,10.503411,-3.4649016,-4.7985559
2016-08-02T13:30:00.000Z,10.507628,-3.4571040,-4.7985633
2016-08-02T13:31:00.000Z,10.511801,-3.4492905,-4.7985519
2016-08-02T13:32:00.000Z,10.515932,-3.4414617,-4.7985206
