UT__yyyy-mm-ddThh:mm:ss.sssZ,BX_FGS-D_(@_1_)_nT_GSE,BY_FGS-D_(@_2_)_nT_GSE,BZ_FGS-D_(@_3_)_nT_GSE
2011-10-24T18:40:01.822Z,5.43018,-14.8833,-7.11732
2011-10-24T18:40:04.854Z,2.84062,-15.0292,-6.86336
2011-10-24T18:40:07.887Z,2.81799,-14.7169,-6.1939
2011-10-24T18:40:10.919Z,4.93395,-15.1462,-5.06063
2011-10-24T18:40:13.952Z,5.8067,-15.7815,-3.6487
2011-10-24T18:40:16.985Z,4.9218,-14.1572,-5.36159
2011-10-24T18:40:20.017Z,5.17825,-12.5681,-8.01802
2011-10-24T18:40:23.050Z,4.14241,-14.1592,-5.297
2011-10-24T18:40:26.082Z,4.42518,-13.5605,-6.02913
2011-10-24T18:40:29.115Z,3.53916,-13.8789,-7.29627
2011-10-24T18:40:32.148Z,4.07458,-9.17226,-10.0194
2011-10-24T18:40:35.180Z,4.81024,-9.96662,-9.7385
2011-10-24T18:40:38.213Z,5.07066,-8.42221,-11.0281
2011-10-24T18:40:41.246Z,4.87537,-8.9756,-10.3919
2011-10-24T18:40:44.278Z,4.35444,-8.27089,-10.5133
2011-10-24T18:40:47.311Z,3.957,-8.70776,-10.9224
2011-10-24T18:40:50.343Z,3.55029,-9.61136,-11.1144
2011-10-24T18:40:53.376Z,4.24528,-8.74435,-11.4844
2011-10-24T18:40:56.409Z,3.28648,-9.30024,-11.0583
2011-10-24T18:40:59.441Z,3.13042,-11.8393,-12.967
2011-10-24T18:41:02.474Z,3.89368,-11.8431,-13.7546
2011-10-24T18:41:05.507Z,2.06327,-8.76899,-12.2493
2011-10-24T18:41:08.539Z,3.49964,-9.24804,-13.2194
2011-10-24T18:41:11.572Z,4.94773,-9.55753,-15.5215
2011-10-24T18:41:14.604Z,5.66158,-8.86197,-15.0973
2011-10-24T18:41:17.637Z,4.32474,-8.23347,-15.2714
2011-10-24T18:41:20.670Z,4.11494,-7.45891,-14.3467
2011-10-24T18:41:23.702Z,5.39614,-11.7238,-9.90411
2011-10-24T18:41:26.735Z,5.78543,-12.4161,-9.30258
2011-10-24T18:41:29.768Z,-3.35278,-7.14221,-9.29356
2011-10-24T18:41:32.800Z,3.2533,-7.72275,-9.85233
2011-10-24T18:41:35.833Z,0.936326,-10.3126,-10.327
2011-10-24T18:41:38.865Z,2.57474,-9.28901,-10.1328
2011-10-24T18:41:41.898Z,1.5812,-8.3164,-8.96107
2011-10-24T18:41:44.931Z,4.50162,-8.8454,-9.32705
2011-10-24T18:41:47.963Z,4.29535,-10.9185,-9.51254
2011-10-24T18:41:50.996Z,4.35709,-8.90246,-11.1962
2011-10-24T18:41:54.028Z,4.24572,-8.768,-11.7264
2011-10-24T18:41:57.061Z,4.28971,-6.92584,-12.0189
2011-10-24T18:42:00.094Z,3.4027,-6.05885,-13.235
2011-10-24T18:42:03.126Z,2.88538,-5.35153,-13.392
2011-10-24T18:42:06.159Z,4.34274,-5.80314,-12.5677
2011-10-24T18:42:09.192Z,5.35821,-5.57389,-13.9132
2011-10-24T18:42:12.224Z,4.47229,-4.65242,-15.5457
2011-10-24T18:42:15.257Z,4.32626,-3.42876,-16.4077
2011-10-24T18:42:18.289Z,3.84107,-3.08956,-16.5404
2011-10-24T18:42:21.322Z,3.70075,-3.39397,-15.3035
2011-10-24T18:42:24.355Z,3.23797,-3.13369,-12.8445
2011-10-24T18:42:27.387Z,3.93403,-3.8913,-14.3431
2011-10-24T18:42:30.420Z,1.79004,-1.39512,-13.489
2011-10-24T18:42:33.453Z,2.16316,-2.1366,-13.8059
2011-10-24T18:42:36.485Z,2.8794,-2.95712,-14.3939
2011-10-24T18:42:39.518Z,3.78518,-2.94742,-14.6493
2011-10-24T18:42:42.550Z,3.85556,-2.80703,-15.3887
2011-10-24T18:42:45.583Z,4.07503,-2.31077,-15.5942
2011-10-24T18:42:48.616Z,4.71099,-2.3766,-15.3059
2011-10-24T18:42:51.648Z,4.28043,-2.6341,-14.78
2011-10-24T18:42:54.681Z,5.07301,-2.9183,-14.624
2011-10-24T18:42:57.714Z,4.66664,-3.35853,-14.4455
2011-10-24T18:43:00.746Z,4.01704,-2.5079,-14.6895
2011-10-24T18:43:03.779Z,3.61445,-2.10004,-15.073
2011-10-24T18:43:06.811Z,2.59881,-1.92195,-15.5479
2011-10-24T18:43:09.844Z,0.822805,0.257987,-15.6887
2011-10-24T18:43:12.877Z,0.997213,0.287733,-15.1041
2011-10-24T18:43:15.909Z,0.210589,0.503559,-15.2405
2011-10-24T18:43:18.942Z,0.41653,1.48829,-14.9428
2011-10-24T18:43:21.974Z,2.11386,0.450527,-14.8581
2011-10-24T18:43:25.007Z,1.16185,0.206352,-14.841
2011-10-24T18:43:28.040Z,0.0585695,1.2265,-14.518
2011-10-24T18:43:31.072Z,-0.0421917,1.32599,-15.4581
2011-10-24T18:43:34.105Z,-0.672867,0.268598,-15.8404
2011-10-24T18:43:37.138Z,0.215073,0.495369,-16.4541
2011-10-24T18:43:40.170Z,-0.45845,0.87986,-16.5786
2011-10-24T18:43:43.203Z,-1.17514,1.84191,-16.2205
2011-10-24T18:43:46.235Z,-0.98052,2.93866,-16.144
2011-10-24T18:43:49.268Z,0.437143,1.7651,-16.1819
2011-10-24T18:43:52.301Z,0.362639,1.10727,-14.7601
2011-10-24T18:43:55.333Z,-1.22813,5.68791,-12.8072
2011-10-24T18:43:58.366Z,2.35822,-0.792021,-15.9699
2011-10-24T18:44:01.399Z,0.895771,0.617089,-16.9405
2011-10-24T18:44:04.431Z,-1.75148,9.45608,-12.5114
2011-10-24T18:44:07.464Z,-2.21383,8.54244,-10.9196
2011-10-24T18:44:10.496Z,-0.811994,8.01453,-11.7887
2011-10-24T18:44:13.529Z,-1.13242,6.10326,-15.0017
2011-10-24T18:44:16.562Z,-0.900158,7.7144,-13.7421
2011-10-24T18:44:19.594Z,-1.80045,8.15382,-13.345
2011-10-24T18:44:22.627Z,-0.0489723,7.63683,-13.9374
2011-10-24T18:44:25.660Z,-2.00304,5.1152,-14.7305
2011-10-24T18:44:28.692Z,-0.593619,4.59293,-14.7334
2011-10-24T18:44:31.725Z,-0.464998,4.47382,-14.8132
2011-10-24T18:44:34.757Z,-0.602106,3.86381,-14.7879
2011-10-24T18:44:37.790Z,0.190921,3.15119,-14.9036
2011-10-24T18:44:40.823Z,-0.170835,2.09098,-15.0665
2011-10-24T18:44:43.855Z,0.0688208,2.20257,-14.5052
2011-10-24T18:44:46.888Z,-0.146096,1.4212,-14.8609
2011-10-24T18:44:49.920Z,-0.198758,0.441272,-15.1306
2011-10-24T18:44:52.953Z,0.235318,-1.00982,-14.7485
2011-10-24T18:44:55.986Z,1.18409,-0.536272,-14.5089
2011-10-24T18:44:59.018Z,1.4155,-0.135524,-14.5159
2011-10-24T18:45:02.051Z,2.42047,-2.84214,-12.7382
2011-10-24T18:45:05.084Z,2.28102,-2.15434,-12.9301
2011-10-24T18:45:08.116Z,4.7835,-7.30987,-12.946
2011-10-24T18:45:11.149Z,0.156706,-1.50687,-14.0001
2011-10-24T18:45:14.181Z,0.314835,0.15248,-14.9793
2011-10-24T18:45:17.214Z,1.09776,-0.109206,-14.8467
2011-10-24T18:45:20.247Z,1.85858,-0.870824,-14.6089
2011-10-24T18:45:23.279Z,3.00805,-1.17615,-13.9134
2011-10-24T18:45:26.312Z,3.54595,-6.01221,-13.7937
2011-10-24T18:45:29.345Z,3.60716,-1.93812,-15.218
2011-10-24T18:45:32.377Z,4.06999,-6.31449,-14.4233
2011-10-24T18:45:35.410Z,2.29068,-4.19835,-13.4398
2011-10-24T18:45:38.442Z,2.09087,-9.74344,6.71327
2011-10-24T18:45:41.475Z,2.10448,-7.89856,10.7191
2011-10-24T18:45:44.508Z,2.42065,-10.4547,8.13635
2011-10-24T18:45:47.540Z,1.12577,-10.2974,10.0825
2011-10-24T18:45:50.573Z,1.77666,-9.76693,9.93551
2011-10-24T18:45:53.606Z,2.74354,-12.3842,7.90724
2011-10-24T18:45:56.638Z,2.43741,-12.7849,7.24583
2011-10-24T18:45:59.671Z,3.69898,-12.9721,6.50763
2011-10-24T18:46:02.703Z,4.35813,-13.0271,6.97928
2011-10-24T18:46:05.736Z,4.85825,-12.1156,7.54182
2011-10-24T18:46:08.769Z,7.15751,-12.1856,7.25443
2011-10-24T18:46:11.801Z,7.04255,-13.2967,5.68319
2011-10-24T18:46:14.834Z,6.22057,-13.6044,5.31245
2011-10-24T18:46:17.866Z,6.80535,-13.0383,4.7649
2011-10-24T18:46:20.899Z,6.70291,-13.4111,4.67899
2011-10-24T18:46:23.932Z,6.4323,-13.1288,4.56403
2011-10-24T18:46:26.964Z,6.8639,-12.7094,3.2812
2011-10-24T18:46:29.997Z,5.17295,-12.6055,4.84659
2011-10-24T18:46:33.030Z,5.46529,-14.1151,3.67205
2011-10-24T18:46:36.062Z,5.12892,-13.7489,3.62864
2011-10-24T18:46:39.095Z,7.50102,-13.1452,1.28362
2011-10-24T18:46:42.127Z,7.47932,-13.1609,1.49652
2011-10-24T18:46:45.160Z,7.06437,-13.4609,1.80462
2011-10-24T18:46:48.193Z,6.00063,-13.3937,1.74918
2011-10-24T18:46:51.225Z,7.41596,-12.8844,-0.315844
2011-10-24T18:46:54.258Z,7.53543,-13.2518,1.51959
2011-10-24T18:46:57.291Z,6.73735,-13.4348,0.103155
2011-10-24T18:47:00.323Z,6.89247,-12.355,-1.19533
2011-10-24T18:47:03.356Z,7.83702,-12.6518,-1.39721
2011-10-24T18:47:06.388Z,6.89172,-13.0964,-1.03366
2011-10-24T18:47:09.421Z,5.12429,-14.213,0.0376983
2011-10-24T18:47:12.454Z,5.72802,-13.3458,2.15745
2011-10-24T18:47:15.486Z,5.06268,-14.9388,-0.490524
2011-10-24T18:47:18.519Z,4.95723,-14.7464,-1.48434
2011-10-24T18:47:21.552Z,5.31858,-13.8813,0.0338403
2011-10-24T18:47:24.584Z,4.48664,-13.4909,1.13116
2011-10-24T18:47:27.617Z,4.8313,-13.4985,1.77849
2011-10-24T18:47:30.649Z,5.14703,-13.3179,1.96813
2011-10-24T18:47:33.682Z,5.22909,-13.5395,1.19125
2011-10-24T18:47:36.715Z,5.33338,-13.2967,1.83249
2011-10-24T18:47:39.747Z,5.89785,-13.0796,1.91801
2011-10-24T18:47:42.780Z,7.54499,-9.99551,-3.86287
2011-10-24T18:47:45.812Z,6.65679,-11.5396,-1.30356
2011-10-24T18:47:48.845Z,4.84832,-10.5351,-1.00555
2011-10-24T18:47:51.878Z,5.57506,-7.74002,-6.2407
2011-10-24T18:47:54.910Z,7.20457,-11.7953,-4.69072
2011-10-24T18:47:57.943Z,5.40294,-14.6382,3.29084
2011-10-24T18:48:00.976Z,5.49717,-14.9048,2.80026
2011-10-24T18:48:04.008Z,4.86655,-14.7871,3.40544
2011-10-24T18:48:07.041Z,4.89226,-15.0197,2.53792
2011-10-24T18:48:10.073Z,4.87898,-14.3123,2.2762
2011-10-24T18:48:13.106Z,6.47452,-16.5284,2.01157
2011-10-24T18:48:16.139Z,7.07436,-17.2538,1.52678
2011-10-24T18:48:19.171Z,6.43482,-16.6288,1.68776
2011-10-24T18:48:22.204Z,6.02516,-16.7219,2.0837
2011-10-24T18:48:25.237Z,6.08007,-16.8136,2.1186
2011-10-24T18:48:28.269Z,6.2084,-17.0077,1.76899
2011-10-24T18:48:31.302Z,6.81098,-15.1145,-0.92593
2011-10-24T18:48:34.334Z,6.94219,-15.1033,-1.16404
2011-10-24T18:48:37.367Z,7.05288,-16.051,-1.18639
2011-10-24T18:48:40.400Z,7.06798,-15.4545,-1.15301
2011-10-24T18:48:43.432Z,7.40014,-15.9913,-2.73255
2011-10-24T18:48:46.465Z,7.86129,-15.383,-2.6408
2011-10-24T18:48:49.497Z,6.757,-16.2767,-0.283983
2011-10-24T18:48:52.530Z,6.7515,-16.5673,0.679298
2011-10-24T18:48:55.563Z,6.7986,-16.0791,0.972308
2011-10-24T18:48:58.595Z,5.54742,-14.9527,-0.406048
2011-10-24T18:49:01.628Z,6.10751,-15.4797,-0.123377
2011-10-24T18:49:04.661Z,5.87954,-15.9075,-0.50247
2011-10-24T18:49:07.693Z,6.0883,-15.5654,-0.648266
2011-10-24T18:49:10.726Z,6.55087,-14.8726,-1.61948
2011-10-24T18:49:13.758Z,7.31236,-13.3662,-3.34143
2011-10-24T18:49:16.791Z,6.93302,-15.4328,-2.40267
2011-10-24T18:49:19.824Z,7.12018,-15.895,-2.65787
2011-10-24T18:49:22.856Z,6.73396,-17.9187,-1.176
2011-10-24T18:49:25.889Z,5.54836,-18.3937,-0.791112
2011-10-24T18:49:28.922Z,5.89559,-17.0911,-1.26067
2011-10-24T18:49:31.954Z,6.87131,-17.0309,-2.20206
2011-10-24T18:49:34.987Z,7.00979,-16.7873,-2.13399
2011-10-24T18:49:38.019Z,5.94862,-16.3359,-2.17293
2011-10-24T18:49:41.052Z,5.2541,-15.3384,-2.07427
2011-10-24T18:49:44.085Z,5.62463,-15.196,-2.2543
2011-10-24T18:49:47.117Z,5.88873,-14.9692,-2.60719
2011-10-24T18:49:50.150Z,5.3946,-13.9164,-2.54411
2011-10-24T18:49:53.183Z,6.04914,-14.8172,-1.94288
2011-10-24T18:49:56.215Z,6.22443,-15.6225,-1.6478
2011-10-24T18:49:59.248Z,6.33165,-15.4733,-1.98635
2011-10-24T18:50:02.280Z,6.17637,-15.8008,-2.60296
2011-10-24T18:50:05.313Z,5.33913,-15.4266,-3.45376
2011-10-24T18:50:08.346Z,5.4402,-15.4371,-3.39618
2011-10-24T18:50:11.378Z,5.45618,-15.6048,-3.45493
2011-10-24T18:50:14.411Z,5.98695,-16.428,-3.73769
2011-10-24T18:50:17.443Z,6.37327,-16.3278,-3.66691
2011-10-24T18:50:20.476Z,6.36877,-15.5663,-3.53929
2011-10-24T18:50:23.509Z,6.48872,-14.5952,-3.44364
2011-10-24T18:50:26.541Z,7.3486,-16.0169,-3.98917
2011-10-24T18:50:29.574Z,7.41086,-15.948,-4.36223
2011-10-24T18:50:32.607Z,7.4053,-15.7489,-4.16793
2011-10-24T18:50:35.639Z,7.60926,-16.1271,-3.87458
2011-10-24T18:50:38.672Z,7.06095,-16.8462,-3.58686
2011-10-24T18:50:41.704Z,6.29984,-16.2255,-3.28239
2011-10-24T18:50:44.737Z,7.10411,-15.4647,-3.7452
2011-10-24T18:50:47.770Z,6.87363,-15.1056,-3.77834
2011-10-24T18:50:50.802Z,6.94017,-15.165,-3.61973
2011-10-24T18:50:53.835Z,6.06472,-16.2043,-2.83622
2011-10-24T18:50:56.868Z,6.4596,-15.9427,-3.18523
2011-10-24T18:50:59.900Z,6.69869,-15.9132,-3.19473
2011-10-24T18:51:02.933Z,6.90716,-16.1089,-3.0437
2011-10-24T18:51:05.965Z,6.68737,-16.1245,-3.22344
2011-10-24T18:51:08.998Z,7.12828,-15.9371,-3.21277
2011-10-24T18:51:12.031Z,6.88889,-15.7876,-3.29827
2011-10-24T18:51:15.063Z,6.35054,-15.0178,-3.41669
2011-10-24T18:51:18.096Z,6.79629,-14.8269,-3.45333
2011-10-24T18:51:21.129Z,6.56159,-14.8293,-3.24915
2011-10-24T18:51:24.161Z,6.78754,-14.654,-3.46554
2011-10-24T18:51:27.194Z,6.73621,-14.7868,-3.91306
2011-10-24T18:51:30.226Z,8.56758,-11.9449,-4.89911
2011-10-24T18:51:33.259Z,8.5938,-11.7468,-5.25433
2011-10-24T18:51:36.292Z,9.07632,-11.8878,-5.4558
2011-10-24T18:51:39.324Z,8.50041,-12.4716,-5.23303
2011-10-24T18:51:42.357Z,8.68481,-12.4576,-4.46829
2011-10-24T18:51:45.389Z,8.53392,-12.758,-4.89023
2011-10-24T18:51:48.422Z,6.22893,-13.7972,-3.3153
2011-10-24T18:51:51.455Z,6.6059,-14.6181,-3.78177
2011-10-24T18:51:54.487Z,7.30637,-14.6135,-4.35883
2011-10-24T18:51:57.520Z,6.91733,-14.5364,-4.50094
2011-10-24T18:52:00.553Z,5.97094,-14.8265,-4.46256
