UT__yyyy-mm-ddThh:mm:ss.sssZ,BX_FGS-D_(@_1_)_nT_GSE,BY_FGS-D_(@_2_)_nT_GSE,BZ_FGS-D_(@_3_)_nT_GSE
2011-10-24T18:10:01.462Z,1.50635,-0.108758,-5.46599
2011-10-24T18:10:05.535Z,1.12630,0.487162,-5.31844
2011-10-24T18:10:09.608Z,2.24111,1.09105,-5.36452
2011-10-24T18:10:13.682Z,2.11088,0.951004,-5.18139
2011-10-24T18:10:17.755Z,1.96716,0.571828,-5.26905
2011-10-24T18:10:21.828Z,2.30581,0.756569,-5.28616
2011-10-24T18:10:25.901Z,2.16825,0.648422,-5.29839
2011-10-24T18:10:29.975Z,2.61725,0.356783,-5.25998
2011-10-24T18:10:34.048Z,2.26399,-0.0291580,-5.42765
2011-10-24T18:10:38.121Z,2.18853,-0.243399,-5.30597
2011-10-24T18:10:42.195Z,1.76839,-0.345828,-5.20323
2011-10-24T18:10:46.268Z,1.75708,-0.691024,-5.35846
2011-10-24T18:10:50.341Z,1.66042,-0.576396,-5.74112
2011-10-24T18:10:54.414Z,1.81816,-0.685909,-5.74297
2011-10-24T18:10:58.488Z,1.97164,-1.42734,-5.47584
2011-10-24T18:11:02.561Z,1.93825,-1.38712,-5.40355
2011-10-24T18:11:06.634Z,1.99827,-1.31046,-5.38113
2011-10-24T18:11:10.708Z,2.35886,-1.48672,-5.32783
2011-10-24T18:11:14.781Z,2.34251,-1.72475,-5.24818
2011-10-24T18:11:18.854Z,2.05783,-2.10097,-5.15662
2011-10-24T18:11:22.927Z,1.95738,-2.31493,-5.02207
2011-10-24T18:11:27.001Z,1.51660,-1.27252,-5.44780
2011-10-24T18:11:31.074Z,1.77136,-2.09713,-5.12301
2011-10-24T18:11:35.147Z,1.21799,-1.85659,-5.25393
2011-10-24T18:11:39.221Z,1.14936,-1.48029,-5.42912
2011-10-24T18:11:43.294Z,1.38562,-1.00628,-5.37530
2011-10-24T18:11:47.367Z,1.38894,-1.17770,-5.17127
2011-10-24T18:11:51.440Z,1.75236,-1.71647,-4.77346
2011-10-24T18:11:55.514Z,2.59790,-1.89192,-4.72660
2011-10-24T18:11:59.587Z,2.45887,-1.54183,-4.66811
2011-10-24T18:12:03.660Z,2.46061,-1.19866,-4.91916
2011-10-24T18:12:07.734Z,1.91057,-1.30884,-4.97531
2011-10-24T18:12:11.807Z,2.40695,-1.95277,-4.61583
2011-10-24T18:12:15.880Z,2.12622,-1.22427,-4.92274
2011-10-24T18:12:19.953Z,2.50145,-1.72439,-4.68154
2011-10-24T18:12:24.027Z,2.21616,-1.90672,-4.78855
2011-10-24T18:12:28.100Z,1.90104,-1.66777,-4.91567
2011-10-24T18:12:32.173Z,2.63690,-2.86409,-4.12549
2011-10-24T18:12:36.247Z,3.02039,-2.96263,-3.90729
2011-10-24T18:12:40.320Z,2.90657,-2.91081,-3.79408
2011-10-24T18:12:44.393Z,2.58368,-2.57257,-4.25721
2011-10-24T18:12:48.466Z,2.64737,-2.46811,-4.03231
2011-10-24T18:12:52.540Z,2.72604,-0.373866,-4.43957
2011-10-24T18:12:56.613Z,2.75577,-1.65012,-4.24662
2011-10-24T18:13:00.686Z,2.60199,-1.07171,-4.36519
2011-10-24T18:13:04.759Z,2.16978,-0.982701,-4.27624
2011-10-24T18:13:08.833Z,2.43189,-1.53875,-4.35694
2011-10-24T18:13:12.906Z,2.69116,-1.38140,-4.42202
2011-10-24T18:13:16.979Z,2.50203,-1.11086,-4.53014
2011-10-24T18:13:21.053Z,1.99929,-1.15301,-4.81951
2011-10-24T18:13:25.126Z,1.55994,-2.25180,-4.54487
2011-10-24T18:13:29.199Z,1.70422,-2.05975,-4.54279
2011-10-24T18:13:33.272Z,2.11532,-2.10033,-4.30673
2011-10-24T18:13:37.346Z,2.29961,-1.62382,-4.29110
2011-10-24T18:13:41.419Z,2.73207,-1.15177,-4.41587
2011-10-24T18:13:45.492Z,2.14500,-0.381947,-4.44496
2011-10-24T18:13:49.566Z,2.64874,-1.66349,-4.14020
2011-10-24T18:13:53.639Z,2.47607,-1.54073,-4.35115
2011-10-24T18:13:57.712Z,2.29478,-0.924741,-4.49843
2011-10-24T18:14:01.785Z,2.63828,-1.16788,-4.01873
2011-10-24T18:14:05.859Z,3.16420,-1.93103,-3.63728
2011-10-24T18:14:09.932Z,3.44700,-0.729601,-3.92143
2011-10-24T18:14:14.005Z,2.93154,0.142909,-4.29598
2011-10-24T18:14:18.079Z,1.94497,0.848670,-4.40153
2011-10-24T18:14:22.152Z,2.45524,0.316613,-4.61459
2011-10-24T18:14:26.225Z,1.85252,-0.464143,-4.76335
2011-10-24T18:14:30.298Z,2.23906,0.418428,-4.70326
2011-10-24T18:14:34.372Z,2.07476,0.567222,-4.81573
2011-10-24T18:14:38.445Z,1.99775,0.0592949,-4.62378
2011-10-24T18:14:42.518Z,2.58684,-0.318529,-4.48747
2011-10-24T18:14:46.592Z,2.75966,-0.155078,-4.43075
2011-10-24T18:14:50.665Z,2.83871,-0.0565590,-4.45396
2011-10-24T18:14:54.738Z,2.81786,0.178039,-4.58230
2011-10-24T18:14:58.811Z,2.91544,-0.0402676,-4.68412
2011-10-24T18:15:02.885Z,2.87130,0.0296299,-4.58711
2011-10-24T18:15:06.958Z,2.74696,0.262797,-4.32506
2011-10-24T18:15:11.031Z,2.65614,-0.117083,-4.18616
2011-10-24T18:15:15.105Z,2.69237,0.0440441,-4.36423
