UT__yyyy-mm-ddThh:mm:ss.sssZ,BX_FGS-D_(@_1_)_nT_GSE,BY_FGS-D_(@_2_)_nT_GSE,BZ_FGS-D_(@_3_)_nT_GSE
2013-01-17T11:00:00.846Z,3.41471,4.43577,4.59326
2013-01-17T11:00:03.914Z,3.78787,4.29915,4.24633
2013-01-17T11:00:06.982Z,4.23366,4.65517,3.84739
2013-01-17T11:00:10.051Z,4.44232,5.08025,3.53107
2013-01-17T11:00:13.119Z,4.38984,4.85089,4.17075
2013-01-17T11:00:16.187Z,3.66296,5.03315,4.27021
2013-01-17T11:00:19.255Z,3.74055,4.93013,4.67062
2013-01-17T11:00:22.324Z,3.50745,4.74944,4.92882
2013-01-17T11:00:25.392Z,4.8156,4.95189,3.31729
2013-01-17T11:00:28.460Z,5.41335,4.85607,3.13493
2013-01-17T11:00:31.529Z,5.56284,4.58601,3.25564
2013-01-17T11:00:34.597Z,6.09659,4.37779,2.57497
2013-01-17T11:00:37.665Z,5.61774,4.86117,3.05334
2013-01-17T11:00:40.734Z,5.23503,5.12676,3.5046
2013-01-17T11:00:43.802Z,4.85816,4.97999,3.33685
2013-01-17T11:00:46.870Z,5.39831,4.84305,2.90309
2013-01-17T11:00:49.939Z,5.37736,4.84321,2.98474
2013-01-17T11:00:53.007Z,5.4396,5.07583,3.04548
2013-01-17T11:00:56.075Z,5.33017,4.83379,3.61663
2013-01-17T11:00:59.144Z,5.0767,4.83673,3.83703
2013-01-17T11:01:02.212Z,5.13125,4.666,3.65122
2013-01-17T11:01:05.280Z,5.345,4.83028,3.58215
2013-01-17T11:01:08.349Z,5.29001,4.64133,3.57365
2013-01-17T11:01:11.417Z,5.56819,4.53073,3.61392
2013-01-17T11:01:14.485Z,5.43541,4.56964,3.49101
2013-01-17T11:01:17.553Z,5.39425,4.43962,3.40414
2013-01-17T11:01:20.622Z,5.59269,4.73312,3.26995
2013-01-17T11:01:23.690Z,5.77415,4.72566,3.36525
2013-01-17T11:01:26.758Z,5.55622,4.38178,3.54153
2013-01-17T11:01:29.827Z,5.3344,4.39041,3.59774
2013-01-17T11:01:32.895Z,5.48778,4.23204,3.31717
2013-01-17T11:01:35.963Z,5.91659,4.21829,3.23923
2013-01-17T11:01:39.032Z,5.41077,4.05432,3.31866
2013-01-17T11:01:42.100Z,5.53441,4.19937,3.35704
2013-01-17T11:01:45.168Z,5.54324,4.08509,2.96446
2013-01-17T11:01:48.237Z,5.19261,4.50587,2.98503
2013-01-17T11:01:51.305Z,5.49665,4.8647,3.50785
2013-01-17T11:01:54.373Z,5.81466,4.68965,3.4523
2013-01-17T11:01:57.442Z,5.7257,4.0152,3.10366
2013-01-17T11:02:00.510Z,5.27701,4.48225,2.81354
2013-01-17T11:02:03.578Z,6.06026,5.01377,3.3023
2013-01-17T11:02:06.647Z,5.87779,4.96725,3.96222
2013-01-17T11:02:09.715Z,5.46526,4.71675,3.50533
2013-01-17T11:02:12.783Z,5.47265,4.51541,3.33533
2013-01-17T11:02:15.852Z,4.91601,4.3421,3.29905
2013-01-17T11:02:18.920Z,5.18021,4.88179,3.11857
2013-01-17T11:02:21.988Z,5.26707,5.09297,3.22918
