,Start,Stop,Pearson,Slope,MAPE,Ratio,RMSE,RMSE_Artemis,RMSE_Omni,RMSE_Avg
0,2014-02-27 19:00:00,2014-02-27 19:59:00,3,1,1,1,30,1,30,30
1,2014-02-27 19:01:00,2014-02-27 20:00:00,3,1,1,1,30,1,30,30
2,2014-02-27 19:02:00,2014-02-27 20:01:00,3,1,1,1,30,1,30,30
3,2014-02-27 19:03:00,2014-02-27 20:02:00,2,1,1,1,30,1,30,30
4,2014-02-27 19:04:00,2014-02-27 20:03:00,2,1,1,1,30,1,30,30
5,2014-02-27 19:05:00,2014-02-27 20:04:00,2,1,1,1,30,1,30,30
6,2014-02-27 19:06:00,2014-02-27 20:05:00,3,1,1,1,30,1,30,30
7,2014-02-27 19:07:00,2014-02-27 20:06:00,2,1,1,1,30,1,30,1
8,2014-02-27 19:08:00,2014-02-27 20:07:00,3,1,1,1,30,1,30,1
9,2014-02-27 19:09:00,2014-02-27 20:08:00,2,1,1,1,30,1,30,1
10,2014-02-27 19:10:00,2014-02-27 20:09:00,2,1,1,1,30,1,30,1
11,2014-02-27 19:11:00,2014-02-27 20:10:00,2,1,1,1,30,1,30,1
12,2014-02-27 19:12:00,2014-02-27 20:11:00,1,1,1,1,30,1,30,1
13,2014-02-27 19:13:00,2014-02-27 20:12:00,1,1,1,1,30,1,30,1
14,2014-02-27 19:14:00,2014-02-27 20:13:00,1,1,1,1,30,1,30,1
15,2014-02-27 19:15:00,2014-02-27 20:14:00,30,1,1,1,30,1,30,1
16,2014-02-27 19:16:00,2014-02-27 20:15:00,30,1,1,1,30,1,30,1
17,2014-02-27 19:17:00,2014-02-27 20:16:00,30,2,1,1,30,1,12,1
18,2014-02-27 19:18:00,2014-02-27 20:17:00,30,3,1,1,30,1,12,1
19,2014-02-27 19:19:00,2014-02-27 20:18:00,30,3,1,1,30,1,12,1
20,2014-02-27 19:20:00,2014-02-27 20:19:00,30,4,1,1,30,1,12,1
21,2014-02-27 19:21:00,2014-02-27 20:20:00,1,5,1,1,30,1,12,1
22,2014-02-27 19:22:00,2014-02-27 20:21:00,1,5,1,1,30,1,12,1
23,2014-02-27 19:23:00,2014-02-27 20:22:00,1,5,1,1,30,1,12,1
24,2014-02-27 19:24:00,2014-02-27 20:23:00,1,5,1,1,30,1,12,1
25,2014-02-27 19:25:00,2014-02-27 20:24:00,1,5,1,1,30,1,12,1
26,2014-02-27 19:26:00,2014-02-27 20:25:00,1,5,1,1,30,1,12,1
27,2014-02-27 19:27:00,2014-02-27 20:26:00,2,5,1,1,30,1,12,1
28,2014-02-27 19:28:00,2014-02-27 20:27:00,2,5,1,1,30,1,12,1
29,2014-02-27 19:29:00,2014-02-27 20:28:00,2,6,7,7,30,1,12,1
30,2014-02-27 19:30:00,2014-02-27 20:29:00,2,6,7,7,30,7,12,1
