UT__yyyy-mm-ddThh:mm:ss.sssZ,BX_FGS-D_(@_1_)_nT_GSE,BY_FGS-D_(@_2_)_nT_GSE,BZ_FGS-D_(@_3_)_nT_GSE
2018-10-09T05:00:02.388Z,-4.14995,3.35710,-1.52448
2018-10-09T05:00:05.731Z,-3.98271,3.49574,-1.65932
2018-10-09T05:00:09.074Z,-4.35320,3.70513,-1.78022
2018-10-09T05:00:12.417Z,-4.05508,3.42585,-1.53217
2018-10-09T05:00:15.761Z,-4.38834,3.51834,-1.49943
2018-10-09T05:00:19.104Z,-4.14853,3.51807,-1.28766
2018-10-09T05:00:22.447Z,-4.17810,3.46775,-1.27068
2018-10-09T05:00:25.790Z,-4.17114,3.23743,-1.32180
2018-10-09T05:00:29.133Z,-4.06039,3.17283,-1.60499
2018-10-09T05:00:32.476Z,-4.11436,3.21853,-1.66814
2018-10-09T05:00:35.819Z,-4.24047,3.09583,-1.65509
2018-10-09T05:00:39.162Z,-3.71736,2.63819,-1.33456
2018-10-09T05:00:42.505Z,-3.96529,2.93317,-1.20174
2018-10-09T05:00:45.848Z,-4.12355,2.82668,-1.56076
2018-10-09T05:00:49.191Z,-4.38727,3.08459,-1.57996
2018-10-09T05:00:52.534Z,-3.93850,3.13652,-1.74725
2018-10-09T05:00:55.877Z,-4.20676,2.84825,-1.20229
2018-10-09T05:00:59.220Z,-4.22861,3.05888,-1.05339
2018-10-09T05:01:02.563Z,-3.97401,2.86603,-1.26736
2018-10-09T05:01:05.906Z,-3.90365,3.33556,-1.07146
2018-10-09T05:01:09.249Z,-4.11856,2.73031,-0.953581
2018-10-09T05:01:12.592Z,-4.22618,2.93848,-0.755240
2018-10-09T05:01:15.935Z,-4.32831,2.98028,-1.06867
2018-10-09T05:01:19.278Z,-4.28534,3.12927,-1.40602
2018-10-09T05:01:22.621Z,-4.26622,3.22041,-1.24696
2018-10-09T05:01:25.964Z,-4.26487,3.11632,-1.41714
2018-10-09T05:01:29.307Z,-4.38752,3.20114,-1.24333
2018-10-09T05:01:32.651Z,-4.32369,3.12341,-1.20139
2018-10-09T05:01:35.994Z,-4.31292,3.10878,-0.972784
2018-10-09T05:01:39.337Z,-4.44168,3.17023,-1.00028
2018-10-09T05:01:42.680Z,-4.65938,3.22000,-1.03730
2018-10-09T05:01:46.023Z,-4.40534,3.07071,-1.30309
2018-10-09T05:01:49.366Z,-3.98184,2.90383,-1.21080
2018-10-09T05:01:52.709Z,-3.50987,3.05848,-1.14831
2018-10-09T05:01:56.052Z,-3.21803,2.36605,-1.96416
2018-10-09T05:01:59.395Z,-4.07304,2.57044,-1.70598
2018-10-09T05:02:02.738Z,-3.53742,3.34616,-1.89213
2018-10-09T05:02:06.081Z,-4.48428,3.46590,-1.96006
2018-10-09T05:02:09.424Z,-4.17204,3.33636,-2.00109
2018-10-09T05:02:12.767Z,-4.20276,3.38520,-1.89729
