,Time,BX_GSM,BY_GSM,BZ_GSM,Vx,Vy,Vz,proton_density,T
0,2015-03-16 04:50:00,-0.34,-4.31,1.27,-344.3,-5.3,-1.1,35.29,40417.0
1,2015-03-16 04:51:00,-0.18,-4.61,1.24,-346.6,-8.5,-3.3,34.31,40234.0
2,2015-03-16 04:52:00,-0.75,-4.09,0.14,-347.1,-8.5,-2.6,34.74,39175.0
3,2015-03-16 04:53:00,-2.22,-2.26,-1.98,-348.3,5.4,-15.9,25.95,29817.0
4,2015-03-16 04:54:00,-1.35,-3.03,-0.14,-347.3,2.1,-10.1,30.24,33298.0
5,2015-03-16 04:55:00,-3.0,-1.93,-2.47,-346.5,-0.5,-5.3,33.72,36129.0
6,2015-03-16 04:56:00,-3.29,-1.75,-2.74,-344.6,-1.2,-1.5,35.88,38116.0
7,2015-03-16 04:57:00,-1.95,-1.38,-1.46,-344.7,-2.5,-0.3,35.43,40453.0
8,2015-03-16 04:58:00,-2.8,-0.5,-3.79,-345.8,-3.2,-0.7,35.86,39285.0
9,2015-03-16 04:59:00,-2.82,-0.72,-3.98,-346.5,-2.9,-0.3,35.62,34681.0
10,2015-03-16 05:00:00,-2.61,-0.63,-3.91,-345.4,-0.1,-2.7,36.39,34149.0
11,2015-03-16 05:01:00,-3.23,0.69,-4.85,-345.4,-0.1,-2.7,36.34,34170.0
12,2015-03-16 05:02:00,-3.09,0.81,-5.03,-344.9,3.4,-6.3,34.39,32004.0
13,2015-03-16 05:03:00,-3.135,0.78,-5.16,-344.9,3.4,-6.3,34.39,32004.0
14,2015-03-16 05:04:00,-3.18,0.75,-5.29,-345.0,4.1000004,-5.05,35.265,32850.0
15,2015-03-16 05:05:00,-3.19,1.03,-4.78,-345.1,4.8,-3.8,36.14,33696.0
16,2015-03-16 05:06:00,-4.13,1.56,-5.12,-345.8,4.1,-4.6,34.71,32977.0
17,2015-03-16 05:07:00,-4.11,1.03,-4.97,-345.8,3.9,-4.9,34.34,32439.0
18,2015-03-16 05:08:00,-3.18,0.84,-5.17,-344.2,4.7,-4.1,35.92,32004.0
19,2015-03-16 05:09:00,-3.34,0.23,-4.8,-341.7,3.7,-4.1,36.67,31733.0
20,2015-03-16 05:10:00,-3.48,0.52,-5.03,-342.1,3.8,-3.8,36.57,31880.0
21,2015-03-16 05:11:00,-3.73,0.82,-5.56,-342.3,3.5,-3.5,36.22,31704.0
22,2015-03-16 05:12:00,-3.46,1.03,-5.92,-342.9,2.7,-4.7,34.64,31406.0
23,2015-03-16 05:13:00,-3.39,1.72,-6.99,-346.5,1.9,-9.5,30.4,32415.0
24,2015-03-16 05:14:00,-3.17,1.98,-7.14,-346.2,2.2,-9.0,30.74,33126.0
