,Time,BX_GSM,BY_GSM,BZ_GSM,Vx,Vy,Vz,proton_density,T
0,2017-09-15 12:30:00,-3.3,2.75,-2.69,-656.2,-24.3,-30.6,3.63,179565.0
1,2017-09-15 12:31:00,-2.13,5.01,-0.46,-656.4,-24.5,-30.7,3.63,179700.0
2,2017-09-15 12:32:00,-2.22,5.06,0.8,-652.05005,-23.15,-25.150002,3.665,195507.5
3,2017-09-15 12:33:00,-3.35,4.05,-1.15,-647.7,-21.8,-19.6,3.7,211315.0
4,2017-09-15 12:34:00,-2.12,3.96,-1.05,-647.7,-21.8,-19.6,3.7,211315.0
5,2017-09-15 12:35:00,0.02,0.76,-2.82,-697.6,33.7,25.1,3.78,174463.0
6,2017-09-15 12:36:00,2.05,-3.91,-3.55,-697.6,33.7,25.1,3.78,174463.0
7,2017-09-15 12:37:00,0.3,-0.38,-5.63,-697.6,33.7,25.1,3.78,174463.0
8,2017-09-15 12:38:00,0.83,-0.6,-5.95,-694.5,7.450001,20.650002,3.8600001,178073.5
9,2017-09-15 12:39:00,0.54,0.98,-5.96,-691.4,-18.8,16.2,3.94,181684.0
10,2017-09-15 12:40:00,2.06,2.15,-5.04,-691.4,-18.8,16.2,3.94,181683.0
11,2017-09-15 12:41:00,1.76,2.53,-5.03,-693.0,-21.2,12.6,3.85,167430.0
12,2017-09-15 12:42:00,2.24,0.4,-4.8,-693.0,-18.5,14.0,3.83,166141.0
13,2017-09-15 12:43:00,1.53,1.63,-5.07,-693.2,-7.6,19.7,3.73,161085.0
14,2017-09-15 12:44:00,1.62,3.59,-4.02,-691.7,-23.0,-0.8,3.88,179153.0
15,2017-09-15 12:45:00,1.54,3.06,-4.62,-691.5,-24.6,-2.9,3.89,181021.0
16,2017-09-15 12:46:00,2.09,2.92,-4.37,-689.375,-23.05,1.65,3.795,177772.25
17,2017-09-15 12:47:00,1.38,2.08,-5.22,-687.25,-21.5,6.2,3.7,174523.5
18,2017-09-15 12:48:00,0.15,2.6,-4.81,-685.125,-19.95,10.75,3.605,171274.75
19,2017-09-15 12:49:00,0.7,2.97,-4.53,-683.0,-18.4,15.3,3.51,168026.0
20,2017-09-15 12:50:00,-0.55,4.21,-3.02,-683.0,-18.4,15.3,3.51,168026.0
21,2017-09-15 12:51:00,0.14,1.44,-5.28,-677.475,-20.55,8.25,3.6125,174644.75
22,2017-09-15 12:52:00,1.13,-0.8,-5.52,-671.95,-22.7,1.2000003,3.7150002,181263.5
23,2017-09-15 12:53:00,0.32,-0.86,-5.43,-666.42505,-24.85,-5.8499994,3.8175,187882.25
24,2017-09-15 12:54:00,-1.48,3.83,-2.7,-660.9,-27.0,-12.9,3.92,194501.0
25,2017-09-15 12:55:00,-2.11,4.65,-2.43,-660.9,-27.0,-12.9,3.92,194501.0
26,2017-09-15 12:56:00,-2.16,4.28,-3.16,-658.7,-26.7,-10.4,3.89,178949.0
27,2017-09-15 12:57:00,-2.47,4.59,-2.55,-657.6,-26.5,-9.1,3.86,170806.0
28,2017-09-15 12:58:00,-2.28,4.33,-2.8,-661.4,-26.1,-15.0,3.6,181684.0
29,2017-09-15 12:59:00,-2.42,4.37,-2.88,-658.9,-24.4,-15.6,3.68,173770.0
30,2017-09-15 13:00:00,-2.76,4.7,-1.9,-656.4,-22.7,-16.1,3.76,166118.0
31,2017-09-15 13:01:00,-3.28,4.71,-0.85,-649.6,-19.9,-30.6,3.85,185977.0
32,2017-09-15 13:02:00,-3.17,3.86,-2.62,-649.8,-19.8,-27.8,3.87,186417.0
33,2017-09-15 13:03:00,-2.65,3.77,-3.16,-653.4,-21.1,-10.4,3.87,180936.0
34,2017-09-15 13:04:00,-2.89,4.01,-1.62,-657.8,-24.7,-4.1,3.54,167501.0
35,2017-09-15 13:05:00,-2.48,0.87,-4.18,-657.8,-24.7,-4.0,3.54,167389.0
36,2017-09-15 13:06:00,-1.32,2.18,-4.23,-677.4,-21.3,1.5,3.81,212748.0
37,2017-09-15 13:07:00,-0.29,2.57,-4.64,-677.4,-21.3,1.5,3.81,212748.0
38,2017-09-15 13:08:00,-1.2,0.73,-5.17,-673.2,5.05,17.45,3.895,214549.0
39,2017-09-15 13:09:00,-1.53,-0.43,-4.97,-669.0,31.4,33.4,3.98,216350.0
40,2017-09-15 13:10:00,-1.4,-2.84,-4.21,-669.0,31.4,33.4,3.98,216350.0
41,2017-09-15 13:11:00,-1.9,-3.17,-3.54,-662.2,32.5,19.5,3.59,176748.0
42,2017-09-15 13:12:00,-1.41,-0.15,-5.47,-664.5,13.3,28.2,3.62,188413.0
43,2017-09-15 13:13:00,-1.83,1.46,-5.04,-666.5,-10.6,27.0,3.91,209815.0
44,2017-09-15 13:14:00,-1.12,2.01,-4.99,-666.4,-15.7,20.7,4.1,217800.0
45,2017-09-15 13:15:00,-1.34,3.68,-3.5,-664.7,-18.2,4.8,3.81,206339.0
46,2017-09-15 13:16:00,-1.77,3.6,-3.32,-664.7,-18.2,4.8,3.81,206339.0
47,2017-09-15 13:17:00,-1.99,1.75,-4.87,-667.8,-15.1,15.4,3.83,243648.0
48,2017-09-15 13:18:00,-0.64,2.74,-4.29,-668.0,-14.9,15.9,3.83,245490.0
49,2017-09-15 13:19:00,-0.45,1.41,-5.38,-668.0,-14.9,15.9,3.83,245490.0
50,2017-09-15 13:20:00,-1.34,1.61,-5.11,-654.9,-12.4,13.1,3.64,183679.0
51,2017-09-15 13:21:00,-2.71,2.0,-4.24,-654.9,-12.4,13.1,3.64,183679.0
52,2017-09-15 13:22:00,-3.01,1.95,-2.86,-654.9,-12.4,13.1,3.64,183679.0
53,2017-09-15 13:23:00,-2.9,1.33,-4.21,-646.5667,-9.366667,4.8,3.5900002,184795.0
54,2017-09-15 13:24:00,-4.03,3.01,-1.52,-638.23334,-6.333333,-3.5,3.54,185911.0
55,2017-09-15 13:25:00,-4.88,1.92,-1.22,-629.9,-3.3,-11.8,3.49,187027.0
56,2017-09-15 13:26:00,-4.57,2.38,-1.27,-631.2,0.2,-17.8,3.43,182117.0
57,2017-09-15 13:27:00,-3.49,2.45,-3.16,-642.3,-6.3,-5.2,3.51,185428.0
58,2017-09-15 13:28:00,-3.63,1.76,-2.99,-652.1,-19.9,1.3,3.51,177340.0
59,2017-09-15 13:29:00,-4.17,1.96,-2.32,-641.7,-13.1,0.8,3.55,188128.0
60,2017-09-15 13:30:00,-2.94,3.69,-3.14,-643.9,-11.9,-1.9,3.64,191969.0
61,2017-09-15 13:31:00,-3.56,3.13,-3.14,-649.5,-22.4,-1.8,3.61,179990.0
62,2017-09-15 13:32:00,-3.88,2.94,-2.89,-646.1,-21.9,2.1,3.9,174463.0
