,Time,BX_GSM,BY_GSM,BZ_GSM,Vx,Vy,Vz,proton_density,T
0,2017-09-27 05:00:00,4.16,-6.3,7.98,-352.0,-61.6,-29.4,32.74,46086.0
1,2017-09-27 05:01:00,4.6,-6.22,7.3,-351.9,-62.2,-28.1,34.32,47094.0
2,2017-09-27 05:02:00,4.81,-6.18,7.13,-352.4,-62.1,-27.6,33.64,46175.0
3,2017-09-27 05:03:00,4.6,-6.35,7.23,-352.6,-62.1,-27.4,33.33,45753.0
4,2017-09-27 05:04:00,4.28,-6.55,7.35,-349.2,-63.0,-27.7,36.13,45090.0
5,2017-09-27 05:05:00,4.4,-6.17,6.67,-349.2,-63.0,-27.7,36.13,45090.0
6,2017-09-27 05:06:00,4.7,-5.99,6.35,-349.2,-63.0,-27.7,36.13,45090.0
7,2017-09-27 05:07:00,5.6,-7.19,5.74,-349.3,-62.2,-27.9,33.79,48541.0
8,2017-09-27 05:08:00,5.92,-8.4,3.01,-351.4,-59.2,-37.9,37.33,49799.0
9,2017-09-27 05:09:00,6.52,-7.03,-1.8,-349.6,-61.3,-39.0,38.76,47397.0
10,2017-09-27 05:10:00,6.01,-6.65,-4.76,-347.8,-63.4,-37.5,39.01,45421.0
11,2017-09-27 05:11:00,5.62,-6.49,-5.2,-347.9,-62.6,-38.1,41.08,44184.0
12,2017-09-27 05:12:00,5.49,-6.87,0.86,-348.1,-62.7,-37.7,41.12,43290.0
13,2017-09-27 05:13:00,5.87,-7.5,5.14,-350.1,-64.7,-32.2,39.8,35148.0
14,2017-09-27 05:14:00,6.06,-7.73,2.35,-349.9,-64.9,-31.8,39.63,35605.0
15,2017-09-27 05:15:00,6.62,-7.43,-0.64,-349.84998,-64.05,-32.949997,41.11,35372.0
16,2017-09-27 05:16:00,6.57,-7.36,-3.03,-349.8,-63.2,-34.1,42.59,35139.0
17,2017-09-27 05:17:00,6.27,-7.22,-5.54,-349.9,-62.5,-35.2,43.14,34114.0
18,2017-09-27 05:18:00,6.12,-7.27,-5.28,-350.2,-61.6,-36.7,44.57,31972.0
19,2017-09-27 05:19:00,5.62,-6.91,-3.97,-351.4,-64.9,-30.3,46.84,31727.0
20,2017-09-27 05:20:00,5.61,-6.35,-4.55,-351.5,-65.5,-32.2,46.82,32773.0
21,2017-09-27 05:21:00,5.66,-6.33,-4.02,-351.2,-64.9,-33.0,46.49,32171.0
22,2017-09-27 05:22:00,5.89,-5.88,-3.94,-349.9,-61.9,-36.7,44.8,28752.0
23,2017-09-27 05:23:00,5.34,-7.05,-2.18,-352.5,-62.2,-34.0,47.36,29220.0
24,2017-09-27 05:24:00,5.44,-7.04,-1.9,-352.8,-62.2,-33.7,47.7,29282.0
25,2017-09-27 05:25:00,5.52,-6.8,-0.93,-349.8,-64.8,-29.5,48.37,28012.0
26,2017-09-27 05:26:00,5.57,-6.42,0.44,-349.7,-64.9,-29.4,48.39,27966.0
27,2017-09-27 05:27:00,5.61,-6.41,0.59,-349.7,-64.9,-29.4,48.39,27966.0
28,2017-09-27 05:28:00,5.79,-5.97,1.3,-348.7,-66.5,-28.7,48.98,31727.0
29,2017-09-27 05:29:00,5.61,-5.82,1.95,-348.7,-66.5,-28.7,48.98,31727.0
30,2017-09-27 05:30:00,5.46,-6.78,1.72,-351.0,-66.0,-32.4,49.69,29935.0
31,2017-09-27 05:31:00,5.22,-7.04,1.52,-351.4,-65.7,-33.3,49.49,29542.0
32,2017-09-27 05:32:00,5.62,-6.65,2.05,-351.6,-65.5,-34.0,49.26,29282.0
33,2017-09-27 05:33:00,5.84,-6.4,2.49,-350.4,-63.6,-32.0,49.51,30628.0
34,2017-09-27 05:34:00,4.46,-7.59,1.89,-351.2,-63.9,-32.3,50.41,31194.0
35,2017-09-27 05:35:00,3.87,-8.12,2.02,-352.7,-64.6,-32.9,52.13,32283.0
36,2017-09-27 05:36:00,4.61,-7.4,2.35,-351.4,-62.5,-31.9,47.52,29016.0
37,2017-09-27 05:37:00,5.11,-7.25,2.39,-351.4,-62.5,-31.9,47.52,29016.0
38,2017-09-27 05:38:00,4.93,-7.15,2.83,-351.4,-62.5,-31.9,47.52,29016.0
39,2017-09-27 05:39:00,4.99,-6.96,3.24,-351.7,-62.9,-30.1,49.6,30901.0
40,2017-09-27 05:40:00,5.14,-6.81,3.24,-351.7,-62.9,-30.1,49.6,30901.0
41,2017-09-27 05:41:00,4.86,-6.39,4.04,-352.2,-64.9,-28.1,47.37,27707.0
42,2017-09-27 05:42:00,4.51,-6.01,4.76,-352.1,-64.8,-27.6,47.38,28002.0
43,2017-09-27 05:43:00,4.53,-5.85,5.19,-351.5,-64.3,-25.5,47.4,29107.0
