,Time,BX_GSM,BY_GSM,BZ_GSM,Vx,Vy,Vz,proton_density,T
0,2014-04-05 20:00:00,5.95,7.03,0.39,-454.0,5.0,-38.3,29.64,78871.0
1,2014-04-05 20:01:00,6.36,6.18,0.85,-454.7,4.7,-39.2,28.63,80300.0
2,2014-04-05 20:02:00,6.26,7.09,1.26,-458.0,3.6,-41.9,30.04,79013.0
3,2014-04-05 20:03:00,5.31,8.76,0.3,-456.5,2.3,-39.0,25.39,76675.0
4,2014-04-05 20:04:00,5.08,8.64,-0.29,-456.5,2.3,-39.0,25.39,76675.0
5,2014-04-05 20:05:00,3.85,8.87,-0.88,-448.5,3.3,-32.9,26.88,81487.0
6,2014-04-05 20:06:00,2.64,9.27,-1.83,-448.5,3.3,-32.9,26.88,81487.0
7,2014-04-05 20:07:00,2.38,9.16,-2.14,-448.8,1.8,-31.0,27.98,79217.0
8,2014-04-05 20:08:00,2.23,9.11,-2.79,-449.5,-2.1,-26.0,30.88,73268.0
9,2014-04-05 20:09:00,2.23,9.59,-1.29,-449.5,-2.1,-26.0,30.88,73268.0
10,2014-04-05 20:10:00,2.33,9.64,-2.47,-448.9,-0.5,-27.7,27.65,70350.0
11,2014-04-05 20:11:00,3.02,9.39,-2.82,-448.9,-0.5,-27.7,27.65,70350.0
12,2014-04-05 20:12:00,3.47,9.46,-2.55,-450.4,4.8,-30.8,28.39,74962.0
13,2014-04-05 20:13:00,3.18,8.98,-2.69,-450.4,4.8,-30.8,28.39,74962.0
14,2014-04-05 20:14:00,3.79,9.35,-3.27,-447.9,6.2,-30.8,27.35,76673.0
15,2014-04-05 20:15:00,3.31,9.41,-3.83,-447.9,6.2,-30.8,27.35,76675.0
16,2014-04-05 20:16:00,3.04,9.01,-3.37,-448.1,1.8,-25.6,29.82,69079.0
17,2014-04-05 20:17:00,2.98,8.68,-2.95,-448.0,4.2,-28.8,28.9,71946.0
18,2014-04-05 20:18:00,2.86,7.86,-4.1,-449.0,6.6,-29.6,30.24,79421.0
19,2014-04-05 20:19:00,2.86,8.3,-3.24,-449.4,2.0,-25.1,30.56,68204.0
20,2014-04-05 20:20:00,3.3,8.27,-2.48,-449.0,3.9,-24.9,31.18,67421.0
21,2014-04-05 20:21:00,2.98,8.55,-2.48,-447.3,-1.5,-22.1,30.4,60765.0
22,2014-04-05 20:22:00,3.59,8.22,-1.95,-451.2,0.1,-26.0,30.67,64154.0
23,2014-04-05 20:23:00,3.27,8.08,-2.25,-451.4,0.1,-25.6,29.95,66207.0
24,2014-04-05 20:24:00,0.76,9.09,-3.34,-440.6,-2.3,-20.6,30.9,64756.0
25,2014-04-05 20:25:00,0.76,9.09,-3.34,-440.1,-2.4,-20.4,30.94,64692.0
26,2014-04-05 20:26:00,1.21,9.19,-2.92,-440.1,-2.4,-20.4,30.94,64692.0
27,2014-04-05 20:27:00,0.97,9.31,-2.66,-440.82,-2.5600002,-20.92,30.802,64771.2
28,2014-04-05 20:28:00,1.2,9.34,-2.33,-441.54,-2.72,-21.44,30.664,64850.4
29,2014-04-05 20:29:00,1.31,9.24,-2.56,-442.26,-2.88,-21.96,30.526001,64929.6
30,2014-04-05 20:30:00,1.14,9.25,-2.86,-442.98,-3.04,-22.48,30.388,65008.8
31,2014-04-05 20:31:00,1.53,9.27,-2.46,-443.7,-3.2,-23.0,30.25,65088.0
32,2014-04-05 20:32:00,1.99,9.32,-1.75,-443.7,-3.2,-23.0,30.25,65088.0
33,2014-04-05 20:33:00,1.87,9.42,-1.79,-443.7,-3.2,-23.0,30.25,65088.0
34,2014-04-05 20:34:00,1.59,9.16,-3.26,-443.36667,-2.4333334,-22.066668,30.043333,64956.0
35,2014-04-05 20:35:00,1.62,9.17,-3.71,-443.03336,-1.6666666,-21.133333,29.836666,64824.0
36,2014-04-05 20:36:00,1.39,9.0,-3.97,-442.7,-0.9,-20.2,29.63,64692.0
37,2014-04-05 20:37:00,1.31,8.87,-4.3,-442.7,-0.9,-20.2,29.63,64692.0
38,2014-04-05 20:38:00,1.28,9.07,-3.89,-442.7,-0.9,-20.2,29.63,64692.0
39,2014-04-05 20:39:00,1.31,9.08,-3.54,-443.25,-1.05,-20.05,29.064999,61436.0
40,2014-04-05 20:40:00,1.45,9.03,-3.37,-443.8,-1.2,-19.9,28.5,58180.0
41,2014-04-05 20:41:00,1.36,9.15,-3.63,-442.1,-0.4,-20.3,28.96,60572.0
42,2014-04-05 20:42:00,1.07,9.14,-3.36,-441.2,0.0,-20.6,29.22,61952.0
43,2014-04-05 20:43:00,1.14,8.95,-3.43,-442.1,-2.0333333,-20.300001,27.789999,59090.0
44,2014-04-05 20:44:00,1.53,9.02,-3.16,-443.0,-4.0666666,-20.0,26.36,56228.0
45,2014-04-05 20:45:00,2.78,9.02,-2.65,-443.9,-6.1,-19.7,24.93,53366.0
46,2014-04-05 20:46:00,3.71,8.91,-2.18,-443.9,-6.1,-19.7,24.93,53366.0
47,2014-04-05 20:47:00,3.22,9.23,-1.57,-444.3,-7.5,-23.3,25.76,56647.0
48,2014-04-05 20:48:00,3.48,9.21,-1.36,-444.3,-7.5,-23.3,25.76,56650.0
49,2014-04-05 20:49:00,3.5,9.02,-0.97,-442.2,-7.45,-19.45,25.69,56465.0
50,2014-04-05 20:50:00,1.8,9.31,-1.1,-440.1,-7.4,-15.6,25.62,56280.0
51,2014-04-05 20:51:00,2.29,9.46,-1.38,-440.1,-7.4,-15.6,25.62,56280.0
52,2014-04-05 20:52:00,2.87,9.06,-0.84,-440.7,-7.9,-22.6,28.13,55654.0
53,2014-04-05 20:53:00,3.56,9.46,-0.07,-441.3,-8.2,-21.2,26.72,55176.0
54,2014-04-05 20:54:00,3.89,9.56,0.31,-440.8,-7.9,-21.1,25.79,54216.0
55,2014-04-05 20:55:00,4.12,9.61,0.73,-440.4,-7.7,-21.7,25.71,53726.0
56,2014-04-05 20:56:00,4.83,9.22,0.96,-437.6,-8.9,-22.7,24.73,49141.0
57,2014-04-05 20:57:00,4.4,9.37,0.71,-437.6,-8.9,-22.7,24.73,49141.0
58,2014-04-05 20:58:00,4.25,9.47,0.53,-437.6,-8.9,-22.7,24.73,49141.0
59,2014-04-05 20:59:00,4.12,9.55,0.45,-439.6,-8.8,-22.7,25.58,55544.0
60,2014-04-05 21:00:00,3.02,10.04,0.3,-442.33334,-13.466666,-22.266666,25.36,54178.668
61,2014-04-05 21:01:00,1.92,10.53,0.15,-445.06665,-18.133333,-21.833334,25.14,52813.332
62,2014-04-05 21:02:00,1.88,10.57,0.11,-447.8,-22.8,-21.4,24.92,51448.0
63,2014-04-05 21:03:00,1.84,10.61,0.07,-447.8,-22.8,-21.4,24.92,51448.0
64,2014-04-05 21:04:00,1.835,10.59,0.14,-447.8,-22.8,-21.4,24.92,51448.0
65,2014-04-05 21:05:00,1.83,10.57,0.21,-447.85715,-22.828571,-21.442858,24.87,51157.855
66,2014-04-05 21:06:00,1.925,10.549999,0.15,-447.91428,-22.857141,-21.485714,24.82,50867.715
67,2014-04-05 21:07:00,2.02,10.53,0.09,-447.97144,-22.885714,-21.528572,24.77,50577.57
68,2014-04-05 21:08:00,2.01,10.545,0.035000004,-448.02856,-22.914286,-21.571428,24.72,50287.43
69,2014-04-05 21:09:00,2.0,10.56,-0.02,-448.08572,-22.942858,-21.614286,24.67,49997.285
70,2014-04-05 21:10:00,2.075,10.540001,-0.005,-448.14285,-22.971428,-21.657143,24.619999,49707.145
71,2014-04-05 21:11:00,2.15,10.52,0.01,-448.2,-23.0,-21.7,24.57,49417.0
72,2014-04-05 21:12:00,2.15,10.52,0.02,-448.2,-23.0,-21.7,24.57,49417.0
73,2014-04-05 21:13:00,2.125,10.530001,0.07,-448.125,-22.8625,-21.725,24.5175,49584.375
74,2014-04-05 21:14:00,2.1,10.54,0.12,-448.05002,-22.725,-21.75,24.465,49751.75
75,2014-04-05 21:15:00,2.01,10.55,0.11,-447.975,-22.5875,-21.775,24.4125,49919.125
76,2014-04-05 21:16:00,1.92,10.56,0.1,-447.90002,-22.45,-21.8,24.36,50086.5
77,2014-04-05 21:17:00,1.785,10.33,0.145,-447.825,-22.3125,-21.825,24.307499,50253.875
78,2014-04-05 21:18:00,1.65,10.1,0.19,-447.75,-22.175,-21.85,24.255,50421.25
79,2014-04-05 21:19:00,1.6949999,10.06,0.195,-447.67502,-22.0375,-21.875,24.2025,50588.625
80,2014-04-05 21:20:00,1.74,10.02,0.2,-447.6,-21.9,-21.9,24.15,50756.0
81,2014-04-05 21:21:00,1.74,10.02,0.2,-447.6,-21.9,-21.9,24.15,50756.0
82,2014-04-05 21:22:00,1.69,9.89,0.17500001,-447.09,-21.75,-22.01,24.317999,50901.0
83,2014-04-05 21:23:00,1.64,9.76,0.15,-446.58002,-21.6,-22.119999,24.486,51046.0
84,2014-04-05 21:24:00,1.635,9.64,0.105000004,-446.07,-21.449999,-22.23,24.654,51191.0
85,2014-04-05 21:25:00,1.63,9.52,0.06,-445.56,-21.3,-22.34,24.822,51336.0
86,2014-04-05 21:26:00,1.62,9.463334,0.09,-445.05,-21.15,-22.45,24.99,51481.0
87,2014-04-05 21:27:00,1.61,9.406667,0.120000005,-444.54,-21.0,-22.56,25.157999,51626.0
88,2014-04-05 21:28:00,1.6,9.35,0.15,-444.03,-20.85,-22.67,25.326,51771.0
89,2014-04-05 21:29:00,1.63,9.335,0.17500001,-443.52,-20.699999,-22.78,25.494,51916.0
90,2014-04-05 21:30:00,1.66,9.32,0.2,-443.01,-20.55,-22.89,25.662,52061.0
91,2014-04-05 21:31:00,1.94,9.6,0.09,-442.5,-20.4,-23.0,25.83,52206.0
92,2014-04-05 21:32:00,2.06,9.84,0.34,-443.6,-20.0,-22.7,26.56,51987.0
93,2014-04-05 21:33:00,2.53,9.18,0.54,-444.5,-18.1,-22.0,26.66,54056.0
94,2014-04-05 21:34:00,0.52,10.1,-0.35,-442.0,-17.0,-21.0,27.26,52474.0
95,2014-04-05 21:35:00,0.63,9.83,0.21,-443.6,-18.5,-21.9,26.41,52039.0
96,2014-04-05 21:36:00,1.22,9.42,0.67,-444.6,-19.3,-22.4,26.1,52469.0
97,2014-04-05 21:37:00,0.68,9.67,0.25,-444.9,-19.3,-22.3,26.87,55868.0
98,2014-04-05 21:38:00,0.76,10.12,0.12,-445.8,-20.5,-21.9,25.91,51489.0
99,2014-04-05 21:39:00,0.05,10.15,0.07,-445.2,-20.4,-23.3,24.42,54824.0
100,2014-04-05 21:40:00,0.52,10.19,-0.12,-446.2,-19.2,-23.0,25.28,53928.0
101,2014-04-05 21:41:00,3.56,11.47,0.6,-446.2,-18.1,-22.8,25.29,57150.0
102,2014-04-05 21:42:00,2.83,11.95,0.65,-449.4,-23.9,-22.3,23.25,43832.0
103,2014-04-05 21:43:00,2.89,12.03,0.65,-449.1,-24.0,-21.7,23.23,44202.0
104,2014-04-05 21:44:00,3.35,11.99,0.66,-448.4,-24.2,-20.9,23.88,41947.0
105,2014-04-05 21:45:00,3.44,11.48,1.0,-447.6,-22.8,-22.3,22.48,49000.0
106,2014-04-05 21:46:00,2.72,10.12,0.52,-444.8,-19.7,-22.7,25.4,52034.0
107,2014-04-05 21:47:00,2.45,9.78,-0.17,-443.6,-16.6,-21.7,27.01,53558.0
108,2014-04-05 21:48:00,1.7,10.14,-0.9,-444.0,-17.4,-22.3,25.91,54790.0
109,2014-04-05 21:49:00,4.06,9.32,0.23,-441.1,-15.6,-22.1,26.75,55608.0
110,2014-04-05 21:50:00,5.34,8.99,0.63,-438.3,-14.8,-21.2,25.67,56893.0
111,2014-04-05 21:51:00,4.21,9.23,-0.47,-440.3,-16.5,-21.4,27.5,59769.0
112,2014-04-05 21:52:00,4.24,9.43,-0.59,-440.3,-16.5,-21.4,27.52,59800.0
113,2014-04-05 21:53:00,4.15,9.28,-0.64,-440.4,-16.5,-23.8,24.74,60007.0
114,2014-04-05 21:54:00,3.68,9.43,-0.74,-441.3,-16.8,-23.7,26.4,62603.0
115,2014-04-05 21:55:00,4.54,9.44,-0.22,-440.7,-15.2,-21.5,26.43,61591.0
116,2014-04-05 21:56:00,3.86,9.59,-0.71,-442.9,-17.5,-23.2,26.32,58653.0
117,2014-04-05 21:57:00,4.85,9.19,-0.42,-444.6,-18.3,-24.2,26.48,58526.0
118,2014-04-05 21:58:00,6.34,8.87,0.56,-445.925,-17.05,-23.95,25.895,59336.75
119,2014-04-05 21:59:00,8.56,7.84,1.02,-447.25,-15.799999,-23.7,25.31,60147.5
120,2014-04-05 22:00:00,7.64,9.31,1.13,-448.575,-14.55,-23.45,24.724998,60958.25
121,2014-04-05 22:01:00,6.0,9.78,0.26,-449.9,-13.3,-23.2,24.14,61769.0
122,2014-04-05 22:02:00,3.62,10.75,-0.89,-451.4,-16.8,-22.0,24.57,54200.0
123,2014-04-05 22:03:00,3.16,10.83,-0.79,-453.5,-17.3,-22.2,25.09,50166.0
124,2014-04-05 22:04:00,2.3,10.72,-1.07,-455.8,-15.9,-23.0,24.44,52414.0
125,2014-04-05 22:05:00,2.36,10.82,-1.06,-454.1,-14.6,-22.2,25.54,50103.0
126,2014-04-05 22:06:00,3.04,10.41,-0.6,-453.7,-16.5,-22.3,25.39,53725.0
