UT__yyyy-mm-ddThh:mm:ss.sssZ,BX_FGS-D_(@_1_)_nT_GSE,BY_FGS-D_(@_2_)_nT_GSE,BZ_FGS-D_(@_3_)_nT_GSE
2015-04-20T20:10:00.985Z,-4.15275,9.98440,-2.94319
2015-04-20T20:10:05.272Z,-4.22543,10.0715,-2.72676
2015-04-20T20:10:09.560Z,-4.25341,10.1665,-2.72482
2015-04-20T20:10:13.847Z,-4.63345,10.1232,-2.14714
2015-04-20T20:10:18.135Z,-4.69286,10.1187,-2.63637
2015-04-20T20:10:22.423Z,-4.30387,10.2822,-2.59762
2015-04-20T20:10:26.710Z,-4.27900,10.2057,-2.07846
2015-04-20T20:10:30.998Z,-4.54157,10.0313,-2.27254
2015-04-20T20:10:35.286Z,-4.40755,9.74101,-2.08185
2015-04-20T20:10:39.573Z,-4.76282,9.73371,-2.58175
2015-04-20T20:10:43.861Z,-4.48446,9.78165,-2.25044
2015-04-20T20:10:48.148Z,-4.65368,10.0432,-2.07626
2015-04-20T20:10:52.436Z,-4.68453,10.0000,-1.61403
2015-04-20T20:10:56.724Z,-4.92450,10.1994,-1.31972
2015-04-20T20:11:01.011Z,-5.36262,10.1241,-1.38844
2015-04-20T20:11:05.299Z,-5.19170,10.1267,-1.15455
2015-04-20T20:11:09.587Z,-5.79713,9.84349,-0.592389
2015-04-20T20:11:13.874Z,-5.91665,9.70298,-0.187338
2015-04-20T20:11:18.162Z,-6.10119,9.94186,0.383649
2015-04-20T20:11:22.449Z,-6.02840,9.97262,0.449548
2015-04-20T20:11:26.737Z,-5.73019,9.63358,0.190277
2015-04-20T20:11:31.025Z,-6.31415,9.42307,1.04540
2015-04-20T20:11:35.312Z,-6.08798,9.78201,-0.887906
2015-04-20T20:11:39.600Z,-5.92227,9.55748,-0.966893
2015-04-20T20:11:43.888Z,-4.30082,10.5462,-0.911258
2015-04-20T20:11:48.175Z,-3.25811,10.7099,-2.20564
2015-04-20T20:11:52.463Z,-5.25630,9.54002,1.65863
2015-04-20T20:11:56.750Z,-5.51679,9.45205,1.29671
2015-04-20T20:12:01.038Z,-5.70366,9.47018,1.52815
2015-04-20T20:12:05.326Z,-6.02150,9.33047,1.90741
2015-04-20T20:12:09.613Z,-6.00762,9.14539,1.73635
2015-04-20T20:12:13.901Z,-5.84491,9.06259,2.11168
2015-04-20T20:12:18.189Z,-6.33932,8.48111,2.51605
2015-04-20T20:12:22.476Z,-5.69396,9.31556,2.12396
2015-04-20T20:12:26.764Z,-5.92174,9.13358,2.08840
2015-04-20T20:12:31.052Z,-5.78621,9.36326,1.86423
2015-04-20T20:12:35.339Z,-5.96976,9.67366,0.758121
2015-04-20T20:12:39.627Z,-5.71611,9.64055,0.515373
2015-04-20T20:12:43.914Z,-5.81135,9.60698,0.391027
2015-04-20T20:12:48.202Z,-6.01832,9.61746,-0.673007
2015-04-20T20:12:52.490Z,-6.08669,9.78277,-0.887939
2015-04-20T20:12:56.777Z,-5.53526,9.82735,-1.85908
2015-04-20T20:13:01.065Z,-5.19214,9.71331,-2.29806
2015-04-20T20:13:05.353Z,-5.34131,9.70123,-1.76934
2015-04-20T20:13:09.640Z,-5.21601,9.80862,-1.64821
2015-04-20T20:13:13.928Z,-5.98766,9.73075,-1.21735
2015-04-20T20:13:18.215Z,-5.80316,9.57292,-1.29628
2015-04-20T20:13:22.503Z,-5.95195,9.57738,-1.17873
2015-04-20T20:13:26.791Z,-5.96808,9.56688,-1.17237
