UT__yyyy-mm-ddThh:mm:ss.sssZ,BX_FGS-D_(@_1_)_nT_GSE,BY_FGS-D_(@_2_)_nT_GSE,BZ_FGS-D_(@_3_)_nT_GSE
2015-04-20T20:40:01.952Z,-1.54064,11.5334,-2.42868
2015-04-20T20:40:04.838Z,-1.32606,11.3543,-2.34336
2015-04-20T20:40:07.724Z,-1.24170,11.4651,-2.17797
2015-04-20T20:40:10.610Z,-1.38145,11.4829,-1.99744
2015-04-20T20:40:13.496Z,-1.49044,11.3810,-2.02220
2015-04-20T20:40:16.382Z,-2.16780,11.2379,-2.64110
2015-04-20T20:40:19.268Z,-2.15749,11.3427,-2.67019
2015-04-20T20:40:22.154Z,-2.12204,11.4798,-2.46652
2015-04-20T20:40:25.040Z,-2.39150,11.2618,-2.83944
2015-04-20T20:40:27.926Z,-2.05305,11.2206,-2.43801
2015-04-20T20:40:30.812Z,-1.97621,11.2427,-2.74123
2015-04-20T20:40:33.699Z,-1.97330,11.2917,-2.62256
2015-04-20T20:40:36.585Z,-2.45281,11.0754,-2.78988
2015-04-20T20:40:39.471Z,-1.89993,11.3893,-1.91259
2015-04-20T20:40:42.357Z,-2.37530,11.2801,-2.07384
2015-04-20T20:40:45.243Z,-2.54722,11.2181,-2.22129
2015-04-20T20:40:48.129Z,-2.58759,11.1414,-2.50240
2015-04-20T20:40:51.015Z,-2.45112,11.0662,-2.55861
2015-04-20T20:40:53.901Z,-2.26689,11.1238,-2.48148
2015-04-20T20:40:56.787Z,-2.59019,10.9924,-2.89358
2015-04-20T20:40:59.673Z,-2.49474,11.0406,-2.68590
2015-04-20T20:41:02.559Z,-2.35737,11.1237,-2.58221
2015-04-20T20:41:05.445Z,-2.25626,11.1285,-2.78307
2015-04-20T20:41:08.331Z,-2.45067,10.9989,-2.21474
2015-04-20T20:41:11.217Z,-2.88119,10.9735,-2.36132
2015-04-20T20:41:14.103Z,-2.70872,10.9111,-3.34574
2015-04-20T20:41:16.989Z,-2.93794,10.7371,-4.05393
2015-04-20T20:41:19.875Z,-2.89565,11.0544,-2.86615
2015-04-20T20:41:22.761Z,-2.64691,11.1386,-3.02192
2015-04-20T20:41:25.647Z,-2.96391,11.0377,-2.85280
2015-04-20T20:41:28.533Z,-2.79322,11.0416,-2.59275
2015-04-20T20:41:31.419Z,-3.01113,11.0548,-2.58326
2015-04-20T20:41:34.306Z,-2.75590,11.0367,-3.04669
2015-04-20T20:41:37.192Z,-2.53517,11.1482,-3.52438
2015-04-20T20:41:40.078Z,-2.47262,11.0998,-3.15870
2015-04-20T20:41:42.964Z,-3.01524,11.0563,-2.55982
2015-04-20T20:41:45.850Z,-2.91605,11.0946,-2.13259
2015-04-20T20:41:48.736Z,-3.03527,11.1049,-2.06925
2015-04-20T20:41:51.622Z,-2.82279,11.1109,-2.52957
2015-04-20T20:41:54.508Z,-2.70563,11.1013,-2.58119
2015-04-20T20:41:57.394Z,-2.76020,11.1710,-2.13438
2015-04-20T20:42:00.280Z,-2.59617,11.1359,-2.21255
2015-04-20T20:42:03.166Z,-2.71986,11.1392,-1.88278
2015-04-20T20:42:06.052Z,-2.87974,11.2814,-1.79854
2015-04-20T20:42:08.938Z,-2.65585,11.1247,-2.48907
2015-04-20T20:42:11.824Z,-2.67738,11.0497,-3.11865
2015-04-20T20:42:14.710Z,-2.59804,11.0038,-3.08972
2015-04-20T20:42:17.596Z,-2.19503,11.0978,-2.89168
2015-04-20T20:42:20.482Z,-3.29857,10.8847,-2.47734
2015-04-20T20:42:23.368Z,-3.05836,11.0719,-2.31373
2015-04-20T20:42:26.254Z,-2.77096,11.1335,-2.44918
2015-04-20T20:42:29.140Z,-2.57121,11.0269,-2.62570
2015-04-20T20:42:32.026Z,-2.62300,11.1128,-2.67659
2015-04-20T20:42:34.913Z,-2.59307,11.0520,-2.98277
2015-04-20T20:42:37.799Z,-2.38707,11.1602,-3.13543
2015-04-20T20:42:40.685Z,-2.63546,11.0845,-3.22266
2015-04-20T20:42:43.571Z,-2.47550,11.1594,-3.24788
2015-04-20T20:42:46.457Z,-2.77028,11.0419,-2.96468
2015-04-20T20:42:49.343Z,-3.37216,10.8114,-2.32796
2015-04-20T20:42:52.229Z,-3.33963,10.8995,-2.24296
2015-04-20T20:42:55.115Z,-3.35126,10.8124,-2.68814
2015-04-20T20:42:58.001Z,-3.18925,10.8865,-2.72509
2015-04-20T20:43:00.887Z,-3.17885,10.9156,-2.16731
2015-04-20T20:43:03.773Z,-3.24254,10.8301,-1.83352
2015-04-20T20:43:06.659Z,-3.16707,10.7614,-2.64052
2015-04-20T20:43:09.545Z,-2.77046,10.9006,-3.61057
2015-04-20T20:43:12.431Z,-0.702396,10.7945,-5.75163
2015-04-20T20:43:15.317Z,-0.814997,10.7353,-5.37957
2015-04-20T20:43:18.203Z,-1.47114,10.7672,-5.09639
2015-04-20T20:43:21.089Z,-1.35188,10.8654,-5.13022
2015-04-20T20:43:23.975Z,-1.52124,10.8439,-4.91601
2015-04-20T20:43:26.861Z,-1.49948,10.8946,-5.14581
2015-04-20T20:43:29.747Z,-1.39841,10.7909,-5.37618
2015-04-20T20:43:32.633Z,-1.33722,10.6517,-5.51428
2015-04-20T20:43:35.520Z,-1.25049,10.6617,-5.63310
2015-04-20T20:43:38.406Z,-1.35739,10.6675,-5.64008
2015-04-20T20:43:41.292Z,-1.26072,10.7739,-5.54500
2015-04-20T20:43:44.178Z,-0.875865,10.7745,-5.51399
2015-04-20T20:43:47.064Z,-0.829007,10.7490,-5.54054
2015-04-20T20:43:49.950Z,-0.957263,10.8211,-5.53121
2015-04-20T20:43:52.836Z,-1.17608,10.6761,-5.68162
2015-04-20T20:43:55.722Z,-1.23206,10.5465,-5.76809
2015-04-20T20:43:58.608Z,-0.907165,10.7444,-5.71159
2015-04-20T20:44:01.494Z,-0.748476,10.6527,-5.65373
2015-04-20T20:44:04.380Z,-0.820152,10.5459,-6.13243
2015-04-20T20:44:07.266Z,-0.629437,10.5011,-6.36296
2015-04-20T20:44:10.152Z,-0.733419,10.5559,-6.25126
