UT__yyyy-mm-ddThh:mm:ss.sssZ,BX_FGS-D_(@_1_)_nT_GSE,BY_FGS-D_(@_2_)_nT_GSE,BZ_FGS-D_(@_3_)_nT_GSE
2019-11-27T14:00:00.345Z,-2.24244,3.96099,-0.710825
2019-11-27T14:00:03.706Z,-2.18660,3.97073,-0.751055
2019-11-27T14:00:07.068Z,-2.19504,3.98834,-0.677266
2019-11-27T14:00:10.429Z,-2.11968,3.93169,-0.699414
2019-11-27T14:00:13.790Z,-2.13120,4.00692,-0.693656
2019-11-27T14:00:17.152Z,-2.12455,3.97597,-0.720172
2019-11-27T14:00:20.513Z,-2.23827,4.01337,-0.695889
2019-11-27T14:00:23.874Z,-2.10779,4.00774,-0.731617
2019-11-27T14:00:27.236Z,-2.07673,3.92149,-0.751768
2019-11-27T14:00:30.597Z,-2.22823,3.96534,-0.615870
2019-11-27T14:00:33.958Z,-2.25091,3.92323,-0.604559
2019-11-27T14:00:37.320Z,-2.30955,3.95628,-0.561381
2019-11-27T14:00:40.681Z,-2.34330,3.96295,-0.641943
2019-11-27T14:00:44.042Z,-2.41304,3.98940,-0.658162
2019-11-27T14:00:47.404Z,-2.35644,4.01323,-0.757519
2019-11-27T14:00:50.765Z,-2.47844,4.05661,-0.828054
2019-11-27T14:00:54.126Z,-2.40889,3.92262,-0.986472
2019-11-27T14:00:57.488Z,-2.49795,3.83450,-0.852372
2019-11-27T14:01:00.849Z,-2.51897,3.87273,-0.752202
2019-11-27T14:01:04.210Z,-2.48002,3.91769,-0.644853
2019-11-27T14:01:07.572Z,-2.41097,3.98791,-0.634457
2019-11-27T14:01:10.933Z,-2.46133,4.01497,-0.496460
2019-11-27T14:01:14.294Z,-2.46402,3.93538,-0.597172
2019-11-27T14:01:17.656Z,-2.38995,3.94968,-0.734626
2019-11-27T14:01:21.017Z,-2.30301,3.92854,-0.827482
2019-11-27T14:01:24.378Z,-2.48816,3.85668,-0.875805
2019-11-27T14:01:27.740Z,-2.46410,3.70546,-0.875469
2019-11-27T14:01:31.101Z,-2.43380,3.89363,-0.830258
2019-11-27T14:01:34.462Z,-2.18093,4.11507,-0.478648
2019-11-27T14:01:37.824Z,-2.28448,4.03744,-0.510481
2019-11-27T14:01:41.185Z,-2.34503,4.06037,-0.659615
2019-11-27T14:01:44.546Z,-2.44237,3.97824,-0.620334
2019-11-27T14:01:47.908Z,-2.46446,3.96184,-0.499541
2019-11-27T14:01:51.269Z,-2.39592,3.94776,-0.326566
2019-11-27T14:01:54.630Z,-2.37189,4.02966,-0.287520
2019-11-27T14:01:57.992Z,-2.33481,4.11988,-0.404958
2019-11-27T14:02:01.353Z,-2.32609,4.08743,-0.407769
2019-11-27T14:02:04.714Z,-2.21751,4.10915,-0.523787
2019-11-27T14:02:08.075Z,-2.39287,4.05947,-0.595543
2019-11-27T14:02:11.437Z,-2.36905,3.97846,-0.698660
2019-11-27T14:02:14.798Z,-2.41008,3.93499,-0.829713
2019-11-27T14:02:18.159Z,-2.35744,4.06935,-0.801841
2019-11-27T14:02:21.521Z,-2.14133,4.17733,-0.670010
2019-11-27T14:02:24.882Z,-2.22789,4.06126,-0.609835
2019-11-27T14:02:28.243Z,-2.24740,4.12766,-0.627917
2019-11-27T14:02:31.605Z,-2.16577,4.17726,-0.643900
2019-11-27T14:02:34.966Z,-2.14623,4.16624,-0.658293
2019-11-27T14:02:38.327Z,-2.15991,4.07685,-0.578816
2019-11-27T14:02:41.689Z,-2.09117,4.10652,-0.606923
2019-11-27T14:02:45.050Z,-2.12464,4.09835,-0.616506
2019-11-27T14:02:48.411Z,-2.07235,4.13679,-0.594663
2019-11-27T14:02:51.773Z,-2.17942,4.14324,-0.596897
2019-11-27T14:02:55.134Z,-2.12213,4.07040,-0.690430
2019-11-27T14:02:58.495Z,-2.21352,4.05399,-0.683488
2019-11-27T14:03:01.857Z,-2.24595,4.04507,-0.681219
2019-11-27T14:03:05.218Z,-2.25054,4.07453,-0.630998
2019-11-27T14:03:08.579Z,-2.23943,4.08112,-0.571600
2019-11-27T14:03:11.941Z,-2.19100,4.10773,-0.526189
2019-11-27T14:03:15.302Z,-2.13578,4.03638,-0.643427
2019-11-27T14:03:18.663Z,-2.04618,4.03945,-0.603096
2019-11-27T14:03:22.025Z,-2.06318,4.07789,-0.695103
2019-11-27T14:03:25.386Z,-2.06908,4.12292,-0.727713
2019-11-27T14:03:28.747Z,-2.15905,3.96856,-0.741599
2019-11-27T14:03:32.109Z,-2.02851,4.07368,-0.842275
2019-11-27T14:03:35.470Z,-1.90852,4.14254,-0.860392
2019-11-27T14:03:38.831Z,-2.03516,4.10463,-0.815759
2019-11-27T14:03:42.193Z,-2.08260,4.02190,-0.816843
2019-11-27T14:03:45.554Z,-2.07071,4.09796,-0.849046
2019-11-27T14:03:48.915Z,-2.09649,4.05810,-0.873293
2019-11-27T14:03:52.277Z,-2.15823,4.09340,-0.865672
2019-11-27T14:03:55.638Z,-2.06791,4.05517,-0.851993
2019-11-27T14:03:58.999Z,-2.05217,4.14307,-0.907764
2019-11-27T14:04:02.360Z,-2.05809,4.13273,-0.907900
2019-11-27T14:04:05.722Z,-2.25295,3.98011,-0.660730
2019-11-27T14:04:09.083Z,-2.35305,3.99615,-0.650975
2019-11-27T14:04:12.444Z,-2.21181,4.12591,-1.00282
2019-11-27T14:04:15.806Z,-2.08345,3.94724,-1.37302
2019-11-27T14:04:19.167Z,-2.04751,4.16058,-1.39865
2019-11-27T14:04:22.528Z,-2.01482,4.09929,-1.29747
2019-11-27T14:04:25.890Z,-2.16515,4.07539,-1.28585
2019-11-27T14:04:29.251Z,-2.10623,4.02750,-1.25805
