,Start,Stop,Pearson,Slope,Intercept,MAPE,Ratio,RMSE,RMSE_Artemis,RMSE_Omni,RMSE_Avg,hourly-velocity
1,2017-09-15 12:31:00,2017-09-15 13:30:00,-0.20448858186102045,-0.011297989701502307,3.7726489704169857,0.4637440270436051,0.4716040952985815,1.1951571211634853,0.5113692676238257,0.31691910007587154,0.38769408687068857,-667.2652566101694
2,2017-09-15 12:32:00,2017-09-15 13:31:00,-0.2141568955948407,-0.036737660758732915,3.839050507732594,0.45304015545896076,0.460718802161655,1.1784808624035537,0.496986960099778,0.31213357711630035,0.38005007363716214,-667.0533922033898
3,2017-09-15 12:33:00,2017-09-15 13:32:00,-0.2304746918782752,-0.06285943711696132,3.906855912589993,0.44221070484851677,0.44970580154086454,1.1607939040500659,0.4821331259692629,0.3072132943261686,0.3721840048500744,-667.0101710169491
4,2017-09-15 12:34:00,2017-09-15 13:33:00,-0.24119830806475145,-0.05522918680189391,3.8735974939559594,0.4332461581448851,0.44058931336767976,1.14700566582243,0.4684532784239256,0.30310714957494067,0.36533766803981194,-666.9830523728814
5,2017-09-15 12:35:00,2017-09-15 13:34:00,-0.255912792356047,-0.0453739979917736,3.8546158810404534,0.4246540292425665,0.4318515551619321,1.1336286574179752,0.4551369424368979,0.2991034647941185,0.3586646584296569,-666.9559337288135
6,2017-09-15 12:36:00,2017-09-15 13:35:00,-0.253586027290486,-0.03568874734170932,3.8345315627897185,0.4157234121715606,0.42276957169989215,1.1184740744813706,0.4406320459767307,0.29490285215606576,0.35157629042074656,-666.0830523728813
7,2017-09-15 12:37:00,2017-09-15 13:36:00,-0.2548392257873863,-0.026452207855085414,3.815337578591706,0.40819282372140225,0.41511134615735823,1.1054376178194818,0.428729641269321,0.29125859954899785,0.345539754433606,-665.2440693220339
8,2017-09-15 12:38:00,2017-09-15 13:37:00,-0.25980378259671355,-0.01765598494665701,3.797009518803396,0.40195335968487783,0.40876612849309607,1.094493673567285,0.4191648671585782,0.2881648849937454,0.34051071335466976,-664.4050862711864
9,2017-09-15 12:39:00,2017-09-15 13:38:00,-0.24612289231799106,-0.014542412579248218,3.788333978047583,0.3954718101561608,0.4021747221927059,1.0811917960350985,0.40962484279907224,0.2848908623797321,0.33531368584961224,-663.7000015254237
10,2017-09-15 12:40:00,2017-09-15 13:39:00,-0.19990393536190512,-0.009234293504689118,3.7730452547876943,0.38952080322507765,0.3961228507373671,1.0678177871816865,0.4008791258021942,0.2818390605967367,0.33049793827515567,-663.0474591525425
11,2017-09-15 12:41:00,2017-09-15 13:40:00,0.00561128249669678,0.012032360025023024,3.715861135858832,0.3846436991399002,0.39116308387108495,1.0564882411180785,0.3939466199748967,0.2792944723626928,0.32655511014224353,-662.3966116949154
12,2017-09-15 12:42:00,2017-09-15 13:41:00,0.061479696893496985,0.15846512523100886,3.319339056398088,0.38173138466653905,0.38820140813546344,1.0501016390988176,0.390027409205024,0.27775146443108906,0.3242236804492695,-661.7423744067797
13,2017-09-15 12:43:00,2017-09-15 13:42:00,0.10273547208281557,0.29999936976308916,2.9357229684879034,0.38008363593582195,0.3865257314601579,1.0464528689133938,0.38789280495152323,0.27687214548193023,0.3229175189426769,-661.088137118644
14,2017-09-15 12:44:00,2017-09-15 13:43:00,0.10726119816680167,0.32248841885626645,2.874588252921813,0.37971070693283676,0.38614648162661364,1.0456646947612092,0.3874569343760321,0.27667317907175365,0.3226338348202998,-660.3898320338983
15,2017-09-15 12:45:00,2017-09-15 13:44:00,0.13426821281000084,0.401047111903379,2.6596612374633755,0.37875787820319307,0.38517750325748445,1.0428366870928696,0.3863486716918605,0.2761642612745433,0.3219100356085106,-659.716950677966
16,2017-09-15 12:46:00,2017-09-15 13:45:00,0.09734845844262172,0.08603041953286493,3.5210084665787047,0.3811831015854643,0.38764383212081116,1.0518776973502906,0.39008239996306393,0.27745837239938276,0.3239728760644601,-659.0627133898306
17,2017-09-15 12:47:00,2017-09-15 13:46:00,0.12784386141053383,0.14543225403293014,3.3664476992752537,0.38316819690958787,0.3896625731283945,1.0585942490147695,0.3927917201961678,0.2785304190100802,0.3255994968528038,-658.4716116949154
