,Start,Stop,Pearson,Slope,MAPE,Ratio,RMSE,RMSE_Artemis,RMSE_Omni,RMSE_Avg
0,2015-04-20 20:40:00,2015-04-20 21:39:00,23,27,5,5,5,5,5,5
1,2015-04-20 20:41:00,2015-04-20 21:40:00,23,27,6,6,6,6,6,6
2,2015-04-20 20:42:00,2015-04-20 21:41:00,23,28,6,6,6,6,7,6
3,2015-04-20 20:43:00,2015-04-20 21:42:00,24,28,7,7,7,7,7,7
4,2015-04-20 20:44:00,2015-04-20 21:43:00,25,28,8,8,8,22,8,8
5,2015-04-20 20:45:00,2015-04-20 21:44:00,25,28,9,9,21,22,9,21
6,2015-04-20 20:46:00,2015-04-20 21:45:00,25,20,1,1,22,1,10,22
7,2015-04-20 20:47:00,2015-04-20 21:46:00,25,20,1,1,22,22,12,22
8,2015-04-20 20:48:00,2015-04-20 21:47:00,25,20,1,1,22,1,1,1
9,2015-04-20 20:49:00,2015-04-20 21:48:00,25,28,1,1,1,1,1,1
10,2015-04-20 20:50:00,2015-04-20 21:49:00,25,28,1,1,1,1,1,1
11,2015-04-20 20:51:00,2015-04-20 21:50:00,25,21,1,1,1,1,1,1
12,2015-04-20 20:52:00,2015-04-20 21:51:00,25,21,1,1,1,1,1,1
13,2015-04-20 20:53:00,2015-04-20 21:52:00,25,27,1,1,1,1,1,1
14,2015-04-20 20:54:00,2015-04-20 21:53:00,25,21,1,1,1,1,1,1
15,2015-04-20 20:55:00,2015-04-20 21:54:00,25,22,1,1,1,1,1,1
16,2015-04-20 20:56:00,2015-04-20 21:55:00,25,27,1,1,1,1,1,1
17,2015-04-20 20:57:00,2015-04-20 21:56:00,25,22,2,2,2,2,2,2
18,2015-04-20 20:58:00,2015-04-20 21:57:00,25,22,3,3,4,4,3,3
19,2015-04-20 20:59:00,2015-04-20 21:58:00,25,22,4,4,5,5,5,5
20,2015-04-20 21:00:00,2015-04-20 21:59:00,25,22,5,5,6,6,6,6
21,2015-04-20 21:01:00,2015-04-20 22:00:00,25,22,6,6,6,6,6,6
22,2015-04-20 21:02:00,2015-04-20 22:01:00,25,22,7,7,7,7,7,7
23,2015-04-20 21:03:00,2015-04-20 22:02:00,25,22,8,8,8,8,8,8
24,2015-04-20 21:04:00,2015-04-20 22:03:00,25,27,9,9,8,8,9,8
25,2015-04-20 21:05:00,2015-04-20 22:04:00,25,23,10,10,9,9,10,9
26,2015-04-20 21:06:00,2015-04-20 22:05:00,26,5,11,11,9,9,11,10
27,2015-04-20 21:07:00,2015-04-20 22:06:00,6,24,12,12,12,12,12,12
28,2015-04-20 21:08:00,2015-04-20 22:07:00,6,4,13,13,12,12,13,13
29,2015-04-20 21:09:00,2015-04-20 22:08:00,6,28,14,14,13,13,14,14
30,2015-04-20 21:10:00,2015-04-20 22:09:00,6,1,15,15,16,16,15,15
