,Time,BX_GSE,BY_GSE,BZ_GSE,Vx,Vy,Vz,proton_density,T
0,2011-10-24 18:10:00,1.9647543,0.05033374,-5.3799443,-339.4267272949219,47.658302307128906,-20.13324546813965,10.537637710571289,314177.94998965337
1,2011-10-24 18:11:00,1.8594737,-1.6243789,-5.1671977,-338.63042534722223,44.967062844170464,-19.490272521972656,10.283063252766928,330074.582969794
2,2011-10-24 18:12:00,2.4856942,-1.9132582,-4.472955,-337.8341233995226,42.27582338121202,-18.847299575805664,10.028488794962565,345971.2159499346
3,2011-10-24 18:13:00,2.291458,-1.3957876,-4.42041,-337.03782145182294,39.584583918253585,-18.204326629638672,9.773914337158203,361867.84893007524
4,2011-10-24 18:14:00,2.5775876,-0.15546083,-4.4289503,-336.2415195041233,36.893344455295136,-17.56135368347168,9.519339879353842,377764.4819102159
5,2011-10-24 18:15:00,3.1392157,-0.13317987,-4.197168,-335.4452175564236,34.2021049923367,-16.918380737304688,9.264765421549479,393661.11489035655
6,2011-10-24 18:16:00,2.7494318,-0.9892703,-4.539106,-334.64891560872394,31.510865529378258,-16.275407791137695,9.010190963745117,409557.7478704972
7,2011-10-24 18:17:00,3.3343272,-2.1553793,-2.520059,-333.8526136610243,28.819626066419815,-15.632434844970703,8.755616505940756,425454.3808506378
8,2011-10-24 18:18:00,3.5199006,-1.5783789,-2.0100942,-333.05631171332465,26.128386603461372,-14.989461898803711,8.501042048136393,441351.0138307784
9,2011-10-24 18:19:00,3.2608373,-1.1320845,-2.5029356,-332.260009765625,23.43714714050293,-14.346488952636719,8.246467590332031,457247.64681091905
10,2011-10-24 18:20:00,3.0413475,-0.093632095,-2.151655,-345.71920098198785,17.132999844021267,-13.592138767242432,10.243848164876303,523662.49769395357
11,2011-10-24 18:21:00,3.8917265,-2.7164652,-1.5948154,-359.1783921983507,10.828852547539604,-12.837788581848145,12.241228739420572,590077.3485769881
12,2011-10-24 18:22:00,3.7355032,-1.9613858,-3.8258982,-372.63758341471356,4.5247052510579415,-12.083438396453857,14.238609313964844,656492.1994600225
13,2011-10-24 18:23:00,4.817099,-1.8133014,-9.801834,-386.0967746310764,-1.7794420454237212,-11.32908821105957,16.235989888509113,722907.050343057
14,2011-10-24 18:24:00,5.859041,-0.9685305,-10.604962,-399.5559658474392,-8.083589341905384,-10.574738025665283,18.233370463053383,789321.9012260915
15,2011-10-24 18:25:00,6.9314566,-7.457599,-8.8585825,-413.01515706380206,-14.387736638387047,-9.820387840270996,20.230751037597656,855736.752109126
16,2011-10-24 18:26:00,2.1906803,-6.530663,-10.436476,-426.4743482801649,-20.691883934868713,-9.066037654876709,22.228131612141926,922151.6029921605
17,2011-10-24 18:27:00,4.2345724,-3.5242255,-11.91321,-439.93353949652777,-26.996031231350372,-8.311687469482422,24.225512186686196,988566.453875195
18,2011-10-24 18:28:00,5.26322,-11.91922,-5.9037075,-453.3927307128906,-33.30017852783203,-7.557337284088135,26.22289276123047,1054981.3047582295
19,2011-10-24 18:29:00,5.007218,-11.165827,4.4057703,-456.6866874694824,-24.004582405090332,-9.11710923910141,26.53794813156128,1052429.347964208
20,2011-10-24 18:30:00,3.6370342,-12.246261,0.8312111,-459.9806442260742,-14.708986282348633,-10.676881194114685,26.85300350189209,1049877.391170187
21,2011-10-24 18:31:00,3.9840784,-13.073974,-3.5304677,-463.274600982666,-5.413390159606934,-12.23665314912796,27.1680588722229,1047325.4343761656
22,2011-10-24 18:32:00,3.2954574,-5.641177,-7.9163046,-466.5685577392578,3.8822059631347656,-13.796425104141235,27.48311424255371,1044773.4775821443
23,2011-10-24 18:33:00,6.227223,1.7018318,-6.0059996,-469.8625144958496,13.177802085876465,-15.35619705915451,27.79816961288452,1042221.520788123
24,2011-10-24 18:34:00,4.915314,5.311184,3.7536163,-473.1564712524414,22.473398208618164,-16.915969014167786,28.113224983215332,1039669.5639941017
25,2011-10-24 18:35:00,4.9122663,3.32573,4.5603895,-476.4504280090332,31.768994331359863,-18.47574096918106,28.428280353546143,1037117.6072000804
26,2011-10-24 18:36:00,5.307688,0.6554705,5.163381,-479.744384765625,41.06459045410156,-20.035512924194336,28.743335723876953,1034565.6504060591
27,2011-10-24 18:37:00,0.73206526,0.79012454,-3.6083896,-478.88416883680554,39.356545766194664,-20.646457460191513,28.043623394436306,1053501.6511800045
28,2011-10-24 18:38:00,2.8793223,-7.4330544,-3.0804565,-478.0239529079861,37.64850107828776,-21.257401996188694,27.34391106499566,1072437.6519539496
29,2011-10-24 18:39:00,5.630324,-15.149808,3.3717854,-477.1637369791667,35.94045639038086,-21.86834653218587,26.644198735555012,1091373.652727895
30,2011-10-24 18:40:00,5.0056458,-17.106419,2.5490043,-476.30352105034723,34.23241170247396,-22.479291068183052,25.944486406114365,1110309.6535018403
31,2011-10-24 18:41:00,5.700261,-15.754339,0.77313244,-475.44330512152777,32.524367014567055,-23.09023560418023,25.24477407667372,1129245.6542757854
32,2011-10-24 18:42:00,5.020699,-16.051899,-0.7311988,-474.5830891927083,30.816322326660156,-23.70118014017741,24.545061747233074,1148181.6550497308
33,2011-10-24 18:43:00,6.292523,-14.830996,-1.3239739,-473.7228732638889,29.108277638753254,-24.312124676174587,23.845349417792427,1167117.6558236761
34,2011-10-24 18:44:00,6.294222,-15.954284,-2.6259074,-472.86265733506946,27.400232950846352,-24.923069212171768,23.14563708835178,1186053.6565976213
35,2011-10-24 18:45:00,6.339598,-16.076262,-3.0819914,-472.00244140625,25.692188262939453,-25.534013748168945,22.445924758911133,1204989.6573715666
