,Time,BX_GSE,BY_GSE,BZ_GSE,Vx,Vy,Vz,proton_density,T,Xpos
0,2017-09-27 04:30:00,7.6712613,-5.5655785,-8.7941,-318.24530029296875,-44.490116119384766,-14.4762544631958,13.797983169555664,340847.48271833244,53333.3
1,2017-09-27 04:31:00,7.8564334,-5.5253153,-8.435254,-318.24530029296875,-44.490116119384766,-14.4762544631958,13.797983169555664,340847.48271833244,53276.742
2,2017-09-27 04:32:00,5.892138,-8.62303,0.19262107,-318.24530029296875,-44.490116119384766,-14.4762544631958,13.797983169555664,340847.48271833244,53220.344
3,2017-09-27 04:33:00,4.851369,-8.128508,5.1836,-321.17156982421875,-54.25147819519043,-12.809254169464111,15.657861709594727,282053.52702678205,53163.996
4,2017-09-27 04:34:00,4.147163,-7.774002,6.226319,-324.09783935546875,-64.0128402709961,-11.142253875732422,17.51774024963379,223259.57133523162,53107.71
5,2017-09-27 04:35:00,3.7775092,-7.0220294,6.056133,-323.40809631347656,-63.63534927368164,-11.324623107910156,17.769466400146484,227937.9282298772,53051.367
6,2017-09-27 04:36:00,3.0251644,-6.280339,5.402636,-322.7183532714844,-63.25785827636719,-11.50699234008789,18.02119255065918,232616.28512452275,52995.17
7,2017-09-27 04:37:00,3.6102867,-7.247026,5.3966575,-323.0963439941406,-63.43407440185547,-11.764416058858236,18.195579528808594,232626.5995041094,52938.938
8,2017-09-27 04:38:00,4.122386,-8.285144,5.4041133,-323.4743347167969,-63.61029052734375,-12.02183977762858,18.369966506958008,232636.91388369608,52882.855
9,2017-09-27 04:39:00,3.8937862,-6.6887326,4.8994412,-323.8523254394531,-63.78650665283203,-12.279263496398926,18.544353485107422,232647.22826328274,52826.914
10,2017-09-27 04:40:00,3.503596,-6.235223,4.5192065,-323.3059844970703,-64.00976181030273,-12.791864395141602,19.089691162109375,235395.08080093446,52770.938
11,2017-09-27 04:41:00,3.5709243,-5.969628,4.385013,-322.7596435546875,-64.23301696777344,-13.304465293884277,19.635028839111328,238142.9333385862,52715.008
12,2017-09-27 04:42:00,4.188634,-6.4893446,4.8158965,-324.8385772705078,-64.04449844360352,-13.050917148590088,19.69941520690918,248130.4732553661,52658.93
13,2017-09-27 04:43:00,4.5468135,-7.6451325,4.573119,-326.9175109863281,-63.855979919433594,-12.797369003295898,19.76380157470703,258118.01317214596,52603.207
14,2017-09-27 04:44:00,3.9747262,-7.9233747,4.131425,-327.2655792236328,-64.01446151733398,-11.751088619232178,19.723499298095703,246000.57600458153,52547.44
15,2017-09-27 04:45:00,4.161855,-7.4420953,4.20612,-327.6136474609375,-64.17294311523438,-10.704808235168457,19.683197021484375,233883.1388370171,52491.71
16,2017-09-27 04:46:00,4.862832,-9.058651,3.839493,-327.1138916015625,-63.88350931803385,-11.584744135538736,19.970109939575195,246286.80003811148,52436.047
17,2017-09-27 04:47:00,4.6260757,-8.772279,3.9757807,-326.6141357421875,-63.594075520833336,-12.464680035909018,20.257022857666016,258690.46123920585,52380.44
18,2017-09-27 04:48:00,4.638401,-7.98663,4.606723,-326.1143798828125,-63.30464172363281,-13.344615936279297,20.543935775756836,271094.12244030024,52324.78
19,2017-09-27 04:49:00,4.109425,-7.850274,4.153344,-325.6037902832031,-64.17273330688477,-13.120355129241943,19.789644241333008,253989.28433307132,52269.156
20,2017-09-27 04:50:00,4.3903265,-8.180956,3.9128325,-325.09320068359375,-65.04082489013672,-12.89609432220459,19.03535270690918,236884.44622584243,52213.605
21,2017-09-27 04:51:00,4.9145784,-8.299984,4.185002,-325.19361877441406,-64.14511489868164,-12.931776523590088,19.119325637817383,242881.18446319213,52158.203
22,2017-09-27 04:52:00,7.36813,-10.203466,2.4555435,-325.2940368652344,-63.24940490722656,-12.967458724975586,19.203298568725586,248877.9227005418,52102.95
23,2017-09-27 04:53:00,7.1928205,-9.858549,2.7889416,-329.26414998372394,-59.84925206502279,-15.117378870646158,17.39519500732422,293364.2845350636,52047.555
24,2017-09-27 04:54:00,8.585071,-10.6145935,2.4739454,-333.23426310221356,-56.44909922281901,-17.26729901631673,15.587091445922852,337850.6463695854,51992.297
25,2017-09-27 04:55:00,9.091604,-11.020004,2.3336477,-337.2043762207031,-53.048946380615234,-19.417219161987305,13.778987884521484,382337.00820410723,51937.1
26,2017-09-27 04:56:00,9.052942,-11.262481,2.2384336,-337.79510498046875,-44.154069900512695,-19.38626194000244,12.034499168395996,421635.96752397506,51882.06
27,2017-09-27 04:57:00,10.081671,-12.024261,0.84127575,-338.3858337402344,-35.259193420410156,-19.355304718017578,10.290010452270508,460934.92684384296,51826.863
28,2017-09-27 04:58:00,10.392691,-8.831439,-6.5564966,-332.72198486328125,-49.634098052978516,-15.378266334533691,17.20192050933838,344950.02719892847,51771.824
29,2017-09-27 04:59:00,7.758948,-10.239655,-0.690606,-327.0581359863281,-64.00900268554688,-11.401227951049805,24.11383056640625,228965.12755401398,51716.734
30,2017-09-27 05:00:00,6.529613,-9.300015,1.597237,-330.59043375651044,-61.343973795572914,-17.154768625895183,19.54759343465169,297281.727218621,51661.8
31,2017-09-27 05:01:00,12.697764,-7.9083486,-7.162435,-334.1227315266927,-58.67894490559896,-22.908309300740562,14.981356302897135,365598.32688322803,51606.996
32,2017-09-27 05:02:00,12.601263,-6.3298874,-9.449893,-337.655029296875,-56.013916015625,-28.661849975585938,10.415119171142578,433914.926547835,51552.08
