,Time,BX_GSE,BY_GSE,BZ_GSE,Vx,Vy,Vz,proton_density,T,Xpos
0,2016-06-05 05:00:00,-1.8474703,5.5782,4.1087103,-298.164794921875,-42.8829460144043,-6.877340793609619,13.151787757873535,357818.6433673775,367051.3
1,2016-06-05 05:01:00,-2.5013492,6.953452,0.013001969,-298.0655924479167,-42.47525405883789,-6.001294294993083,12.985892613728842,358876.0812356745,367072.25
2,2016-06-05 05:02:00,-2.6774504,6.8940215,0.1740051,-297.9663899739583,-42.067562103271484,-5.125247796376546,12.819997469584147,359933.5191039715,367093.22
3,2016-06-05 05:03:00,-2.644406,6.865411,0.6332764,-297.8671875,-41.65987014770508,-4.24920129776001,12.654102325439453,360990.95697226847,367114.12
4,2016-06-05 05:04:00,-2.901817,6.4881773,2.6613688,-296.93382263183594,-37.01937675476074,-0.7101020812988281,12.886123657226562,376625.2434370973,367135.03
5,2016-06-05 05:05:00,-2.9681153,6.4320526,-0.23406823,-296.0004577636719,-32.378883361816406,2.8289971351623535,13.118144989013672,392259.5299019261,367155.84
6,2016-06-05 05:06:00,-2.5992923,6.5069175,-0.84461206,-297.40545654296875,-38.271345138549805,-0.046952247619628906,12.986105918884277,377572.39565012854,367176.62
7,2016-06-05 05:07:00,-2.889061,6.3698916,-0.029440492,-298.8104553222656,-44.1638069152832,-2.9229016304016113,12.854066848754883,362885.261398331,367197.4
8,2016-06-05 05:08:00,-2.67057,6.0250726,-1.6579584,-298.85203043619794,-43.10116322835287,-3.2401490211486816,13.284199396769205,366694.78674983245,367218.2
9,2016-06-05 05:09:00,-2.4919522,5.5643,-2.5348935,-298.8936055501302,-42.038519541422524,-3.557396411895752,13.71433194478353,370504.3121013339,367238.9
10,2016-06-05 05:10:00,-2.7719204,5.8156166,-1.3994159,-298.9351806640625,-40.97587585449219,-3.8746438026428223,14.144464492797852,374313.8374528354,367259.6
11,2016-06-05 05:11:00,-3.6621802,4.8073425,-1.9230143,-296.2733459472656,-36.8549919128418,-1.3908218145370483,14.158151626586914,379442.6959030973,367280.22
12,2016-06-05 05:12:00,-3.1458473,5.1177087,-2.4202714,-293.61151123046875,-32.734107971191406,1.0930001735687256,14.171838760375977,384571.5543533591,367300.88
13,2016-06-05 05:13:00,-2.85355,5.1831164,-2.5309944,-296.45472717285156,-38.112863540649414,-1.6543210744857788,13.790561199188232,372965.94060545566,367321.4
14,2016-06-05 05:14:00,-2.2611647,5.5606627,-2.0914145,-299.2979431152344,-43.49161911010742,-4.401642322540283,13.409283638000488,361360.3268575523,367342.0
15,2016-06-05 05:15:00,-1.99545,5.6598577,-2.128625,-299.63331604003906,-43.465436935424805,-3.867445230484009,13.368986129760742,365862.9519566435,367362.5
16,2016-06-05 05:16:00,-1.6769178,5.934587,-2.3572125,-299.96868896484375,-43.43925476074219,-3.3332481384277344,13.328688621520996,370365.57705573476,367383.03
17,2016-06-05 05:17:00,-2.8173537,5.045863,-2.7299368,-299.7024434407552,-42.973462422688804,-2.1215895911057787,13.234509150187174,372567.34295569937,367403.47
18,2016-06-05 05:18:00,-2.938871,4.992654,-2.7001271,-299.4361979166667,-42.507670084635414,-0.9099310437838235,13.140329678853353,374769.1088556639,367423.94
19,2016-06-05 05:19:00,-2.6159663,5.3122816,-2.4602437,-299.1699523925781,-42.04187774658203,0.3017275035381317,13.046150207519531,376970.8747556285,367444.34
20,2016-06-05 05:20:00,-2.5519886,5.2384825,-2.694511,-299.2140808105469,-42.49085998535156,0.21594760566949844,13.076225757598877,374084.27610544674,367464.62
21,2016-06-05 05:21:00,-2.4268177,5.2358446,-3.274634,-299.2582092285156,-42.939842224121094,0.13016770780086517,13.106301307678223,371197.67745526496,367485.03
22,2016-06-05 05:22:00,-1.9228252,5.7601438,-2.9561822,-299.74220275878906,-42.53690528869629,-1.3141915872693062,12.92141342163086,370277.8826953863,367505.3
23,2016-06-05 05:23:00,-1.9735186,5.793895,-2.5432537,-300.2261962890625,-42.133968353271484,-2.7585508823394775,12.736525535583496,369358.08793550765,367525.53
24,2016-06-05 05:24:00,-1.4633443,5.8850555,-2.484785,-299.9493103027344,-40.815818786621094,-2.6316885153452554,12.769147872924805,375020.365076568,367545.78
25,2016-06-05 05:25:00,-1.552919,5.697499,-2.7307992,-299.67242431640625,-39.4976692199707,-2.5048261483510337,12.801770210266113,380682.64221762837,367566.0
26,2016-06-05 05:26:00,-1.4406078,5.3683405,-2.6592402,-299.3955383300781,-38.17951965332031,-2.3779637813568115,12.834392547607422,386344.9193586887,367586.16
27,2016-06-05 05:27:00,-1.5972259,5.297427,-2.4938867,-300.17864990234375,-36.29985046386719,3.2254377603530884,13.074057579040527,396135.54537419655,367606.3
28,2016-06-05 05:28:00,-1.6889902,5.1635547,-3.06409,-300.9617614746094,-34.42018127441406,8.828839302062988,13.313722610473633,405926.1713897044,367626.38
29,2016-06-05 05:29:00,-1.6369697,5.452329,-1.5738176,-300.0159454345703,-33.22164535522461,9.212531089782715,13.173874855041504,406331.5530680944,367646.47
30,2016-06-05 05:30:00,-1.4420183,5.7864137,1.8078102,-299.07012939453125,-32.023109436035156,9.596222877502441,13.034027099609375,406736.9347464845,367666.5
31,2016-06-05 05:31:00,-1.6312512,5.8651404,1.5710393,-298.71746826171875,-26.931790351867676,9.479634284973145,13.450310707092285,413113.4568510827,367686.56
32,2016-06-05 05:32:00,-0.8652779,5.3140078,2.6158597,-298.36480712890625,-21.840471267700195,9.363045692443848,13.866594314575195,419489.97895568085,367706.56
33,2016-06-05 05:33:00,0.25221732,4.5169325,4.25233,-298.1044209798177,-24.868804295857746,7.393798589706421,13.633375803629557,412426.01599415316,367726.47
34,2016-06-05 05:34:00,0.02802154,5.177998,4.5165257,-297.8440348307292,-27.8971373240153,5.424551486968994,13.40015729268392,405362.0530326254,367746.34
35,2016-06-05 05:35:00,-1.7717506,5.7283006,2.4123108,-297.5836486816406,-30.92547035217285,3.4553043842315674,13.166938781738281,398298.0900710977,367766.22
36,2016-06-05 05:36:00,-1.3275042,5.8601604,2.5746198,-297.2917022705078,-33.0132417678833,6.373955845832825,12.517200469970703,396432.29405900004,367786.1
37,2016-06-05 05:37:00,-0.814732,5.87278,3.482307,-296.999755859375,-35.10101318359375,9.292607307434082,11.867462158203125,394566.49804690236,367805.9
38,2016-06-05 05:38:00,-0.11425115,5.8968153,4.2325997,-297.3060607910156,-30.611988067626953,10.748974323272705,12.561208248138428,404925.1674909771,367825.7
39,2016-06-05 05:39:00,-0.19222273,5.410141,4.073414,-297.61236572265625,-26.122962951660156,12.205341339111328,13.25495433807373,415283.83693505183,367845.47
40,2016-06-05 05:40:00,0.009425199,4.987094,4.175107,-297.5030822753906,-29.272037506103516,9.336728970209757,13.116367022196451,407001.5081742226,367865.12
41,2016-06-05 05:41:00,0.28419307,4.372699,4.0059934,-297.393798828125,-32.421112060546875,6.4681166013081866,12.977779706319174,398719.1794133934,367884.84
42,2016-06-05 05:42:00,-0.07586841,4.6245313,3.2354138,-297.2845153808594,-35.570186614990234,3.599504232406616,12.839192390441895,390436.85065256414,367904.5
43,2016-06-05 05:43:00,-0.73851365,5.0117755,2.0333998,-297.9188995361328,-28.358969688415527,3.3235775232315063,13.098417282104492,405565.34517506533,367924.12
44,2016-06-05 05:44:00,0.19516636,3.8425267,3.2068508,-298.55328369140625,-21.14775276184082,3.0476508140563965,13.35764217376709,420693.8396975665,367943.7
45,2016-06-05 05:45:00,-3.0703282,6.2186775,-0.20541425,-299.3789774576823,-27.40786870320638,0.8469134171803794,12.53255303700765,408542.5414104649,367963.25
46,2016-06-05 05:46:00,-3.4241197,6.015653,-0.62763053,-300.2046712239583,-33.66798464457194,-1.3538239796956377,11.707463900248209,396391.24312336324,367982.75
47,2016-06-05 05:47:00,-3.3554442,5.626681,-1.0450462,-301.0303649902344,-39.9281005859375,-3.5545613765716553,10.88237476348877,384239.9448362616,368002.2
48,2016-06-05 05:48:00,-3.26753,5.526319,-0.8468725,-301.28102416992186,-40.5698745727539,-5.614829039573669,10.88016128540039,377616.0613326362,368021.7
49,2016-06-05 05:49:00,-3.0518117,5.4009485,-0.5497873,-301.53168334960935,-41.211648559570314,-7.675096702575684,10.877947807312012,370992.1778290108,368041.1
